n,m,p,it,diff,ns
10,13,0.6,50,0,3190181
10,13,0.6,50,0,3191159
10,13,0.6,50,0,3192207
10,13,0.6,50,0,3199609
10,13,0.6,50,0,3183617
10,13,0.6,50,0,3193673
10,13,0.6,50,0,3191578
10,13,0.6,50,0,3192137
10,14,0.6,50,0,3774957
10,14,0.6,50,0,3790461
10,14,0.6,50,0,3810017
10,14,0.6,50,0,3828246
10,14,0.6,50,0,3784106
10,14,0.6,50,0,3755262
10,14,0.6,50,0,3776144
10,14,0.6,50,0,3751630
10,14,0.6,50,0,3781941
10,14,0.6,50,0,3822658
10,15,0.6,50,0,5061212
10,15,0.6,50,0,4883817
10,15,0.6,50,0,4978800
10,15,0.6,50,0,4927258
10,15,0.6,50,0,4847919
10,15,0.6,50,0,4939968
10,15,0.6,50,0,4985436
10,15,0.6,50,0,4923557
10,15,0.6,50,0,4890103
10,15,0.6,50,0,4905048
10,16,0.6,50,0,4327187
10,16,0.6,50,0,4248057
10,16,0.6,50,0,4252946
10,16,0.6,50,0,4256578
10,16,0.6,50,0,4264889
10,16,0.6,50,0,4247918
10,16,0.6,50,0,4251410
10,16,0.6,50,0,4282419
10,16,0.6,50,0,4239816
10,16,0.6,50,0,4249734
10,17,0.6,50,0,4256299
10,17,0.6,50,0,4293314
10,17,0.6,50,0,4246591
10,17,0.6,50,0,4212509
10,17,0.6,50,0,4256928
10,17,0.6,50,0,4264889
10,17,0.6,50,0,4239118
10,17,0.6,50,0,4262235
10,17,0.6,50,0,4165366
10,17,0.6,50,0,4238629
10,18,0.6,50,0,4910985
10,18,0.6,50,0,4855252
10,18,0.6,50,0,4931797
10,18,0.6,50,0,4854833
10,18,0.6,50,0,4773189
10,18,0.6,50,0,4845126
10,18,0.6,50,0,4849665
10,18,0.6,50,0,4863424
10,18,0.6,50,0,4926280
10,18,0.6,50,0,4855182
10,19,0.6,50,0,5220379
10,19,0.6,50,0,5191605
10,19,0.6,50,0,5029994
10,19,0.6,50,0,5145580
10,19,0.6,50,0,5074901
10,19,0.6,50,0,5197820
10,19,0.6,50,0,5126443
10,19,0.6,50,0,5120018
10,19,0.6,50,0,5205503
10,19,0.6,50,0,5145929
10,20,0.6,50,0,6379315
10,20,0.6,50,0,6387766
10,20,0.6,50,0,6363182
10,20,0.6,50,0,6386369
10,20,0.6,50,0,6421080
10,20,0.6,50,0,6370934
10,20,0.6,50,0,6402502
10,20,0.6,50,0,6361855
10,20,0.6,50,0,6430438
10,20,0.6,50,0,6350052
10,21,0.6,50,0,6532965
10,21,0.6,50,0,6438680
10,21,0.6,50,0,6341043
10,21,0.6,50,0,6430089
10,21,0.6,50,0,6345931
10,21,0.6,50,0,6376103
10,21,0.6,50,0,6431626
10,21,0.6,50,0,6339645
10,21,0.6,50,0,6351030
10,21,0.6,50,0,6445105
10,22,0.6,50,0,6406274
10,22,0.6,50,0,6382877
10,22,0.6,50,0,6381201
10,22,0.6,50,0,6368769
10,22,0.6,50,0,6376871
10,22,0.6,50,0,6416610
10,22,0.6,50,0,6379314
10,22,0.6,50,0,6383855
10,22,0.6,50,0,6384203
10,22,0.6,50,0,6372750
11,0,0.6,50,0,380562
11,0,0.6,50,0,334048
11,0,0.6,50,0,333070
11,0,0.6,50,0,334328
11,0,0.6,50,0,334467
11,0,0.6,50,0,332372
