n,m,p,it,diff,ns
11,9,0.6,50,0,1407080
11,9,0.6,50,0,1435366
11,9,0.6,50,0,1431525
11,9,0.6,50,0,1432363
11,9,0.6,50,0,1442770
11,9,0.6,50,0,1424191
11,9,0.6,50,0,1410922
11,9,0.6,50,0,1432712
11,9,0.6,50,0,1433830
11,9,0.6,50,0,1441024
11,9,0.6,50,0,1425448
11,9,0.6,50,0,1412948
11,9,0.6,50,0,1421538
11,9,0.6,50,0,1415741
11,9,0.6,50,0,1429849
11,9,0.6,50,0,1437392
11,9,0.6,50,0,1429849
14,12,0.6,50,0,1665422
14,12,0.6,50,0,1579658
14,12,0.6,50,0,1498642
14,12,0.6,50,0,1529582
14,12,0.6,50,0,1524553
14,12,0.6,50,0,1525740
14,12,0.6,50,0,1624635
14,12,0.6,50,0,1644609
14,12,0.6,50,0,1580355
14,12,0.6,50,0,1520922
14,12,0.6,50,0,1527416
14,12,0.6,50,0,1534610
14,12,0.6,50,0,1526438
14,12,0.6,50,0,1510165
14,12,0.6,50,0,1521690
14,12,0.6,50,0,1521689
14,12,0.6,50,0,1534191
14,12,0.6,50,0,1497524
14,12,0.6,50,0,1523505
14,12,0.6,50,0,1530559
14,12,0.6,50,0,1568482
14,12,0.6,50,0,1534889
14,12,0.6,50,0,1528045
14,12,0.6,50,0,1501086
14,12,0.6,50,0,1531327
14,12,0.6,50,0,1524413
14,12,0.6,50,0,1501505
14,12,0.6,50,0,1559194
14,12,0.6,50,0,1498433
14,12,0.6,50,0,1599003
14,12,0.6,50,0,1496058
14,12,0.6,50,0,1500528
14,12,0.6,50,0,1529302
14,12,0.6,50,0,1568762
14,12,0.6,50,0,1599841
14,12,0.6,50,0,1527836
14,12,0.6,50,0,1531188
14,12,0.6,50,0,1532794
14,12,0.6,50,0,1530699
14,12,0.6,50,0,1545295
14,12,0.6,50,0,1539708
14,12,0.6,50,0,1524692
14,12,0.6,50,0,1535797
14,12,0.6,50,0,1521829
14,12,0.6,50,0,1529512
14,12,0.6,50,0,1533493
14,12,0.6,50,0,1528882
14,12,0.6,50,0,1531257
14,12,0.6,50,0,1525252
14,12,0.6,50,0,1526159
14,12,0.6,50,0,1529791
14,12,0.6,50,0,1524833
14,12,0.6,50,0,1500597
14,12,0.6,50,0,1532165
14,12,0.6,50,0,1496198
14,12,0.6,50,0,1526578
14,12,0.6,50,0,1498013
14,12,0.6,50,0,1523994
14,12,0.6,50,0,1527347
14,12,0.6,50,0,1547251
14,12,0.6,50,0,1554165
14,12,0.6,50,0,1528254
14,12,0.6,50,0,1502413
14,12,0.6,50,0,1528045
14,12,0.6,50,0,1523994
14,12,0.6,50,0,1523156
14,12,0.6,50,0,1526998
14,12,0.6,50,0,1524972
14,12,0.6,50,0,1540826
14,12,0.6,50,0,1523784
14,12,0.6,50,0,1502344
