n,m,diff,ns
89,108,48,7333
89,108,48,7473
89,108,48,7403
89,108,48,7333
89,108,48,7473
89,108,48,6845
89,108,48,8520
89,108,48,7403
89,108,48,7333
89,108,48,7333
89,108,48,7403
89,108,48,7333
89,108,48,7333
89,108,48,8102
89,108,48,7333
89,108,48,7403
89,108,48,7403
89,108,48,7403
89,108,48,7403
89,108,48,7403
89,108,48,7403
89,108,48,6984
89,108,48,7403
89,108,48,7333
89,108,48,7403
89,108,48,7473
89,108,48,7194
89,108,48,7333
89,108,48,7404
89,108,48,7403
89,108,48,7333
89,108,48,7403
89,108,48,7403
89,108,48,6844
89,108,48,7334
89,108,48,7403
89,108,48,7333
89,108,48,7403
89,108,48,7473
89,108,48,7333
89,108,48,7683
89,108,48,7753
89,108,48,7333
89,108,48,7403
89,108,48,7403
89,108,48,7333
89,108,48,7333
89,108,48,7333
89,108,48,7404
98,117,55,9708
98,117,55,8800
98,117,55,8241
98,117,55,8032
98,117,55,8590
98,117,55,8241
98,117,55,8101
98,117,55,8730
98,117,55,8381
98,117,55,8381
98,117,55,8521
98,117,55,8241
98,117,55,8241
98,117,55,8311
98,117,55,7962
98,117,55,7822
98,117,55,8241
98,117,55,8242
98,117,55,8590
98,117,55,8241
98,117,55,8311
98,117,55,8311
98,117,55,8311
98,117,55,8311
98,117,55,8311
98,117,55,8311
98,117,55,8241
98,117,55,8241
98,117,55,8311
98,117,55,8311
98,117,55,8381
98,117,55,8311
98,117,55,8381
98,117,55,8311
98,117,55,8311
98,117,55,8590
98,117,55,8242
98,117,55,8311
98,117,55,8172
98,117,55,8311
98,117,55,8381
98,117,55,8241
98,117,55,8241
98,117,55,8172
98,117,55,8730
98,117,55,8102
98,117,55,8311
98,117,55,8241
98,117,55,7753
98,117,55,8730
98,117,55,8451
98,117,55,8311
98,117,55,8311
98,117,55,8101
98,117,55,8311
98,117,55,8172
98,117,55,8241
98,117,55,8311
98,117,55,8590
98,117,55,8241
98,117,55,8381
98,117,55,8381
98,117,55,8312
98,117,55,8241
98,117,55,8242
98,117,55,8241
98,117,55,8242
98,117,55,7892
98,117,55,8311
98,117,55,8520
98,117,55,8241
98,117,55,8311
98,117,55,7752
98,117,55,8311
98,117,55,8172
98,117,55,8311
98,117,55,8311
98,117,55,8311
98,117,55,8241
98,117,55,8242
98,117,55,8241
98,117,55,8241
98,117,55,8171
98,117,55,8241
98,117,55,8311
98,117,55,8172
98,117,55,7962
98,117,55,8241
98,117,55,8241
98,117,55,8172
98,117,55,8241
98,117,55,8242
98,117,55,8311
98,117,55,8311
98,117,55,8311
98,117,55,8311
98,117,55,8311
98,117,55,8311
98,117,55,8311
98,117,55,8311
109,135,63,9848
109,135,63,8730
109,135,63,8730
109,135,63,8520
109,135,63,8660
109,135,63,10267
109,135,63,9638
109,135,63,8660
109,135,63,8451
109,135,63,8590
109,135,63,8730
109,135,63,9568
109,135,63,8661
109,135,63,8660
109,135,63,8661
109,135,63,8660
109,135,63,8660
109,135,63,8660
109,135,63,8799
109,135,63,8661
109,135,63,8660
109,135,63,8660
109,135,63,8660
109,135,63,8730
109,135,63,8591
109,135,63,8241
109,135,63,8661
109,135,63,8730
109,135,63,8451
109,135,63,8731
109,135,63,8660
109,135,63,8800
109,135,63,8800
109,135,63,8730
109,135,63,8730
109,135,63,8869
109,135,63,8660
109,135,63,8661
109,135,63,8590
109,135,63,8660
109,135,63,8660
109,135,63,8660
109,135,63,8870
109,135,63,8661
109,135,63,8800
109,135,63,8451
109,135,63,9917
109,135,63,8660
109,135,63,8591
109,135,63,8730
109,135,63,8660
109,135,63,8940
109,135,63,8870
109,135,63,8661
109,135,63,8660
109,135,63,8730
109,135,63,8800
109,135,63,8730
109,135,63,8730
109,135,63,8591
109,135,63,8730
109,135,63,8730
109,135,63,8660
109,135,63,8730
109,135,63,9079
109,135,63,8730
109,135,63,8730
109,135,63,8730
109,135,63,8730
109,135,63,8800
109,135,63,8660
109,135,63,8591
109,135,63,8730
109,135,63,8660
109,135,63,8800
109,135,63,8869
109,135,63,8730
109,135,63,8660
109,135,63,8939
109,135,63,8660
109,135,63,8870
109,135,63,8591
109,135,63,8660
109,135,63,8730
109,135,63,8730
109,135,63,15086
109,135,63,8730
109,135,63,8730
109,135,63,8731
109,135,63,8730
109,135,63,8590
109,135,63,8730
109,135,63,8660
109,135,63,8660
109,135,63,8661
109,135,63,8660
109,135,63,8730
109,135,63,8730
109,135,63,8660
109,135,63,8660
119,145,71,10267
119,145,71,9987
119,145,71,9079
119,145,71,8869
119,145,71,9289
119,145,71,9778
119,145,71,9149
119,145,71,9009
119,145,71,9079
119,145,71,9009
119,145,71,9988
119,145,71,10057
119,145,71,9638
119,145,71,9289
119,145,71,9777
119,145,71,9568
119,145,71,9149
119,145,71,9010
119,145,71,9009
119,145,71,9149
119,145,71,9149
119,145,71,9149
119,145,71,9009
119,145,71,9358
119,145,71,9079
119,145,71,9080
119,145,71,9428
119,145,71,9079
119,145,71,9987
119,145,71,9080
119,145,71,9079
119,145,71,9079
119,145,71,9150
119,145,71,9149
119,145,71,9149
119,145,71,9079
119,145,71,9149
119,145,71,8591
119,145,71,9009
119,145,71,9079
119,145,71,9219
119,145,71,9499
119,145,71,9079
119,145,71,8590
119,145,71,9009
119,145,71,9289
119,145,71,9149
119,145,71,9149
119,145,71,9079
119,145,71,9080
119,145,71,8730
119,145,71,9079
119,145,71,9149
119,145,71,9149
119,145,71,9149
119,145,71,9079
119,145,71,9079
119,145,71,9219
119,145,71,9150
119,145,71,9079
119,145,71,9150
119,145,71,9079
119,145,71,9079
119,145,71,9080
119,145,71,9149
119,145,71,9009
119,145,71,9149
119,145,71,9149
119,145,71,9080
119,145,71,9359
119,145,71,9149
119,145,71,9079
119,145,71,8660
119,145,71,9079
119,145,71,9010
119,145,71,9149
119,145,71,9150
119,145,71,9149
119,145,71,9219
119,145,71,9150
119,145,71,9009
119,145,71,9569
119,145,71,9079
119,145,71,9079
119,145,71,9289
119,145,71,9010
119,145,71,9080
119,145,71,9149
119,145,71,9080
119,145,71,9149
119,145,71,9079
119,145,71,9289
119,145,71,9079
119,145,71,9219
119,145,71,9009
119,145,71,9079
119,145,71,9079
119,145,71,9149
119,145,71,9010
119,145,71,9149
131,165,80,10337
131,165,80,10686
131,165,80,9498
131,165,80,9708
131,165,80,9569
131,165,80,9568
131,165,80,9149
131,165,80,9289
131,165,80,9708
131,165,80,9568
131,165,80,9498
131,165,80,9499
131,165,80,9708
131,165,80,10057
131,165,80,9498
131,165,80,9569
131,165,80,9359
131,165,80,9569
131,165,80,9568
131,165,80,9569
131,165,80,9498
131,165,80,9778
131,165,80,9568
131,165,80,9568
131,165,80,9568
131,165,80,9079
131,165,80,9568
131,165,80,9638
131,165,80,9568
131,165,80,9569
131,165,80,9638
131,165,80,9499
131,165,80,9568
131,165,80,9569
131,165,80,9987
131,165,80,9638
131,165,80,9498
131,165,80,9638
131,165,80,9568
131,165,80,9777
131,165,80,9638
131,165,80,9568
131,165,80,9568
131,165,80,9638
131,165,80,9638
131,165,80,9428
131,165,80,9568
131,165,80,9778
131,165,80,9498
131,165,80,9568
131,165,80,9429
131,165,80,9708
131,165,80,9568
131,165,80,9498
131,165,80,9568
131,165,80,9149
131,165,80,9638
131,165,80,9708
131,165,80,9568
131,165,80,9708
131,165,80,9917
131,165,80,9499
131,165,80,9638
131,165,80,9568
131,165,80,8939
131,165,80,9499
131,165,80,9568
131,165,80,9708
131,165,80,9707
131,165,80,9638
131,165,80,9568
131,165,80,9498
131,165,80,9498
131,165,80,9498
131,165,80,9568
131,165,80,9568
131,165,80,9847
131,165,80,9568
131,165,80,9498
131,165,80,9638
131,165,80,9568
131,165,80,9638
131,165,80,9359
131,165,80,9638
131,165,80,9568
131,165,80,9568
131,165,80,9568
131,165,80,9499
131,165,80,9638
131,165,80,9499
131,165,80,9778
131,165,80,9568
131,165,80,9569
131,165,80,9708
131,165,80,9708
131,165,80,9569
131,165,80,9638
131,165,80,9568
131,165,80,9428
131,165,80,9847
142,176,89,11175
142,176,89,11384
142,176,89,10336
142,176,89,9987
142,176,89,10057
142,176,89,10476
142,176,89,9988
142,176,89,9848
142,176,89,10406
142,176,89,9498
142,176,89,9918
142,176,89,9568
142,176,89,9987
142,176,89,9848
142,176,89,9498
142,176,89,9918
142,176,89,10057
142,176,89,10057
142,176,89,9918
142,176,89,10267
142,176,89,9498
142,176,89,9987
142,176,89,9987
142,176,89,9778
142,176,89,9987
142,176,89,9987
142,176,89,9987
142,176,89,9847
142,176,89,10267
142,176,89,9918
142,176,89,9987
142,176,89,10127
142,176,89,9918
142,176,89,10057
142,176,89,10127
142,176,89,9638
142,176,89,10336
142,176,89,9988
142,176,89,10057
142,176,89,9987
142,176,89,10127
142,176,89,10057
142,176,89,9568
142,176,89,10057
142,176,89,10616
142,176,89,10477
142,176,89,10406
142,176,89,10126
142,176,89,9987
142,176,89,10406
142,176,89,9987
142,176,89,10057
142,176,89,10476
142,176,89,10266
142,176,89,9917
142,176,89,9568
142,176,89,10057
142,176,89,9918
142,176,89,9987
142,176,89,10127
142,176,89,9987
142,176,89,9987
142,176,89,9917
142,176,89,9778
142,176,89,9987
142,176,89,9917
142,176,89,10196
142,176,89,9498
142,176,89,9987
142,176,89,10266
142,176,89,9987
142,176,89,10057
142,176,89,10127
142,176,89,9987
142,176,89,10058
142,176,89,9568
142,176,89,9987
142,176,89,10057
142,176,89,9988
142,176,89,10266
142,176,89,10266
142,176,89,9917
142,176,89,10895
142,176,89,9918
142,176,89,9987
142,176,89,10057
142,176,89,9987
142,176,89,9428
142,176,89,10057
142,176,89,9917
142,176,89,10057
142,176,89,9987
142,176,89,10337
142,176,89,10057
142,176,89,10057
142,176,89,9569
142,176,89,10337
142,176,89,9987
142,176,89,10406
142,176,89,10057
155,198,99,11663
155,198,99,10825
155,198,99,10826
155,198,99,10477
155,198,99,10336
155,198,99,10895
155,198,99,9988
155,198,99,11384
155,198,99,9847
155,198,99,10546
155,198,99,11733
155,198,99,9848
155,198,99,10477
155,198,99,10476
155,198,99,10546
155,198,99,11594
155,198,99,10686
155,198,99,10336
155,198,99,10196
155,198,99,10476
155,198,99,10476
155,198,99,10406
155,198,99,10407
155,198,99,10406
155,198,99,10476
155,198,99,10336
155,198,99,10476
155,198,99,10476
155,198,99,10406
155,198,99,10406
155,198,99,10406
155,198,99,10337
155,198,99,10546
155,198,99,10476
155,198,99,9917
155,198,99,11035
155,198,99,10756
155,198,99,10476
155,198,99,9917
155,198,99,10336
155,198,99,10546
155,198,99,10407
155,198,99,10406
155,198,99,10476
155,198,99,10337
155,198,99,10406
155,198,99,10337
155,198,99,10476
155,198,99,10546
155,198,99,10686
155,198,99,10476
155,198,99,10406
155,198,99,10685
155,198,99,10406
155,198,99,10407
155,198,99,10546
155,198,99,10826
155,198,99,10406
155,198,99,10616
155,198,99,10337
155,198,99,10337
155,198,99,10476
155,198,99,10477
155,198,99,10546
155,198,99,10267
155,198,99,10476
155,198,99,10616
155,198,99,10406
155,198,99,10476
155,198,99,10476
155,198,99,10407
155,198,99,10406
155,198,99,10407
155,198,99,10476
155,198,99,10896
155,198,99,10476
155,198,99,10686
155,198,99,10407
155,198,99,10476
155,198,99,10546
155,198,99,10266
155,198,99,10546
155,198,99,10406
155,198,99,10406
155,198,99,10476
155,198,99,10476
155,198,99,10546
155,198,99,10406
155,198,99,10406
155,198,99,10756
155,198,99,10336
155,198,99,10406
155,198,99,10476
155,198,99,10337
155,198,99,10546
155,198,99,10476
155,198,99,10476
155,198,99,10756
155,198,99,10965
155,198,99,10337
167,210,109,11942
167,210,109,11314
167,210,109,10336
167,210,109,10896
167,210,109,11523
167,210,109,10615
167,210,109,10756
167,210,109,10476
167,210,109,10825
167,210,109,10406
167,210,109,11035
167,210,109,18787
167,210,109,10406
167,210,109,10686
167,210,109,10825
167,210,109,10686
167,210,109,10616
167,210,109,10616
167,210,109,10616
167,210,109,10616
167,210,109,10685
167,210,109,10615
167,210,109,10755
167,210,109,10546
167,210,109,10616
167,210,109,10546
167,210,109,10337
167,210,109,10616
167,210,109,10616
167,210,109,10476
167,210,109,10337
167,210,109,10616
167,210,109,10546
167,210,109,10476
167,210,109,10825
167,210,109,10615
167,210,109,10476
167,210,109,10616
167,210,109,10616
167,210,109,10686
167,210,109,10546
167,210,109,10756
167,210,109,10686
167,210,109,10616
167,210,109,10616
167,210,109,10476
167,210,109,10546
167,210,109,10686
167,210,109,10756
167,210,109,18927
167,210,109,11105
167,210,109,10825
167,210,109,11105
167,210,109,11034
167,210,109,10755
167,210,109,10826
167,210,109,10895
167,210,109,10965
167,210,109,10895
167,210,109,10825
167,210,109,11035
167,210,109,10686
167,210,109,11104
167,210,109,10895
167,210,109,10895
167,210,109,10895
167,210,109,11105
167,210,109,10616
167,210,109,10895
167,210,109,10896
167,210,109,10825
167,210,109,10825
167,210,109,10616
167,210,109,10756
167,210,109,10825
167,210,109,10965
167,210,109,10895
167,210,109,10615
167,210,109,11104
167,210,109,10895
167,210,109,10965
167,210,109,10965
167,210,109,10406
167,210,109,10896
167,210,109,10825
167,210,109,10895
167,210,109,10895
167,210,109,10406
167,210,109,10826
167,210,109,10825
167,210,109,10895
167,210,109,10825
167,210,109,10615
167,210,109,10965
167,210,109,10895
167,210,109,11174
167,210,109,11035
167,210,109,10406
167,210,109,10895
167,210,109,10965
181,234,120,12432
181,234,120,11523
181,234,120,11384
181,234,120,11384
181,234,120,11314
181,234,120,12642
181,234,120,10895
181,234,120,10755
181,234,120,11384
181,234,120,11244
181,234,120,11384
181,234,120,10825
181,234,120,11244
181,234,120,11314
181,234,120,11873
181,234,120,11384
181,234,120,11384
181,234,120,12432
181,234,120,11314
181,234,120,11314
181,234,120,11315
181,234,120,11384
181,234,120,11105
181,234,120,11384
181,234,120,11244
181,234,120,11105
181,234,120,11454
181,234,120,11174
181,234,120,11524
181,234,120,11314
181,234,120,11803
181,234,120,11454
181,234,120,11594
181,234,120,11384
181,234,120,10895
181,234,120,11314
181,234,120,11174
181,234,120,11174
181,234,120,11245
181,234,120,11174
181,234,120,10756
181,234,120,11314
181,234,120,11314
181,234,120,11245
181,234,120,11384
181,234,120,11245
181,234,120,11384
181,234,120,11245
181,234,120,11244
181,234,120,11523
181,234,120,11314
181,234,120,11175
181,234,120,11244
181,234,120,11244
181,234,120,11245
181,234,120,11244
181,234,120,11314
181,234,120,11245
181,234,120,11314
181,234,120,11384
181,234,120,11314
181,234,120,11454
181,234,120,11384
181,234,120,11314
181,234,120,11314
181,234,120,11315
181,234,120,11454
181,234,120,11314
181,234,120,11174
181,234,120,11244
181,234,120,11664
181,234,120,11244
181,234,120,11523
181,234,120,11174
181,234,120,11315
181,234,120,11314
181,234,120,11314
181,234,120,11244
181,234,120,11384
181,234,120,11454
181,234,120,11384
181,234,120,11244
181,234,120,11245
181,234,120,11314
181,234,120,11384
181,234,120,11314
181,234,120,11245
181,234,120,11524
181,234,120,11104
181,234,120,18507
181,234,120,11384
181,234,120,11524
181,234,120,11524
181,234,120,11244
181,234,120,11315
181,234,120,11244
181,234,120,10826
181,234,120,11244
181,234,120,11384
181,234,120,11245
194,247,131,13130
194,247,131,12920
194,247,131,11733
194,247,131,11942
194,247,131,11314
194,247,131,11454
194,247,131,11804
194,247,131,11873
194,247,131,11314
194,247,131,11873
194,247,131,11523
194,247,131,11803
194,247,131,11873
194,247,131,11873
194,247,131,11803
194,247,131,11733
194,247,131,11733
194,247,131,11803
194,247,131,11733
194,247,131,11943
194,247,131,12292
194,247,131,11803
194,247,131,11803
194,247,131,11314
194,247,131,11803
194,247,131,12013
194,247,131,11943
194,247,131,11873
194,247,131,12222
194,247,131,11733
194,247,131,11803
194,247,131,12082
194,247,131,11803
194,247,131,11803
194,247,131,12083
194,247,131,11803
194,247,131,12850
194,247,131,11803
194,247,131,11593
194,247,131,12082
194,247,131,11803
194,247,131,11733
194,247,131,11873
194,247,131,11803
194,247,131,11804
194,247,131,11943
194,247,131,11733
194,247,131,11734
194,247,131,11943
194,247,131,11803
194,247,131,12152
194,247,131,11803
194,247,131,11873
194,247,131,11314
194,247,131,11873
194,247,131,11734
194,247,131,11733
194,247,131,11942
194,247,131,11733
194,247,131,11664
194,247,131,11454
194,247,131,11734
194,247,131,11663
194,247,131,12082
194,247,131,11734
194,247,131,11803
194,247,131,11943
194,247,131,11524
194,247,131,11733
194,247,131,11803
194,247,131,11663
194,247,131,11873
194,247,131,11873
194,247,131,12222
194,247,131,11943
194,247,131,11664
194,247,131,11733
194,247,131,11943
194,247,131,12222
194,247,131,11803
194,247,131,11803
194,247,131,11803
194,247,131,11734
194,247,131,12082
194,247,131,11803
194,247,131,11873
194,247,131,19905
194,247,131,11454
194,247,131,11663
194,247,131,11804
194,247,131,11524
194,247,131,12013
194,247,131,11593
194,247,131,11523
194,247,131,11524
194,247,131,11454
194,247,131,11524
194,247,131,11524
194,247,131,11035
194,247,131,11454
209,273,143,12921
209,273,143,12850
209,273,143,22978
209,273,143,11594
209,273,143,11943
209,273,143,20184
209,273,143,22279
209,273,143,12362
209,273,143,20464
209,273,143,12153
209,273,143,12222
209,273,143,12571
209,273,143,12223
209,273,143,12850
209,273,143,12292
209,273,143,12362
209,273,143,12082
209,273,143,12571
209,273,143,12502
209,273,143,12362
209,273,143,12711
209,273,143,12223
209,273,143,12222
209,273,143,12152
209,273,143,12362
209,273,143,12222
209,273,143,12153
209,273,143,12222
209,273,143,12362
209,273,143,12292
209,273,143,12222
209,273,143,12292
209,273,143,12432
209,273,143,12292
209,273,143,12432
209,273,143,12292
209,273,143,12152
209,273,143,12291
209,273,143,12222
209,273,143,12502
209,273,143,12292
209,273,143,12292
209,273,143,12292
209,273,143,12222
209,273,143,13060
209,273,143,12153
209,273,143,12362
209,273,143,12222
209,273,143,12223
209,273,143,12152
209,273,143,12222
209,273,143,12292
209,273,143,12152
209,273,143,12222
209,273,143,12222
209,273,143,12222
209,273,143,12153
209,273,143,12222
209,273,143,12083
209,273,143,12152
209,273,143,12292
209,273,143,12222
209,273,143,12153
209,273,143,12152
209,273,143,12153
209,273,143,12152
209,273,143,12153
209,273,143,12222
209,273,143,12152
209,273,143,12362
209,273,143,12292
209,273,143,12082
209,273,143,12292
209,273,143,12222
209,273,143,12152
209,273,143,12152
209,273,143,12222
209,273,143,12222
209,273,143,12292
209,273,143,12222
209,273,143,12222
209,273,143,12222
209,273,143,12362
209,273,143,12222
209,273,143,12432
209,273,143,12153
209,273,143,12083
209,273,143,12222
209,273,143,12223
209,273,143,12362
209,273,143,12432
209,273,143,12292
209,273,143,12292
209,273,143,12292
209,273,143,12152
209,273,143,12362
209,273,143,12222
209,273,143,12292
209,273,143,12223
209,273,143,12571
223,287,155,13829
223,287,155,13409
223,287,155,12572
223,287,155,12781
223,287,155,12571
223,287,155,12641
223,287,155,13968
223,287,155,12571
223,287,155,12711
223,287,155,12711
223,287,155,12920
223,287,155,13828
223,287,155,12781
223,287,155,12502
223,287,155,12641
223,287,155,12851
223,287,155,12571
223,287,155,12642
223,287,155,12711
223,287,155,12571
223,287,155,12641
223,287,155,12781
223,287,155,13060
223,287,155,12641
223,287,155,12711
223,287,155,12780
223,287,155,12711
223,287,155,12571
223,287,155,12642
223,287,155,12711
223,287,155,12711
223,287,155,12641
223,287,155,13130
223,287,155,19346
223,287,155,12780
223,287,155,12850
223,287,155,12571
223,287,155,12641
223,287,155,12571
223,287,155,12851
223,287,155,12851
223,287,155,12641
223,287,155,12851
223,287,155,12641
223,287,155,12571
223,287,155,12711
223,287,155,12711
223,287,155,12711
223,287,155,12153
223,287,155,12641
223,287,155,12711
223,287,155,12711
223,287,155,12851
223,287,155,12641
223,287,155,13200
223,287,155,12641
223,287,155,13270
223,287,155,12781
223,287,155,13480
223,287,155,12641
223,287,155,12641
223,287,155,12711
223,287,155,12711
223,287,155,12641
223,287,155,12082
223,287,155,12362
223,287,155,12641
223,287,155,12711
223,287,155,12641
223,287,155,12780
223,287,155,12571
223,287,155,12921
223,287,155,13061
223,287,155,12571
223,287,155,12642
223,287,155,12641
223,287,155,12711
223,287,155,12641
223,287,155,12432
223,287,155,12711
223,287,155,12642
223,287,155,12850
223,287,155,12711
223,287,155,12502
223,287,155,12850
223,287,155,12641
223,287,155,12641
223,287,155,12641
223,287,155,12222
223,287,155,12361
223,287,155,12780
223,287,155,12850
223,287,155,12641
223,287,155,12991
223,287,155,12781
223,287,155,12711
223,287,155,13060
223,287,155,12711
223,287,155,12711
223,287,155,12641
239,315,168,14597
239,315,168,13200
239,315,168,13689
239,315,168,14317
239,315,168,13130
239,315,168,13061
239,315,168,12781
239,315,168,13060
239,315,168,12851
239,315,168,13061
239,315,168,13060
239,315,168,13340
239,315,168,13060
239,315,168,13200
239,315,168,13060
239,315,168,13130
239,315,168,13200
239,315,168,13130
239,315,168,13269
239,315,168,13130
239,315,168,13130
239,315,168,13200
239,315,168,13199
239,315,168,13130
239,315,168,21022
239,315,168,12711
239,315,168,12711
239,315,168,13061
239,315,168,12711
239,315,168,12851
239,315,168,12921
239,315,168,12851
239,315,168,12222
239,315,168,12851
239,315,168,13060
239,315,168,12781
239,315,168,12851
239,315,168,12711
239,315,168,12921
239,315,168,12851
239,315,168,12781
239,315,168,12781
239,315,168,12781
239,315,168,12921
239,315,168,12641
239,315,168,12850
239,315,168,12850
239,315,168,13130
239,315,168,12921
239,315,168,12851
239,315,168,12851
239,315,168,12851
239,315,168,12781
239,315,168,12850
239,315,168,12920
239,315,168,12642
239,315,168,12920
239,315,168,12990
239,315,168,12292
239,315,168,12362
239,315,168,12781
239,315,168,12851
239,315,168,12781
239,315,168,12851
239,315,168,12851
239,315,168,12850
239,315,168,12850
239,315,168,12851
239,315,168,12781
239,315,168,12921
239,315,168,12781
239,315,168,12990
239,315,168,13619
239,315,168,12850
239,315,168,12920
239,315,168,12921
239,315,168,12851
239,315,168,12851
239,315,168,12851
239,315,168,12781
239,315,168,12781
239,315,168,12711
239,315,168,12781
239,315,168,12781
239,315,168,13060
239,315,168,12850
239,315,168,12850
239,315,168,12780
239,315,168,12292
239,315,168,13060
239,315,168,12781
239,315,168,12781
239,315,168,13060
239,315,168,12850
239,315,168,13060
239,315,168,12711
239,315,168,13060
239,315,168,12781
239,315,168,12781
239,315,168,12920
254,330,181,14597
254,330,181,22698
254,330,181,21721
254,330,181,13549
254,330,181,24234
254,330,181,23187
254,330,181,30311
254,330,181,13409
254,330,181,13549
254,330,181,13340
254,330,181,13409
254,330,181,13269
254,330,181,13270
254,330,181,13339
254,330,181,13339
254,330,181,13200
254,330,181,13899
254,330,181,13339
254,330,181,13200
254,330,181,13479
254,330,181,13410
254,330,181,13410
254,330,181,13200
254,330,181,13340
254,330,181,13829
254,330,181,13200
254,330,181,13270
254,330,181,13130
254,330,181,13549
254,330,181,13270
254,330,181,13689
254,330,181,13340
254,330,181,13270
254,330,181,13270
254,330,181,13479
254,330,181,13200
254,330,181,13339
254,330,181,13270
254,330,181,13480
254,330,181,13270
254,330,181,13200
254,330,181,13270
254,330,181,13410
254,330,181,13409
254,330,181,13409
254,330,181,13689
254,330,181,13270
254,330,181,13270
254,330,181,13340
254,330,181,13270
254,330,181,13340
254,330,181,13130
254,330,181,12921
254,330,181,13270
254,330,181,13270
254,330,181,13619
254,330,181,13200
254,330,181,13339
254,330,181,13200
254,330,181,13270
254,330,181,13200
254,330,181,13270
254,330,181,13340
254,330,181,13270
254,330,181,13270
254,330,181,13270
254,330,181,13340
254,330,181,13410
254,330,181,13340
254,330,181,13270
254,330,181,13200
254,330,181,13340
254,330,181,13410
254,330,181,19625
254,330,181,13339
254,330,181,13340
254,330,181,13410
254,330,181,13130
254,330,181,13619
254,330,181,13550
254,330,181,13409
254,330,181,13339
254,330,181,13339
254,330,181,13269
254,330,181,12850
254,330,181,13828
254,330,181,13409
254,330,181,12781
254,330,181,13480
254,330,181,13200
254,330,181,13829
254,330,181,13270
254,330,181,13270
254,330,181,13270
254,330,181,13340
254,330,181,13270
254,330,181,13200
254,330,181,13339
254,330,181,13410
254,330,181,13270
271,360,195,15365
271,360,195,23047
271,360,195,22140
271,360,195,13270
271,360,195,23327
271,360,195,33384
271,360,195,14526
271,360,195,14806
271,360,195,13758
271,360,195,13200
271,360,195,13898
271,360,195,14248
271,360,195,13829
271,360,195,13828
271,360,195,13898
271,360,195,13898
271,360,195,13758
271,360,195,13828
271,360,195,13828
271,360,195,13899
271,360,195,13759
271,360,195,13898
271,360,195,13828
271,360,195,13758
271,360,195,13828
271,360,195,13969
271,360,195,13829
271,360,195,13758
271,360,195,13758
271,360,195,13758
271,360,195,13758
271,360,195,13758
271,360,195,14177
271,360,195,13759
271,360,195,13689
271,360,195,13689
271,360,195,13828
271,360,195,13689
271,360,195,13829
271,360,195,13759
271,360,195,13759
271,360,195,13828
271,360,195,13828
271,360,195,13829
271,360,195,13759
271,360,195,13759
271,360,195,13759
271,360,195,13759
271,360,195,14038
271,360,195,13758
271,360,195,13758
271,360,195,13968
271,360,195,13828
271,360,195,13829
271,360,195,13758
271,360,195,13759
271,360,195,13269
271,360,195,13689
271,360,195,13898
271,360,195,13828
271,360,195,13968
271,360,195,13270
271,360,195,14038
271,360,195,13828
271,360,195,13409
271,360,195,13759
271,360,195,14038
271,360,195,13759
271,360,195,13828
271,360,195,13759
271,360,195,13968
271,360,195,13759
271,360,195,13828
271,360,195,13689
271,360,195,13899
271,360,195,13759
271,360,195,14247
271,360,195,13968
271,360,195,14247
271,360,195,13689
271,360,195,13759
271,360,195,13689
271,360,195,13968
271,360,195,13688
271,360,195,14107
271,360,195,13759
271,360,195,13689
271,360,195,13759
271,360,195,14178
271,360,195,13828
271,360,195,13758
271,360,195,13898
271,360,195,13899
271,360,195,14387
271,360,195,13758
271,360,195,13828
271,360,195,13758
271,360,195,13758
271,360,195,13689
271,360,195,14596
