n,m,p,it,diff,ns
110,102,0.6,50,8,3186412
110,102,0.6,50,8,3220635
110,102,0.6,50,8,3187250
110,102,0.6,50,8,3187181
110,102,0.6,50,8,3174889
110,102,0.6,50,8,3221961
110,102,0.6,50,8,3184318
110,102,0.6,50,8,3264914
110,102,0.6,50,8,3183409
110,102,0.6,50,8,3185924
110,102,0.6,50,8,3175168
110,102,0.6,50,8,3224615
110,102,0.6,50,8,3183130
110,102,0.6,50,8,3188717
110,102,0.6,50,8,3179638
110,102,0.6,50,8,3185714
110,102,0.6,50,8,3188089
110,102,0.6,50,8,3189066
110,102,0.6,50,8,3223987
110,102,0.6,50,8,3188158
110,102,0.6,50,8,3185644
110,102,0.6,50,8,3184945
110,102,0.6,50,8,3185994
110,102,0.6,50,8,3181384
110,102,0.6,50,8,3218818
110,102,0.6,50,8,3183200
110,102,0.6,50,8,3187321
110,102,0.6,50,8,3187320
110,102,0.6,50,8,3181105
110,102,0.6,50,8,3212812
110,102,0.6,50,8,3182711
110,102,0.6,50,8,3187740
110,102,0.6,50,8,3184736
110,102,0.6,50,8,3265472
110,102,0.6,50,8,3176774
110,102,0.6,50,8,3219238
110,102,0.6,50,8,3187879
110,102,0.6,50,8,3184457
110,102,0.6,50,8,3182711
110,102,0.6,50,8,3218609
110,102,0.6,50,8,3239840
110,102,0.6,50,8,3186761
110,102,0.6,50,8,3221333
110,102,0.6,50,8,3191302
110,102,0.6,50,8,3183130
110,102,0.6,50,8,3187879
110,102,0.6,50,8,3184597
110,102,0.6,50,8,3183480
110,102,0.6,50,8,3191650
110,102,0.6,50,8,3182571
110,102,0.6,50,8,3221332
110,102,0.6,50,8,3183199
110,102,0.6,50,8,3191162
110,102,0.6,50,8,3179637
110,102,0.6,50,8,3183828
110,102,0.6,50,8,3226152
110,102,0.6,50,8,3185435
110,102,0.6,50,8,3179568
110,102,0.6,50,8,3186133
110,102,0.6,50,8,3218889
110,102,0.6,50,8,3181942
110,102,0.6,50,8,3190743
110,102,0.6,50,8,3182990
110,102,0.6,50,8,3180406
110,102,0.6,50,8,3220565
110,102,0.6,50,8,3184037
110,102,0.6,50,8,3185854
110,102,0.6,50,8,3184177
110,102,0.6,50,8,3183549
110,102,0.6,50,8,3222031
110,102,0.6,50,8,3185435
110,102,0.6,50,8,3181872
110,102,0.6,50,8,3183410
110,102,0.6,50,8,3184876
110,102,0.6,50,8,3215745
110,102,0.6,50,8,3183200
110,102,0.6,50,8,3179777
110,102,0.6,50,8,3186971
110,102,0.6,50,8,3222521
110,102,0.6,50,8,3185365
110,102,0.6,50,8,3179429
110,102,0.6,50,8,3184666
110,102,0.6,50,8,3186971
110,102,0.6,50,8,3226152
110,102,0.6,50,8,3180337
110,102,0.6,50,8,3184387
110,102,0.6,50,8,3190044
110,102,0.6,50,8,3189765
110,102,0.6,50,8,3179358
110,102,0.6,50,8,3219587
110,102,0.6,50,8,3180546
110,102,0.6,50,8,3185574
110,102,0.6,50,8,3218958
110,102,0.6,50,8,3232298
110,102,0.6,50,8,3173213
110,102,0.6,50,8,3225244
110,102,0.6,50,8,3182851
110,102,0.6,50,8,3183479
124,116,0.6,50,11,3671457
124,116,0.6,50,11,3569698
124,116,0.6,50,11,3478835
124,116,0.6,50,11,3569699
124,116,0.6,50,11,3479324
124,116,0.6,50,11,3659723
124,116,0.6,50,11,3616492
124,116,0.6,50,11,3668104
124,116,0.6,50,11,3660631
124,116,0.6,50,11,3660701
124,116,0.6,50,11,3574238
124,116,0.6,50,11,3657349
124,116,0.6,50,11,3625571
124,116,0.6,50,11,3657698
124,116,0.6,50,11,3662167
124,116,0.6,50,11,3518365
124,116,0.6,50,11,3664193
124,116,0.6,50,11,3621450
124,116,0.6,50,11,3570327
124,116,0.6,50,11,3661679
124,116,0.6,50,11,3574168
124,116,0.6,50,11,3575076
124,116,0.6,50,11,3565089
124,116,0.6,50,11,3512429
124,116,0.6,50,11,3661539
124,116,0.6,50,11,3669361
124,116,0.6,50,11,3378963
124,116,0.6,50,11,3658396
124,116,0.6,50,11,3612790
124,116,0.6,50,11,3566555
124,116,0.6,50,11,3616073
124,116,0.6,50,11,3575495
124,116,0.6,50,11,3572003
124,116,0.6,50,11,3658116
