n,m,diff,ns
89,108,48,24934
89,108,48,25003
89,108,48,25003
89,108,48,24933
89,108,48,24933
89,108,48,25142
89,108,48,25142
89,108,48,25073
89,108,48,25003
89,108,48,25073
89,108,48,25422
89,108,48,25143
89,108,48,25073
89,108,48,25142
89,108,48,25212
89,108,48,25073
89,108,48,25212
89,108,48,24933
89,108,48,25003
89,108,48,25073
89,108,48,25003
89,108,48,25003
89,108,48,25072
89,108,48,24933
89,108,48,25003
89,108,48,25283
89,108,48,25003
89,108,48,25143
89,108,48,25213
89,108,48,25003
89,108,48,25073
89,108,48,25003
89,108,48,24933
89,108,48,25003
89,108,48,24933
89,108,48,24933
89,108,48,24444
89,108,48,25073
89,108,48,24933
89,108,48,25003
89,108,48,25003
89,108,48,25143
89,108,48,24933
89,108,48,25003
89,108,48,24934
89,108,48,25003
89,108,48,24933
89,108,48,25352
89,108,48,25073
89,108,48,25143
89,108,48,24933
89,108,48,25073
98,117,55,30590
98,117,55,46235
98,117,55,39670
98,117,55,55314
98,117,55,28774
98,117,55,28984
98,117,55,29264
98,117,55,28495
98,117,55,28774
98,117,55,28634
98,117,55,30031
98,117,55,28914
98,117,55,28705
98,117,55,28285
98,117,55,28565
98,117,55,28914
98,117,55,28565
98,117,55,28774
98,117,55,28285
98,117,55,29054
98,117,55,28774
98,117,55,28635
98,117,55,28705
98,117,55,28635
98,117,55,28705
98,117,55,29543
98,117,55,28704
98,117,55,28914
98,117,55,29124
98,117,55,28774
98,117,55,28704
98,117,55,28705
98,117,55,28705
98,117,55,28774
98,117,55,29124
98,117,55,28914
98,117,55,35060
98,117,55,29402
98,117,55,29193
98,117,55,28983
98,117,55,28704
98,117,55,28705
98,117,55,28705
98,117,55,29054
98,117,55,28914
98,117,55,28774
98,117,55,28775
98,117,55,28844
98,117,55,28775
98,117,55,29054
98,117,55,28635
98,117,55,28425
98,117,55,28845
98,117,55,28705
98,117,55,28844
98,117,55,29193
98,117,55,28914
98,117,55,28984
98,117,55,28704
98,117,55,28774
98,117,55,29264
98,117,55,28914
98,117,55,28705
98,117,55,28774
98,117,55,28984
98,117,55,28705
98,117,55,28704
98,117,55,28634
98,117,55,28775
98,117,55,28774
98,117,55,28844
98,117,55,29054
98,117,55,28356
98,117,55,28984
98,117,55,28984
98,117,55,28914
98,117,55,29123
98,117,55,28704
98,117,55,28704
98,117,55,28845
98,117,55,28704
98,117,55,28774
98,117,55,28845
98,117,55,28844
98,117,55,28845
98,117,55,28704
98,117,55,28983
98,117,55,28844
98,117,55,28635
98,117,55,28914
98,117,55,28774
98,117,55,28845
98,117,55,28844
98,117,55,28775
98,117,55,28705
98,117,55,28984
98,117,55,28705
98,117,55,28984
98,117,55,28845
98,117,55,28146
109,135,63,31568
109,135,63,47561
109,135,63,40438
109,135,63,41067
109,135,63,30102
109,135,63,30311
109,135,63,29962
109,135,63,30031
109,135,63,30032
109,135,63,29892
109,135,63,30032
109,135,63,30032
109,135,63,30380
109,135,63,29961
109,135,63,30031
109,135,63,30032
109,135,63,29961
109,135,63,30241
109,135,63,30031
109,135,63,30241
109,135,63,30102
109,135,63,29892
109,135,63,30311
109,135,63,29333
109,135,63,30102
109,135,63,29543
109,135,63,29612
109,135,63,29542
109,135,63,29473
109,135,63,30031
109,135,63,30032
109,135,63,29613
109,135,63,29473
109,135,63,29543
109,135,63,29473
109,135,63,29822
109,135,63,30310
109,135,63,30311
109,135,63,30171
109,135,63,30800
109,135,63,30310
109,135,63,30031
109,135,63,30032
109,135,63,30311
109,135,63,30102
109,135,63,30171
109,135,63,30031
109,135,63,29892
109,135,63,29891
109,135,63,31358
109,135,63,30101
109,135,63,30102
109,135,63,29962
109,135,63,30101
109,135,63,30172
109,135,63,29892
109,135,63,30660
109,135,63,29962
109,135,63,29822
109,135,63,29962
109,135,63,36456
109,135,63,30101
109,135,63,29961
109,135,63,30241
109,135,63,29962
109,135,63,30381
109,135,63,29892
109,135,63,29962
109,135,63,30171
109,135,63,29822
109,135,63,29473
109,135,63,29473
109,135,63,29613
109,135,63,29612
109,135,63,29542
109,135,63,30031
109,135,63,30381
109,135,63,30102
109,135,63,30031
109,135,63,30171
109,135,63,30171
109,135,63,30241
109,135,63,30171
109,135,63,30102
109,135,63,29892
109,135,63,30171
109,135,63,29892
109,135,63,29962
109,135,63,29962
109,135,63,30171
109,135,63,29961
109,135,63,30031
109,135,63,30101
109,135,63,30660
109,135,63,30241
109,135,63,29891
109,135,63,30031
109,135,63,30241
109,135,63,29612
109,135,63,29962
119,145,71,32965
119,145,71,49517
119,145,71,39600
119,145,71,59783
119,145,71,39949
119,145,71,39460
119,145,71,31429
119,145,71,31428
119,145,71,31708
119,145,71,31289
119,145,71,31289
119,145,71,31777
119,145,71,31638
119,145,71,31079
119,145,71,31498
119,145,71,31638
119,145,71,31707
119,145,71,31638
119,145,71,31358
119,145,71,31079
119,145,71,31498
119,145,71,31498
119,145,71,31847
119,145,71,32266
119,145,71,31359
119,145,71,31708
119,145,71,31359
119,145,71,31498
119,145,71,31358
119,145,71,31428
119,145,71,31288
119,145,71,31359
119,145,71,31638
119,145,71,31499
119,145,71,31289
119,145,71,31218
119,145,71,31358
119,145,71,31847
119,145,71,30799
119,145,71,31429
119,145,71,32057
119,145,71,31498
119,145,71,31010
119,145,71,31778
119,145,71,31777
119,145,71,31638
119,145,71,31358
119,145,71,31498
119,145,71,31428
119,145,71,31288
119,145,71,31638
119,145,71,31498
119,145,71,31498
119,145,71,31637
119,145,71,31638
119,145,71,31498
119,145,71,31778
119,145,71,31079
119,145,71,31428
119,145,71,31429
119,145,71,31428
119,145,71,31428
119,145,71,31429
119,145,71,31847
119,145,71,31499
119,145,71,31428
119,145,71,31568
119,145,71,31638
119,145,71,31708
119,145,71,31498
119,145,71,31428
119,145,71,31498
119,145,71,31010
119,145,71,31219
119,145,71,31987
119,145,71,31359
119,145,71,31428
119,145,71,39948
119,145,71,31987
119,145,71,31429
119,145,71,31498
119,145,71,31708
119,145,71,31708
119,145,71,31568
119,145,71,31009
119,145,71,31359
119,145,71,31568
119,145,71,31358
119,145,71,31568
119,145,71,31429
119,145,71,31568
119,145,71,31358
119,145,71,31218
119,145,71,31288
119,145,71,31428
119,145,71,31498
119,145,71,31358
119,145,71,31428
119,145,71,31848
119,145,71,31498
131,165,80,34851
131,165,80,50286
131,165,80,41136
131,165,80,59644
131,165,80,32965
131,165,80,33245
131,165,80,33104
131,165,80,33104
131,165,80,33314
131,165,80,32825
131,165,80,32825
131,165,80,32895
131,165,80,32825
131,165,80,34222
131,165,80,32755
131,165,80,32965
131,165,80,33104
131,165,80,32894
131,165,80,32825
131,165,80,32616
131,165,80,32825
131,165,80,32895
131,165,80,32825
131,165,80,32965
131,165,80,32895
131,165,80,33034
131,165,80,33174
131,165,80,32895
131,165,80,33244
131,165,80,32756
131,165,80,33034
131,165,80,33034
131,165,80,33035
131,165,80,32965
131,165,80,32964
131,165,80,32825
131,165,80,33035
131,165,80,33035
131,165,80,33174
131,165,80,32895
131,165,80,32756
131,165,80,32825
131,165,80,32965
131,165,80,32965
131,165,80,33035
131,165,80,32895
131,165,80,32756
131,165,80,32825
131,165,80,33664
131,165,80,32895
131,165,80,32825
131,165,80,32895
131,165,80,32965
131,165,80,33314
131,165,80,32894
131,165,80,33034
131,165,80,32965
131,165,80,32965
131,165,80,32686
131,165,80,32965
131,165,80,32965
131,165,80,32965
131,165,80,32825
131,165,80,33104
131,165,80,33384
131,165,80,33034
131,165,80,32965
131,165,80,32825
131,165,80,33174
131,165,80,33034
131,165,80,32895
131,165,80,32825
131,165,80,32825
131,165,80,32826
131,165,80,32895
131,165,80,33035
131,165,80,33244
131,165,80,33034
131,165,80,32826
131,165,80,32965
131,165,80,33803
131,165,80,32895
131,165,80,33104
131,165,80,32964
131,165,80,33314
131,165,80,33384
131,165,80,32895
131,165,80,32895
131,165,80,39111
131,165,80,33314
131,165,80,32895
131,165,80,32825
131,165,80,32965
131,165,80,32755
131,165,80,33104
131,165,80,32965
131,165,80,32965
131,165,80,33175
131,165,80,32965
131,165,80,32826
142,176,89,36806
142,176,89,43022
142,176,89,44489
142,176,89,52730
142,176,89,51892
142,176,89,34571
142,176,89,34292
142,176,89,34292
142,176,89,34641
142,176,89,34641
142,176,89,34222
142,176,89,34362
142,176,89,33943
142,176,89,34292
142,176,89,34571
142,176,89,34222
142,176,89,34152
142,176,89,34292
142,176,89,34711
142,176,89,34222
142,176,89,34222
142,176,89,34292
142,176,89,34431
142,176,89,34361
142,176,89,34501
142,176,89,35340
142,176,89,34431
142,176,89,34292
142,176,89,34711
142,176,89,34431
142,176,89,34292
142,176,89,34362
142,176,89,34502
142,176,89,33942
142,176,89,34431
142,176,89,34222
142,176,89,33942
142,176,89,34571
142,176,89,34222
142,176,89,34501
142,176,89,34222
142,176,89,34152
142,176,89,34432
142,176,89,34571
142,176,89,34292
142,176,89,34292
142,176,89,34152
142,176,89,34711
142,176,89,34781
142,176,89,34501
142,176,89,34431
142,176,89,34502
142,176,89,34431
142,176,89,34780
142,176,89,34431
142,176,89,34641
142,176,89,34431
142,176,89,34291
142,176,89,34431
142,176,89,34641
142,176,89,34431
142,176,89,34152
142,176,89,34431
142,176,89,34292
142,176,89,34711
142,176,89,34152
142,176,89,34432
142,176,89,34571
142,176,89,35129
142,176,89,34641
142,176,89,34431
142,176,89,34571
142,176,89,34432
142,176,89,34641
142,176,89,34432
142,176,89,34432
142,176,89,34222
142,176,89,34571
142,176,89,34571
142,176,89,34292
142,176,89,34641
142,176,89,34292
142,176,89,34291
142,176,89,34502
142,176,89,34292
142,176,89,34501
142,176,89,34152
142,176,89,34292
142,176,89,34711
142,176,89,33733
142,176,89,34501
142,176,89,34501
142,176,89,34292
142,176,89,34641
142,176,89,40717
142,176,89,34571
142,176,89,34571
142,176,89,34501
142,176,89,34850
142,176,89,34361
155,198,99,36806
155,198,99,45187
155,198,99,46514
155,198,99,55244
155,198,99,51543
155,198,99,35269
155,198,99,35688
155,198,99,35549
155,198,99,35688
155,198,99,36038
155,198,99,35689
155,198,99,36806
155,198,99,37225
155,198,99,35548
155,198,99,35968
155,198,99,35479
155,198,99,35548
155,198,99,35828
155,198,99,35759
155,198,99,35479
155,198,99,35689
155,198,99,35689
155,198,99,35759
155,198,99,36038
155,198,99,35829
155,198,99,35968
155,198,99,35759
155,198,99,35479
155,198,99,35759
155,198,99,35479
155,198,99,35898
155,198,99,35479
155,198,99,35619
155,198,99,35549
155,198,99,35549
155,198,99,35899
155,198,99,35619
155,198,99,35828
155,198,99,35759
155,198,99,35549
155,198,99,35618
155,198,99,35828
155,198,99,35759
155,198,99,35549
155,198,99,35618
155,198,99,35688
155,198,99,35688
155,198,99,35410
155,198,99,35549
155,198,99,35759
155,198,99,35618
155,198,99,35619
155,198,99,35549
155,198,99,35828
155,198,99,35549
155,198,99,35409
155,198,99,36527
155,198,99,35759
155,198,99,35688
155,198,99,35828
155,198,99,35898
155,198,99,35549
155,198,99,35688
155,198,99,35479
155,198,99,35828
155,198,99,35549
155,198,99,36108
155,198,99,35619
155,198,99,35758
155,198,99,36178
155,198,99,35549
155,198,99,35759
155,198,99,35619
155,198,99,35410
155,198,99,35828
155,198,99,36387
155,198,99,35479
155,198,99,35409
155,198,99,35618
155,198,99,35758
155,198,99,34781
155,198,99,35549
155,198,99,35549
155,198,99,35549
155,198,99,35549
155,198,99,35759
155,198,99,35549
155,198,99,35549
155,198,99,35898
155,198,99,35758
155,198,99,35688
155,198,99,35549
155,198,99,35829
155,198,99,35549
155,198,99,35409
155,198,99,42952
155,198,99,35828
155,198,99,35688
155,198,99,35619
155,198,99,35200
167,210,109,38831
167,210,109,46863
167,210,109,65231
167,210,109,46933
167,210,109,53777
167,210,109,37016
167,210,109,36876
167,210,109,37086
167,210,109,38273
167,210,109,37016
167,210,109,37016
167,210,109,37155
167,210,109,37155
167,210,109,37295
167,210,109,37155
167,210,109,37156
167,210,109,36946
167,210,109,37015
167,210,109,37016
167,210,109,37155
167,210,109,38063
167,210,109,37784
167,210,109,36876
167,210,109,37364
167,210,109,37085
167,210,109,37225
167,210,109,37016
167,210,109,37155
167,210,109,37015
167,210,109,37016
167,210,109,36876
167,210,109,37295
167,210,109,36945
167,210,109,37015
167,210,109,37225
167,210,109,37086
167,210,109,36945
167,210,109,36875
167,210,109,36946
167,210,109,37225
167,210,109,37016
167,210,109,37085
167,210,109,36945
167,210,109,36946
167,210,109,36946
167,210,109,37086
167,210,109,37435
167,210,109,36875
167,210,109,37225
167,210,109,37016
167,210,109,36876
167,210,109,37155
167,210,109,37295
167,210,109,37364
167,210,109,37085
167,210,109,37295
167,210,109,37016
167,210,109,37085
167,210,109,36946
167,210,109,37155
167,210,109,37295
167,210,109,36945
167,210,109,36806
167,210,109,37504
167,210,109,36945
167,210,109,37225
167,210,109,37086
167,210,109,37015
167,210,109,37225
167,210,109,37155
167,210,109,36946
167,210,109,36876
167,210,109,36946
167,210,109,37365
167,210,109,37225
167,210,109,36945
167,210,109,37365
167,210,109,37085
167,210,109,37155
167,210,109,37156
167,210,109,36946
167,210,109,37295
167,210,109,37225
167,210,109,36876
167,210,109,37295
167,210,109,36946
167,210,109,36946
167,210,109,36946
167,210,109,37226
167,210,109,37225
167,210,109,37016
167,210,109,37015
167,210,109,36946
167,210,109,43231
167,210,109,36945
167,210,109,37574
167,210,109,36806
167,210,109,37225
167,210,109,37015
167,210,109,37365
181,234,120,48819
181,234,120,48399
181,234,120,68374
181,234,120,46304
181,234,120,54964
181,234,120,38483
181,234,120,37924
181,234,120,38342
181,234,120,38482
181,234,120,38273
181,234,120,38412
181,234,120,38203
181,234,120,38203
181,234,120,38133
181,234,120,38552
181,234,120,38272
181,234,120,38831
181,234,120,38553
181,234,120,37993
181,234,120,38413
181,234,120,38692
181,234,120,38203
181,234,120,38343
181,234,120,38483
181,234,120,38203
181,234,120,37923
181,234,120,38482
181,234,120,38692
181,234,120,38622
181,234,120,38342
181,234,120,38621
181,234,120,38273
181,234,120,38761
181,234,120,38273
181,234,120,38343
181,234,120,38273
181,234,120,38413
181,234,120,38692
181,234,120,38622
181,234,120,38343
181,234,120,38343
181,234,120,38762
181,234,120,38342
181,234,120,38203
181,234,120,38342
181,234,120,38342
181,234,120,38202
181,234,120,38552
181,234,120,38482
181,234,120,38342
181,234,120,38553
181,234,120,38482
181,234,120,38413
181,234,120,38343
181,234,120,38412
181,234,120,38482
181,234,120,38761
181,234,120,38901
181,234,120,37924
181,234,120,38552
181,234,120,38552
181,234,120,38622
181,234,120,38901
181,234,120,37993
181,234,120,38202
181,234,120,38552
181,234,120,38343
181,234,120,38273
181,234,120,38413
181,234,120,38413
181,234,120,37993
181,234,120,38412
181,234,120,37784
181,234,120,38343
181,234,120,38552
181,234,120,38063
181,234,120,38622
181,234,120,38482
181,234,120,38273
181,234,120,37714
181,234,120,38343
181,234,120,38273
181,234,120,38482
181,234,120,38482
181,234,120,38552
181,234,120,38203
181,234,120,37923
181,234,120,44629
181,234,120,38482
181,234,120,38482
181,234,120,38761
181,234,120,38342
181,234,120,38413
181,234,120,38552
181,234,120,38343
181,234,120,38622
181,234,120,38343
181,234,120,38483
181,234,120,38412
181,234,120,38133
194,247,131,50914
194,247,131,47980
194,247,131,77034
194,247,131,40647
194,247,131,48748
194,247,131,39599
194,247,131,39879
194,247,131,40019
194,247,131,39809
194,247,131,40018
194,247,131,39599
194,247,131,39739
194,247,131,39809
194,247,131,39530
194,247,131,39949
194,247,131,39949
194,247,131,40159
194,247,131,39600
194,247,131,39810
194,247,131,39670
194,247,131,39739
194,247,131,39809
194,247,131,39600
194,247,131,39670
194,247,131,39740
194,247,131,39809
194,247,131,39740
194,247,131,39739
194,247,131,39809
194,247,131,39809
194,247,131,39879
194,247,131,40019
194,247,131,39739
194,247,131,39530
194,247,131,39809
194,247,131,40019
194,247,131,39809
194,247,131,39250
194,247,131,39739
194,247,131,40018
194,247,131,39949
194,247,131,39739
194,247,131,39740
194,247,131,40019
194,247,131,39600
194,247,131,39670
194,247,131,39599
194,247,131,39809
194,247,131,39809
194,247,131,39879
194,247,131,39740
194,247,131,39809
194,247,131,40089
194,247,131,39949
194,247,131,40298
194,247,131,39739
194,247,131,39740
194,247,131,39879
194,247,131,39670
194,247,131,39949
194,247,131,39600
194,247,131,39600
194,247,131,40019
194,247,131,39670
194,247,131,39670
194,247,131,39739
194,247,131,39670
194,247,131,39670
194,247,131,39739
194,247,131,39809
194,247,131,39949
194,247,131,39670
194,247,131,39740
194,247,131,39669
194,247,131,39949
194,247,131,39739
194,247,131,40018
194,247,131,39599
194,247,131,40857
194,247,131,39739
194,247,131,40158
194,247,131,39599
194,247,131,39739
194,247,131,39530
194,247,131,39809
194,247,131,39948
194,247,131,40018
194,247,131,40018
194,247,131,39669
194,247,131,39809
194,247,131,40019
194,247,131,39739
194,247,131,39809
194,247,131,39460
194,247,131,40298
194,247,131,40298
194,247,131,39600
194,247,131,39670
194,247,131,40089
194,247,131,39739
209,273,143,51263
209,273,143,51332
209,273,143,79059
209,273,143,41136
209,273,143,41066
209,273,143,40927
209,273,143,41067
209,273,143,41206
209,273,143,40647
209,273,143,41276
209,273,143,40926
209,273,143,41136
209,273,143,41206
209,273,143,41346
209,273,143,40508
209,273,143,40857
209,273,143,40857
209,273,143,41206
209,273,143,40996
209,273,143,41136
209,273,143,41486
209,273,143,41206
209,273,143,40857
209,273,143,40997
209,273,143,40787
209,273,143,40927
209,273,143,41346
209,273,143,41276
209,273,143,41275
209,273,143,40996
209,273,143,40996
209,273,143,40927
209,273,143,41415
209,273,143,40857
209,273,143,40438
209,273,143,41275
209,273,143,40996
209,273,143,41067
209,273,143,40996
209,273,143,41415
209,273,143,40926
209,273,143,41066
209,273,143,40578
209,273,143,41276
209,273,143,40857
209,273,143,40997
209,273,143,41346
209,273,143,40997
209,273,143,40996
209,273,143,40787
209,273,143,40787
209,273,143,40927
209,273,143,41485
209,273,143,41066
209,273,143,40927
209,273,143,40857
209,273,143,40927
209,273,143,41695
209,273,143,40717
209,273,143,41625
209,273,143,40857
209,273,143,41067
209,273,143,41346
209,273,143,41206
209,273,143,40857
209,273,143,41136
209,273,143,47212
209,273,143,41415
209,273,143,40927
209,273,143,40927
209,273,143,40857
209,273,143,40927
209,273,143,41136
209,273,143,40996
209,273,143,40787
209,273,143,40926
209,273,143,40926
209,273,143,41206
209,273,143,40857
209,273,143,41276
209,273,143,41137
209,273,143,41346
209,273,143,40997
209,273,143,40857
209,273,143,41485
209,273,143,40926
209,273,143,40857
209,273,143,41066
209,273,143,40856
209,273,143,40927
209,273,143,41067
209,273,143,40857
209,273,143,41415
209,273,143,41136
209,273,143,40927
209,273,143,41067
209,273,143,40927
209,273,143,40787
209,273,143,41067
209,273,143,40857
223,287,155,52590
223,287,155,52031
223,287,155,77733
223,287,155,59225
223,287,155,42672
223,287,155,42532
223,287,155,42394
223,287,155,42533
223,287,155,42463
223,287,155,42463
223,287,155,42533
223,287,155,42603
223,287,155,42533
223,287,155,42324
223,287,155,42742
223,287,155,42463
223,287,155,42812
223,287,155,42463
223,287,155,42813
223,287,155,42254
223,287,155,42603
223,287,155,42603
223,287,155,41975
223,287,155,42602
223,287,155,42533
223,287,155,42463
223,287,155,42742
223,287,155,42603
223,287,155,42533
223,287,155,42742
223,287,155,42533
223,287,155,42812
223,287,155,42463
223,287,155,42393
223,287,155,42603
223,287,155,42533
223,287,155,42394
223,287,155,42254
223,287,155,42463
223,287,155,41974
223,287,155,42464
223,287,155,42393
223,287,155,41905
223,287,155,42463
223,287,155,42952
223,287,155,42533
223,287,155,42463
223,287,155,42882
223,287,155,42184
223,287,155,42812
223,287,155,42463
223,287,155,42324
223,287,155,48679
223,287,155,42533
223,287,155,42603
223,287,155,42463
223,287,155,42254
223,287,155,42464
223,287,155,42184
223,287,155,42533
223,287,155,42324
223,287,155,42603
223,287,155,42603
223,287,155,42813
223,287,155,42463
223,287,155,42183
223,287,155,42533
223,287,155,42812
223,287,155,42323
223,287,155,41975
223,287,155,42533
223,287,155,43162
223,287,155,42533
223,287,155,43021
223,287,155,42673
223,287,155,43371
223,287,155,42393
223,287,155,41905
223,287,155,42393
223,287,155,42254
223,287,155,42883
223,287,155,42463
223,287,155,42672
223,287,155,42533
223,287,155,42603
223,287,155,42533
223,287,155,42603
223,287,155,42533
223,287,155,42394
223,287,155,42673
223,287,155,42673
223,287,155,42533
223,287,155,42393
223,287,155,42324
223,287,155,42743
223,287,155,42114
223,287,155,42673
223,287,155,42533
223,287,155,42812
223,287,155,42743
239,315,168,53149
239,315,168,52241
239,315,168,82132
239,315,168,60901
239,315,168,43929
239,315,168,44070
239,315,168,44000
239,315,168,44139
239,315,168,43790
239,315,168,43790
239,315,168,44348
239,315,168,43929
239,315,168,43440
239,315,168,43511
239,315,168,43860
239,315,168,43790
239,315,168,43511
239,315,168,44070
239,315,168,43720
239,315,168,43580
239,315,168,43790
239,315,168,43720
239,315,168,44139
239,315,168,43790
239,315,168,44140
239,315,168,43999
239,315,168,44000
239,315,168,43720
239,315,168,43860
239,315,168,43860
239,315,168,44210
239,315,168,43930
239,315,168,43720
239,315,168,44209
239,315,168,50914
239,315,168,43860
239,315,168,43790
239,315,168,43581
239,315,168,43651
239,315,168,43720
239,315,168,43790
239,315,168,44349
239,315,168,43790
239,315,168,44000
239,315,168,43790
239,315,168,43721
239,315,168,43790
239,315,168,43650
239,315,168,43651
239,315,168,44000
239,315,168,43930
239,315,168,43930
239,315,168,43790
239,315,168,43860
239,315,168,43651
239,315,168,43860
239,315,168,44279
239,315,168,43929
239,315,168,43161
239,315,168,43860
239,315,168,43999
239,315,168,44349
239,315,168,43930
239,315,168,43930
239,315,168,43930
239,315,168,43930
239,315,168,44000
239,315,168,43860
239,315,168,43791
239,315,168,43720
239,315,168,43650
239,315,168,43790
239,315,168,43999
239,315,168,43930
239,315,168,43790
239,315,168,43720
239,315,168,44558
239,315,168,43720
239,315,168,43999
239,315,168,43930
239,315,168,44279
239,315,168,44768
239,315,168,44209
239,315,168,44000
239,315,168,43790
239,315,168,43791
239,315,168,44139
239,315,168,43580
239,315,168,43510
239,315,168,43580
239,315,168,44139
239,315,168,44000
239,315,168,43860
239,315,168,43929
239,315,168,43720
239,315,168,43581
239,315,168,43651
239,315,168,43720
239,315,168,43860
239,315,168,44000
254,330,181,55523
254,330,181,62577
254,330,181,72774
254,330,181,62019
254,330,181,45606
254,330,181,45256
254,330,181,45396
254,330,181,44838
254,330,181,45466
254,330,181,45536
254,330,181,45326
254,330,181,45326
254,330,181,45466
254,330,181,45466
254,330,181,45187
254,330,181,51473
254,330,181,45186
254,330,181,45256
254,330,181,45955
254,330,181,45327
254,330,181,45326
254,330,181,45256
254,330,181,45117
254,330,181,45047
254,330,181,45117
254,330,181,45815
254,330,181,45257
254,330,181,45187
254,330,181,45396
254,330,181,45257
254,330,181,45187
254,330,181,45257
254,330,181,45327
254,330,181,45048
254,330,181,44977
254,330,181,45047
254,330,181,45536
254,330,181,44698
254,330,181,45047
254,330,181,44768
254,330,181,45047
254,330,181,44838
254,330,181,45047
254,330,181,45676
254,330,181,45118
254,330,181,45326
254,330,181,44698
254,330,181,45327
254,330,181,44838
254,330,181,45676
254,330,181,45257
254,330,181,45536
254,330,181,44978
254,330,181,44978
254,330,181,45257
254,330,181,45257
254,330,181,45327
254,330,181,45676
254,330,181,46025
254,330,181,45326
254,330,181,45537
254,330,181,45536
254,330,181,45118
254,330,181,45257
254,330,181,45048
254,330,181,45397
254,330,181,45117
254,330,181,45257
254,330,181,45118
254,330,181,45396
254,330,181,45187
254,330,181,45257
254,330,181,45396
254,330,181,44977
254,330,181,45537
254,330,181,45746
254,330,181,45816
254,330,181,45396
254,330,181,45396
254,330,181,45397
254,330,181,45466
254,330,181,45397
254,330,181,45256
254,330,181,45187
254,330,181,45327
254,330,181,45536
254,330,181,45396
254,330,181,45118
254,330,181,45257
254,330,181,45327
254,330,181,45536
254,330,181,45327
254,330,181,45118
254,330,181,45606
254,330,181,44698
254,330,181,45606
254,330,181,45396
254,330,181,45326
254,330,181,45467
254,330,181,44768
271,360,195,56012
271,360,195,64183
271,360,195,76894
271,360,195,46444
271,360,195,47003
271,360,195,46654
271,360,195,46863
271,360,195,46933
271,360,195,47072
271,360,195,46863
271,360,195,46863
271,360,195,47003
271,360,195,46653
271,360,195,46933
271,360,195,46584
271,360,195,46444
271,360,195,46583
271,360,195,46653
271,360,195,46933
271,360,195,46654
271,360,195,46723
271,360,195,47073
271,360,195,46514
271,360,195,46583
271,360,195,46933
271,360,195,46723
271,360,195,46724
271,360,195,47143
271,360,195,46863
271,360,195,46724
271,360,195,46933
271,360,195,47072
271,360,195,46583
271,360,195,47003
271,360,195,47003
271,360,195,47213
271,360,195,46724
271,360,195,46863
271,360,195,46932
271,360,195,46863
271,360,195,46794
271,360,195,46863
271,360,195,46584
271,360,195,47003
271,360,195,46304
271,360,195,46513
271,360,195,47003
271,360,195,46863
271,360,195,46723
271,360,195,46863
271,360,195,46724
271,360,195,46584
271,360,195,46794
271,360,195,46584
271,360,195,46514
271,360,195,47143
271,360,195,46723
271,360,195,46514
271,360,195,47003
271,360,195,47422
271,360,195,46654
271,360,195,46724
271,360,195,46444
271,360,195,46514
271,360,195,46723
271,360,195,46793
271,360,195,46654
271,360,195,47282
271,360,195,47002
271,360,195,46584
271,360,195,46374
271,360,195,46375
271,360,195,46584
271,360,195,46514
271,360,195,46724
271,360,195,47492
271,360,195,46514
271,360,195,53638
271,360,195,46723
271,360,195,46444
271,360,195,46933
271,360,195,46374
271,360,195,46653
271,360,195,46724
271,360,195,46863
271,360,195,46514
271,360,195,46724
271,360,195,46444
271,360,195,46654
271,360,195,47002
271,360,195,47072
271,360,195,46583
271,360,195,46653
271,360,195,46653
271,360,195,46654
271,360,195,47002
271,360,195,46514
271,360,195,47212
271,360,195,46583
271,360,195,46514
