n,m,ns
5,5,17041
5,5,16971
5,5,16621
5,5,16691
5,5,16621
5,5,16971
5,5,17529
5,5,16691
5,5,16761
5,5,17040
5,5,17180
5,5,16761
5,5,16901
5,5,16900
5,5,16901
5,5,16900
5,5,16761
5,5,16971
5,5,16970
5,5,16831
5,5,18018
5,5,16970
5,5,16900
5,5,16970
5,5,16900
5,5,16901
5,5,16900
5,5,17040
5,5,16971
5,5,17040
5,5,16971
5,5,16831
5,5,16831
5,5,16901
5,5,16761
5,5,17599
5,5,16761
5,5,16691
5,5,16900
5,5,16901
5,5,16831
5,5,16831
5,5,16761
5,5,16691
5,5,16831
5,5,16971
5,5,17110
5,5,16901
5,5,16831
5,5,16901
5,5,16761
5,5,16831
5,5,16831
5,5,16971
5,5,16691
5,5,16761
5,5,16621
5,5,16831
5,5,17041
5,5,16831
5,5,16481
5,5,16692
5,5,16761
5,5,16970
5,5,16761
5,5,16971
5,5,16761
5,5,16831
5,5,16901
5,5,17180
5,5,27306
5,5,15643
5,5,15783
5,5,15783
5,5,15503
5,5,15713
5,5,15643
5,5,15853
5,5,15574
5,5,15714
5,5,15714
5,5,15783
5,5,15714
5,5,15853
5,5,15574
5,5,15783
5,5,15504
5,5,15643
5,5,15714
5,5,15643
5,5,15574
5,5,15853
5,5,15573
5,6,19904
5,6,20462
5,6,18786
5,6,19834
5,6,18368
5,6,18437
5,6,18367
5,6,18507
5,6,18647
5,6,18437
5,6,18716
5,6,18368
5,6,18576
5,6,18298
5,6,18646
5,6,18577
5,6,18507
5,6,19694
5,6,18716
5,6,18787
5,6,18856
5,6,18577
5,6,18368
5,6,18158
5,6,18088
5,6,18577
5,6,18367
5,6,18716
5,6,18228
5,6,18088
5,6,18437
5,6,18298
5,6,18227
5,6,18298
5,6,18298
5,6,18787
5,6,18228
5,6,18298
5,6,18367
5,6,18577
5,6,18437
5,6,18576
5,6,18507
5,6,18507
5,6,18507
5,6,18507
5,6,18786
5,6,18507
5,6,18646
5,6,18577
5,6,18227
5,6,18577
5,6,18367
5,6,18157
5,6,18298
5,6,18507
5,6,18227
5,6,18647
5,6,18228
5,6,18577
5,6,18646
5,6,18507
5,6,18856
5,6,18576
5,6,18577
5,6,18717
5,6,18787
5,6,18228
5,6,18367
5,6,18367
5,6,18088
5,6,18577
5,6,18367
5,6,18577
5,6,18158
5,6,18507
5,6,18298
5,6,18647
5,6,18577
5,6,18507
5,6,18367
5,6,18577
5,6,18297
5,6,18717
5,6,18298
5,6,18298
5,6,18297
5,6,18577
5,6,18297
5,6,18716
5,6,18298
5,6,18228
5,6,18158
5,6,18158
5,6,18088
