n,m,ns
4,1,17670
4,1,18019
4,1,18019
4,1,17041
4,1,16902
4,1,17949
4,1,17111
4,1,18019
4,1,17879
4,1,17809
4,1,17879
4,1,17670
4,1,18019
4,1,17879
4,1,18089
4,1,17949
4,1,17321
4,1,18019
4,1,17809
4,1,17669
4,1,17530
4,1,17949
4,1,18019
4,1,17949
4,1,17810
4,1,17460
4,1,17879
4,1,17669
4,1,17809
4,1,17180
4,1,18019
4,1,17949
4,1,17879
4,1,18088
4,1,17739
4,1,17949
4,1,17810
4,1,18019
4,1,17880
4,1,17879
4,1,17879
4,1,17880
4,1,17879
4,1,17810
4,1,17949
4,1,18019
4,1,17949
4,1,17880
4,1,17809
4,1,18229
4,1,17879
4,1,17949
4,1,17809
4,1,18019
4,1,17809
4,1,17949
4,1,17321
4,1,17879
4,1,17880
4,1,17251
4,1,17321
4,1,17879
4,1,17181
4,1,17879
4,1,17879
4,1,17181
4,1,17879
4,1,17949
4,1,44000
4,1,17042
4,1,16971
4,1,16971
4,1,16901
4,1,16971
4,1,16901
4,1,16971
4,1,16971
4,1,17041
4,1,16971
4,1,16972
4,1,16692
4,1,16831
4,1,16482
4,1,17111
4,1,16832
4,1,16831
4,1,16972
4,1,16972
4,1,16902
4,1,16902
4,1,16971
4,1,16971
4,1,16971
4,2,17880
4,2,16552
4,2,15994
4,2,16343
4,2,17042
4,2,18228
4,2,17041
4,2,16343
4,2,15714
4,2,15714
4,2,16342
4,2,16412
4,2,17250
4,2,16692
4,2,16203
4,2,17181
4,2,16901
4,2,17111
4,2,17041
4,2,16831
4,2,17111
4,2,16901
4,2,16692
4,2,17111
4,2,16552
4,2,16902
4,2,16902
4,2,17041
4,2,16413
4,2,16203
4,2,17111
4,2,16762
4,2,16762
4,2,17111
4,2,17181
4,2,17041
4,2,17181
4,2,17181
4,2,16972
4,2,16832
4,2,17041
4,2,16971
4,2,17041
4,2,17111
4,2,16832
4,2,17111
4,2,17041
4,2,17251
4,2,17111
4,2,16972
4,2,17251
4,2,16761
4,2,17041
4,2,16901
4,2,16971
4,2,17250
4,2,17041
4,2,16343
4,2,16901
4,2,16901
4,2,16971
4,2,17111
4,2,17180
4,2,17041
4,2,16971
4,2,17041
4,2,16902
4,2,17042
4,2,16343
4,2,17041
4,2,17251
4,2,16902
4,2,17111
4,2,16203
4,2,16971
4,2,16971
4,2,16831
4,2,17181
4,2,16971
4,2,16762
4,2,17111
4,2,16971
4,2,16971
4,2,16971
4,2,16902
4,2,16901
4,2,16831
4,2,17041
4,2,16831
4,2,16831
4,2,16901
4,2,16901
4,2,17041
4,2,17181
4,2,16902
4,2,16482
4,2,16902
4,2,16902
4,2,17111
4,2,16971
4,3,22279
4,3,22489
4,3,21860
4,3,21302
4,3,21441
4,3,21651
4,3,21581
4,3,22069
4,3,21930
4,3,21092
4,3,21860
4,3,21651
4,3,21720
4,3,21860
4,3,21721
4,3,21022
4,3,21720
4,3,22000
4,3,21651
4,3,21720
4,3,20952
4,3,22000
4,3,21790
4,3,21091
4,3,21860
4,3,21999
4,3,22070
4,3,21580
4,3,21790
4,3,21860
4,3,21860
4,3,21581
4,3,22349
4,3,21930
4,3,21930
4,3,21790
4,3,21720
4,3,21790
4,3,21860
4,3,21720
4,3,21650
4,3,21790
4,3,21720
4,3,21720
4,3,21930
4,3,21651
4,3,21930
4,3,21720
4,3,21721
4,3,21930
4,3,21790
4,3,20953
4,3,21721
4,3,21860
4,3,21720
4,3,21720
4,3,21581
4,3,21861
4,3,21790
4,3,21721
4,3,21790
4,3,22000
4,3,21720
4,3,34501
4,3,22209
4,3,22000
4,3,21161
4,3,21720
4,3,21650
4,3,22070
4,3,21162
4,3,21650
4,3,21651
4,3,22000
4,3,21790
4,3,21860
4,3,21721
4,3,21860
4,3,21860
4,3,21650
4,3,21930
4,3,21860
4,3,21860
4,3,21860
4,3,21720
4,3,22000
4,3,21371
4,3,21581
4,3,21650
4,3,21720
4,3,21720
4,3,21860
4,3,21022
4,3,21720
4,3,21720
4,3,21790
4,3,21581
4,3,21790
4,3,21581
4,3,21930
4,4,24514
4,4,23257
4,4,23047
4,4,23816
4,4,23467
4,4,23746
4,4,23117
4,4,23047
4,4,22977
4,4,23117
4,4,23536
4,4,23117
4,4,23815
4,4,23885
4,4,23746
4,4,23815
4,4,23606
4,4,23606
4,4,23467
4,4,23536
4,4,23536
4,4,22977
4,4,23816
4,4,23676
4,4,23745
4,4,23606
4,4,23396
4,4,23536
4,4,23606
4,4,23537
4,4,22698
4,4,23606
4,4,23676
4,4,23676
4,4,23606
4,4,23606
4,4,23606
4,4,23537
4,4,23606
4,4,23676
4,4,23117
4,4,23537
4,4,23676
4,4,23676
4,4,23606
4,4,23606
4,4,23606
4,4,23536
4,4,23536
4,4,23746
4,4,23606
4,4,23606
4,4,23816
4,4,22768
4,4,23815
4,4,23397
4,4,23746
4,4,23467
4,4,23536
4,4,23606
4,4,22977
4,4,22838
4,4,23745
4,4,23606
4,4,23187
4,4,23606
4,4,23676
4,4,23536
4,4,23607
4,4,22698
4,4,23396
4,4,23257
4,4,23396
4,4,23466
4,4,22908
4,4,23745
4,4,23676
4,4,23536
4,4,23676
4,4,23676
4,4,23816
4,4,23466
4,4,23745
4,4,23746
4,4,23886
4,4,23606
4,4,23815
4,4,23676
4,4,22907
4,4,23885
4,4,23816
4,4,23606
4,4,23606
4,4,23746
4,4,23815
4,4,23047
4,4,23816
4,4,23676
4,4,23746
4,4,23676
4,5,28774
4,5,26889
4,5,26958
4,5,26749
4,5,26539
4,5,26609
4,5,25771
4,5,25701
4,5,25841
4,5,25841
4,5,26609
4,5,25841
4,5,26818
4,5,26679
4,5,26749
4,5,26540
4,5,36946
4,5,25771
4,5,26679
4,5,25701
4,5,26469
4,5,26400
4,5,26609
4,5,26539
4,5,26469
4,5,26330
4,5,26470
4,5,26400
4,5,26748
4,5,26749
4,5,26469
4,5,26469
4,5,26609
4,5,26748
4,5,26609
4,5,26469
4,5,26539
4,5,26539
4,5,26749
4,5,25841
4,5,26539
4,5,26469
4,5,26539
4,5,26609
4,5,26540
4,5,26749
4,5,26400
4,5,26470
4,5,26610
4,5,26330
4,5,26329
4,5,26470
4,5,26889
4,5,26679
4,5,26539
4,5,26469
4,5,26679
4,5,26679
4,5,26470
4,5,26539
4,5,26400
4,5,26679
4,5,26609
4,5,26469
4,5,26469
4,5,26470
4,5,26470
4,5,25632
4,5,26680
4,5,26470
4,5,26400
4,5,26399
4,5,26679
4,5,26540
4,5,26470
4,5,26121
4,5,26679
4,5,26679
4,5,26469
4,5,26539
4,5,26609
4,5,26679
4,5,26540
4,5,26330
4,5,26609
4,5,26679
4,5,26540
4,5,26609
4,5,26609
4,5,25841
4,5,26679
4,5,25631
4,5,26609
4,5,26679
4,5,25701
4,5,26610
4,5,26679
4,5,26609
4,5,26539
4,5,26539
4,6,27936
4,6,27307
4,6,26120
4,6,26958
4,6,26958
4,6,26539
4,6,26190
4,6,25981
4,6,26400
4,6,25841
4,6,26051
