n,m,p,it,diff
110,1899,0.3,11,23
110,1899,0.3,12,23
110,1899,0.3,13,7
110,1899,0.3,14,23
110,1899,0.3,15,7
110,1899,0.3,16,7
110,1899,0.3,17,7
110,1899,0.3,18,10
110,1899,0.3,19,7
110,1899,0.3,20,23
110,1899,0.3,21,7
110,1899,0.3,22,7
110,1899,0.3,23,7
110,1899,0.3,24,23
110,1899,0.3,25,7
110,1899,0.3,26,7
110,1899,0.3,27,7
110,1899,0.3,28,0
110,1899,0.3,29,7
110,1899,0.3,30,7
110,1899,0.3,31,28
110,1899,0.3,32,7
110,1899,0.3,33,23
110,1899,0.3,34,7
110,1899,0.3,35,25
110,1899,0.3,36,7
110,1899,0.3,37,23
110,1899,0.3,38,7
110,1899,0.3,39,7
110,1899,0.3,40,7
110,1899,0.3,41,7
110,1899,0.3,42,7
110,1899,0.3,43,7
110,1899,0.3,44,7
110,1899,0.3,45,7
110,1899,0.3,46,0
110,1899,0.3,47,7
110,1899,0.3,48,10
110,1899,0.3,49,7
110,1899,0.3,50,7
110,1899,0.4,1,48
110,1899,0.4,2,30
110,1899,0.4,3,39
110,1899,0.4,4,41
110,1899,0.4,5,25
110,1899,0.4,6,7
110,1899,0.4,7,14
110,1899,0.4,8,7
110,1899,0.4,9,10
110,1899,0.4,10,7
110,1899,0.4,11,41
110,1899,0.4,12,23
110,1899,0.4,13,0
110,1899,0.4,14,7
110,1899,0.4,15,10
110,1899,0.4,16,23
110,1899,0.4,17,7
110,1899,0.4,18,23
110,1899,0.4,19,20
110,1899,0.4,20,7
110,1899,0.4,21,7
110,1899,0.4,22,7
110,1899,0.4,23,2
110,1899,0.4,24,7
110,1899,0.4,25,7
110,1899,0.4,26,7
110,1899,0.4,27,23
110,1899,0.4,28,0
110,1899,0.4,29,7
110,1899,0.4,30,7
110,1899,0.4,31,7
110,1899,0.4,32,7
110,1899,0.4,33,7
110,1899,0.4,34,20
110,1899,0.4,35,2
110,1899,0.4,36,7
110,1899,0.4,37,7
110,1899,0.4,38,7
110,1899,0.4,39,10
110,1899,0.4,40,7
110,1899,0.4,41,7
110,1899,0.4,42,0
110,1899,0.4,43,7
110,1899,0.4,44,0
110,1899,0.4,45,7
110,1899,0.4,46,7
110,1899,0.4,47,0
110,1899,0.4,48,7
110,1899,0.4,49,2
110,1899,0.4,50,0
110,1899,0.5,1,39
110,1899,0.5,2,57
110,1899,0.5,3,30
110,1899,0.5,4,7
110,1899,0.5,5,10
110,1899,0.5,6,7
110,1899,0.5,7,23
110,1899,0.5,8,7
110,1899,0.5,9,12
110,1899,0.5,10,23
110,1899,0.5,11,7
110,1899,0.5,12,0
110,1899,0.5,13,7
110,1899,0.5,14,12
110,1899,0.5,15,7
110,1899,0.5,16,2
110,1899,0.5,17,2
110,1899,0.5,18,10
110,1899,0.5,19,7
110,1899,0.5,20,10
110,1899,0.5,21,2
110,1899,0.5,22,7
110,1899,0.5,23,30
110,1899,0.5,24,7
110,1899,0.5,25,2
110,1899,0.5,26,20
110,1899,0.5,27,12
110,1899,0.5,28,7
110,1899,0.5,29,12
110,1899,0.5,30,7
110,1899,0.5,31,2
110,1899,0.5,32,2
110,1899,0.5,33,2
110,1899,0.5,34,2
110,1899,0.5,35,2
110,1899,0.5,36,0
110,1899,0.5,37,0
110,1899,0.5,38,0
110,1899,0.5,39,0
110,1899,0.5,40,7
110,1899,0.5,41,0
110,1899,0.5,42,2
110,1899,0.5,43,2
110,1899,0.5,44,2
110,1899,0.5,45,7
110,1899,0.5,46,2
110,1899,0.5,47,2
110,1899,0.5,48,2
110,1899,0.5,49,2
110,1899,0.5,50,2
110,1899,0.6,1,10
110,1899,0.6,2,38
110,1899,0.6,3,7
110,1899,0.6,4,12
110,1899,0.6,5,20
110,1899,0.6,6,23
110,1899,0.6,7,7
110,1899,0.6,8,0
110,1899,0.6,9,0
110,1899,0.6,10,7
110,1899,0.6,11,12
110,1899,0.6,12,7
110,1899,0.6,13,7
110,1899,0.6,14,10
110,1899,0.6,15,0
110,1899,0.6,16,7
110,1899,0.6,17,7
110,1899,0.6,18,7
110,1899,0.6,19,7
110,1899,0.6,20,10
110,1899,0.6,21,0
110,1899,0.6,22,2
110,1899,0.6,23,0
110,1899,0.6,24,0
110,1899,0.6,25,7
110,1899,0.6,26,0
110,1899,0.6,27,7
110,1899,0.6,28,0
110,1899,0.6,29,0
110,1899,0.6,30,7
110,1899,0.6,31,7
110,1899,0.6,32,7
110,1899,0.6,33,0
110,1899,0.6,34,0
110,1899,0.6,35,2
110,1899,0.6,36,7
110,1899,0.6,37,0
110,1899,0.6,38,0
110,1899,0.6,39,0
110,1899,0.6,40,2
110,1899,0.6,41,0
110,1899,0.6,42,0
110,1899,0.6,43,0
110,1899,0.6,44,0
110,1899,0.6,45,0
110,1899,0.6,46,0
110,1899,0.6,47,0
110,1899,0.6,48,0
110,1899,0.6,49,0
110,1899,0.6,50,0
110,1899,0.7,1,57
110,1899,0.7,2,25
110,1899,0.7,3,37
110,1899,0.7,4,7
110,1899,0.7,5,25
110,1899,0.7,6,7
110,1899,0.7,7,25
110,1899,0.7,8,7
110,1899,0.7,9,7
110,1899,0.7,10,7
110,1899,0.7,11,7
110,1899,0.7,12,2
110,1899,0.7,13,2
110,1899,0.7,14,0
110,1899,0.7,15,7
110,1899,0.7,16,7
110,1899,0.7,17,0
110,1899,0.7,18,0
110,1899,0.7,19,0
110,1899,0.7,20,0
110,1899,0.7,21,7
110,1899,0.7,22,0
110,1899,0.7,23,2
110,1899,0.7,24,0
110,1899,0.7,25,0
110,1899,0.7,26,0
110,1899,0.7,27,0
110,1899,0.7,28,7
110,1899,0.7,29,0
110,1899,0.7,30,0
110,1899,0.7,31,0
110,1899,0.7,32,0
110,1899,0.7,33,0
110,1899,0.7,34,7
110,1899,0.7,35,0
110,1899,0.7,36,0
110,1899,0.7,37,0
110,1899,0.7,38,0
110,1899,0.7,39,0
110,1899,0.7,40,0
110,1899,0.7,41,0
110,1899,0.7,42,0
110,1899,0.7,43,0
110,1899,0.7,44,7
110,1899,0.7,45,0
110,1899,0.7,46,0
110,1899,0.7,47,0
110,1899,0.7,48,7
110,1899,0.7,49,0
110,1899,0.7,50,0
110,1899,0.8,1,32
110,1899,0.8,2,14
110,1899,0.8,3,23
110,1899,0.8,4,15
110,1899,0.8,5,7
110,1899,0.8,6,14
110,1899,0.8,7,36
110,1899,0.8,8,2
110,1899,0.8,9,7
110,1899,0.8,10,0
110,1899,0.8,11,7
110,1899,0.8,12,7
110,1899,0.8,13,15
110,1899,0.8,14,10
110,1899,0.8,15,7
110,1899,0.8,16,7
110,1899,0.8,17,0
110,1899,0.8,18,10
110,1899,0.8,19,0
110,1899,0.8,20,2
110,1899,0.8,21,7
110,1899,0.8,22,7
110,1899,0.8,23,2
110,1899,0.8,24,0
110,1899,0.8,25,12
110,1899,0.8,26,0
110,1899,0.8,27,0
110,1899,0.8,28,0
110,1899,0.8,29,7
110,1899,0.8,30,0
110,1899,0.8,31,0
110,1899,0.8,32,14
110,1899,0.8,33,0
110,1899,0.8,34,0
110,1899,0.8,35,7
110,1899,0.8,36,7
110,1899,0.8,37,0
110,1899,0.8,38,0
110,1899,0.8,39,7
110,1899,0.8,40,0
110,1899,0.8,41,7
110,1899,0.8,42,2
110,1899,0.8,43,2
110,1899,0.8,44,0
110,1899,0.8,45,0
110,1899,0.8,46,0
110,1899,0.8,47,0
110,1899,0.8,48,0
110,1899,0.8,49,7
110,1899,0.8,50,2
110,1899,0.9,1,37
110,1899,0.9,2,57
110,1899,0.9,3,26
110,1899,0.9,4,46
110,1899,0.9,5,0
110,1899,0.9,6,14
110,1899,0.9,7,12
110,1899,0.9,8,0
110,1899,0.9,9,2
110,1899,0.9,10,23
110,1899,0.9,11,10
110,1899,0.9,12,0
110,1899,0.9,13,7
110,1899,0.9,14,0
110,1899,0.9,15,7
110,1899,0.9,16,0
110,1899,0.9,17,2
110,1899,0.9,18,20
110,1899,0.9,19,0
110,1899,0.9,20,0
110,1899,0.9,21,2
110,1899,0.9,22,7
110,1899,0.9,23,10
110,1899,0.9,24,7
110,1899,0.9,25,2
110,1899,0.9,26,0
110,1899,0.9,27,0
110,1899,0.9,28,10
110,1899,0.9,29,0
110,1899,0.9,30,0
110,1899,0.9,31,0
110,1899,0.9,32,0
110,1899,0.9,33,7
110,1899,0.9,34,0
110,1899,0.9,35,0
110,1899,0.9,36,10
110,1899,0.9,37,0
110,1899,0.9,38,0
110,1899,0.9,39,0
110,1899,0.9,40,0
110,1899,0.9,41,0
110,1899,0.9,42,0
110,1899,0.9,43,0
110,1899,0.9,44,0
110,1899,0.9,45,0
110,1899,0.9,46,0
110,1899,0.9,47,2
110,1899,0.9,48,0
110,1899,0.9,49,0
110,1899,0.9,50,2
110,1899,1.0,1,33
110,1899,1.0,2,45
110,1899,1.0,3,7
110,1899,1.0,4,36
110,1899,1.0,5,44
110,1899,1.0,6,2
110,1899,1.0,7,14
110,1899,1.0,8,0
110,1899,1.0,9,21
110,1899,1.0,10,7
110,1899,1.0,11,20
110,1899,1.0,12,7
110,1899,1.0,13,7
110,1899,1.0,14,0
110,1899,1.0,15,0
110,1899,1.0,16,20
110,1899,1.0,17,0
110,1899,1.0,18,0
110,1899,1.0,19,0
110,1899,1.0,20,0
110,1899,1.0,21,0
110,1899,1.0,22,2
110,1899,1.0,23,0
110,1899,1.0,24,7
110,1899,1.0,25,0
110,1899,1.0,26,0
110,1899,1.0,27,2
110,1899,1.0,28,2
110,1899,1.0,29,0
110,1899,1.0,30,7
110,1899,1.0,31,2
110,1899,1.0,32,0
110,1899,1.0,33,7
110,1899,1.0,34,2
110,1899,1.0,35,14
110,1899,1.0,36,0
110,1899,1.0,37,0
110,1899,1.0,38,0
110,1899,1.0,39,0
110,1899,1.0,40,0
110,1899,1.0,41,0
110,1899,1.0,42,2
110,1899,1.0,43,0
110,1899,1.0,44,0
110,1899,1.0,45,0
110,1899,1.0,46,0
110,1899,1.0,47,0
110,1899,1.0,48,0
110,1899,1.0,49,2
110,1899,1.0,50,0
95,1453,0.1,1,30
95,1453,0.1,2,35
95,1453,0.1,3,30
95,1453,0.1,4,0
95,1453,0.1,5,0
95,1453,0.1,6,16
95,1453,0.1,7,0
95,1453,0.1,8,0
95,1453,0.1,9,0
95,1453,0.1,10,0
95,1453,0.1,11,0
95,1453,0.1,12,0
95,1453,0.1,13,0
95,1453,0.1,14,0
95,1453,0.1,15,0
95,1453,0.1,16,0
95,1453,0.1,17,0
95,1453,0.1,18,0
95,1453,0.1,19,0
95,1453,0.1,20,0
95,1453,0.1,21,0
95,1453,0.1,22,0
95,1453,0.1,23,0
95,1453,0.1,24,16
95,1453,0.1,25,0
95,1453,0.1,26,0
95,1453,0.1,27,16
95,1453,0.1,28,0
95,1453,0.1,29,0
95,1453,0.1,30,0
95,1453,0.1,31,0
95,1453,0.1,32,0
95,1453,0.1,33,0
95,1453,0.1,34,0
95,1453,0.1,35,0
95,1453,0.1,36,0
95,1453,0.1,37,0
95,1453,0.1,38,0
95,1453,0.1,39,0
95,1453,0.1,40,0
95,1453,0.1,41,0
95,1453,0.1,42,0
95,1453,0.1,43,0
95,1453,0.1,44,0
95,1453,0.1,45,0
95,1453,0.1,46,0
95,1453,0.1,47,0
95,1453,0.1,48,0
95,1453,0.1,49,0
95,1453,0.1,50,0
95,1453,0.2,1,42
95,1453,0.2,2,42
95,1453,0.2,3,35
95,1453,0.2,4,35
95,1453,0.2,5,0
95,1453,0.2,6,0
95,1453,0.2,7,35
95,1453,0.2,8,16
95,1453,0.2,9,0
95,1453,0.2,10,0
95,1453,0.2,11,19
95,1453,0.2,12,0
95,1453,0.2,13,0
95,1453,0.2,14,16
95,1453,0.2,15,35
95,1453,0.2,16,19
95,1453,0.2,17,0
95,1453,0.2,18,19
95,1453,0.2,19,0
95,1453,0.2,20,0
95,1453,0.2,21,0
95,1453,0.2,22,0
95,1453,0.2,23,0
95,1453,0.2,24,0
95,1453,0.2,25,0
95,1453,0.2,26,0
95,1453,0.2,27,16
95,1453,0.2,28,0
95,1453,0.2,29,0
95,1453,0.2,30,0
95,1453,0.2,31,0
95,1453,0.2,32,0
95,1453,0.2,33,0
95,1453,0.2,34,0
95,1453,0.2,35,0
95,1453,0.2,36,0
95,1453,0.2,37,0
95,1453,0.2,38,0
95,1453,0.2,39,0
95,1453,0.2,40,0
95,1453,0.2,41,0
95,1453,0.2,42,0
95,1453,0.2,43,0
95,1453,0.2,44,0
95,1453,0.2,45,0
95,1453,0.2,46,0
95,1453,0.2,47,0
95,1453,0.2,48,0
95,1453,0.2,49,0
95,1453,0.2,50,0
95,1453,0.3,1,45
95,1453,0.3,2,44
95,1453,0.3,3,0
95,1453,0.3,4,19
95,1453,0.3,5,0
95,1453,0.3,6,35
95,1453,0.3,7,0
95,1453,0.3,8,0
95,1453,0.3,9,0
95,1453,0.3,10,0
95,1453,0.3,11,18
95,1453,0.3,12,0
95,1453,0.3,13,0
95,1453,0.3,14,0
95,1453,0.3,15,0
95,1453,0.3,16,0
95,1453,0.3,17,0
95,1453,0.3,18,0
95,1453,0.3,19,0
95,1453,0.3,20,0
95,1453,0.3,21,0
95,1453,0.3,22,0
95,1453,0.3,23,0
95,1453,0.3,24,0
95,1453,0.3,25,0
95,1453,0.3,26,19
95,1453,0.3,27,0
95,1453,0.3,28,0
95,1453,0.3,29,0
95,1453,0.3,30,0
95,1453,0.3,31,0
95,1453,0.3,32,0
95,1453,0.3,33,0
95,1453,0.3,34,0
95,1453,0.3,35,0
95,1453,0.3,36,0
95,1453,0.3,37,0
95,1453,0.3,38,0
95,1453,0.3,39,0
95,1453,0.3,40,0
95,1453,0.3,41,0
95,1453,0.3,42,0
95,1453,0.3,43,0
95,1453,0.3,44,0
95,1453,0.3,45,0
95,1453,0.3,46,0
95,1453,0.3,47,0
95,1453,0.3,48,0
95,1453,0.3,49,0
95,1453,0.3,50,0
95,1453,0.4,1,80
95,1453,0.4,2,51
95,1453,0.4,3,43
95,1453,0.4,4,44
95,1453,0.4,5,19
95,1453,0.4,6,37
95,1453,0.4,7,0
95,1453,0.4,8,0
95,1453,0.4,9,35
95,1453,0.4,10,35
95,1453,0.4,11,0
95,1453,0.4,12,0
95,1453,0.4,13,19
95,1453,0.4,14,19
95,1453,0.4,15,0
95,1453,0.4,16,0
95,1453,0.4,17,0
95,1453,0.4,18,0
95,1453,0.4,19,0
95,1453,0.4,20,0
95,1453,0.4,21,0
95,1453,0.4,22,18
95,1453,0.4,23,18
95,1453,0.4,24,0
95,1453,0.4,25,0
95,1453,0.4,26,0
95,1453,0.4,27,0
95,1453,0.4,28,0
95,1453,0.4,29,0
95,1453,0.4,30,0
95,1453,0.4,31,19
95,1453,0.4,32,0
95,1453,0.4,33,0
95,1453,0.4,34,19
95,1453,0.4,35,0
95,1453,0.4,36,0
95,1453,0.4,37,0
95,1453,0.4,38,18
95,1453,0.4,39,0
95,1453,0.4,40,18
95,1453,0.4,41,0
95,1453,0.4,42,0
95,1453,0.4,43,19
95,1453,0.4,44,0
95,1453,0.4,45,0
95,1453,0.4,46,19
95,1453,0.4,47,0
95,1453,0.4,48,0
95,1453,0.4,49,0
95,1453,0.4,50,0
95,1453,0.5,1,64
95,1453,0.5,2,35
95,1453,0.5,3,19
95,1453,0.5,4,35
95,1453,0.5,5,0
95,1453,0.5,6,19
95,1453,0.5,7,14
95,1453,0.5,8,19
95,1453,0.5,9,0
95,1453,0.5,10,0
95,1453,0.5,11,42
95,1453,0.5,12,18
95,1453,0.5,13,19
95,1453,0.5,14,0
95,1453,0.5,15,19
95,1453,0.5,16,0
95,1453,0.5,17,14
95,1453,0.5,18,0
95,1453,0.5,19,0
95,1453,0.5,20,0
95,1453,0.5,21,14
95,1453,0.5,22,0
95,1453,0.5,23,14
95,1453,0.5,24,0
95,1453,0.5,25,0
95,1453,0.5,26,19
95,1453,0.5,27,0
95,1453,0.5,28,0
95,1453,0.5,29,0
95,1453,0.5,30,0
95,1453,0.5,31,0
95,1453,0.5,32,19
95,1453,0.5,33,0
95,1453,0.5,34,0
95,1453,0.5,35,0
95,1453,0.5,36,0
95,1453,0.5,37,0
95,1453,0.5,38,0
95,1453,0.5,39,0
95,1453,0.5,40,0
95,1453,0.5,41,0
95,1453,0.5,42,0
95,1453,0.5,43,0
95,1453,0.5,44,0
95,1453,0.5,45,0
95,1453,0.5,46,0
95,1453,0.5,47,0
95,1453,0.5,48,19
95,1453,0.5,49,0
95,1453,0.5,50,0
95,1453,0.6,1,19
95,1453,0.6,2,55
95,1453,0.6,3,16
95,1453,0.6,4,37
95,1453,0.6,5,16
95,1453,0.6,6,0
95,1453,0.6,7,19
95,1453,0.6,8,19
95,1453,0.6,9,0
95,1453,0.6,10,19
95,1453,0.6,11,0
95,1453,0.6,12,19
95,1453,0.6,13,19
95,1453,0.6,14,0
95,1453,0.6,15,0
95,1453,0.6,16,0
95,1453,0.6,17,19
95,1453,0.6,18,18
95,1453,0.6,19,16
95,1453,0.6,20,0
95,1453,0.6,21,16
95,1453,0.6,22,0
95,1453,0.6,23,0
95,1453,0.6,24,0
95,1453,0.6,25,19
95,1453,0.6,26,19
95,1453,0.6,27,0
95,1453,0.6,28,19
95,1453,0.6,29,16
95,1453,0.6,30,19
95,1453,0.6,31,0
95,1453,0.6,32,0
95,1453,0.6,33,0
95,1453,0.6,34,0
95,1453,0.6,35,0
95,1453,0.6,36,0
95,1453,0.6,37,0
95,1453,0.6,38,18
95,1453,0.6,39,19
95,1453,0.6,40,0
95,1453,0.6,41,0
95,1453,0.6,42,0
95,1453,0.6,43,0
95,1453,0.6,44,0
95,1453,0.6,45,0
95,1453,0.6,46,0
95,1453,0.6,47,0
95,1453,0.6,48,0
95,1453,0.6,49,0
95,1453,0.6,50,0
95,1453,0.7,1,56
95,1453,0.7,2,27
95,1453,0.7,3,44
95,1453,0.7,4,19
95,1453,0.7,5,16
95,1453,0.7,6,19
95,1453,0.7,7,0
95,1453,0.7,8,35
95,1453,0.7,9,19
95,1453,0.7,10,0
95,1453,0.7,11,0
95,1453,0.7,12,19
95,1453,0.7,13,19
95,1453,0.7,14,28
95,1453,0.7,15,0
95,1453,0.7,16,19
95,1453,0.7,17,0
95,1453,0.7,18,16
95,1453,0.7,19,19
95,1453,0.7,20,19
95,1453,0.7,21,19
95,1453,0.7,22,0
95,1453,0.7,23,0
95,1453,0.7,24,0
95,1453,0.7,25,19
95,1453,0.7,26,0
95,1453,0.7,27,0
95,1453,0.7,28,0
95,1453,0.7,29,19
95,1453,0.7,30,0
95,1453,0.7,31,0
95,1453,0.7,32,0
95,1453,0.7,33,19
95,1453,0.7,34,19
95,1453,0.7,35,0
95,1453,0.7,36,19
95,1453,0.7,37,16
95,1453,0.7,38,19
95,1453,0.7,39,0
95,1453,0.7,40,0
95,1453,0.7,41,0
95,1453,0.7,42,0
95,1453,0.7,43,0
95,1453,0.7,44,0
95,1453,0.7,45,0
95,1453,0.7,46,0
95,1453,0.7,47,0
95,1453,0.7,48,0
95,1453,0.7,49,0
95,1453,0.7,50,0
95,1453,0.8,1,44
95,1453,0.8,2,18
95,1453,0.8,3,44
95,1453,0.8,4,0
95,1453,0.8,5,0
95,1453,0.8,6,16
95,1453,0.8,7,28
95,1453,0.8,8,19
95,1453,0.8,9,45
95,1453,0.8,10,0
95,1453,0.8,11,0
95,1453,0.8,12,18
95,1453,0.8,13,19
95,1453,0.8,14,0
95,1453,0.8,15,20
95,1453,0.8,16,20
95,1453,0.8,17,19
95,1453,0.8,18,0
95,1453,0.8,19,18
95,1453,0.8,20,15
95,1453,0.8,21,0
95,1453,0.8,22,19
95,1453,0.8,23,19
95,1453,0.8,24,0
95,1453,0.8,25,19
95,1453,0.8,26,0
95,1453,0.8,27,19
95,1453,0.8,28,19
95,1453,0.8,29,18
95,1453,0.8,30,0
95,1453,0.8,31,0
95,1453,0.8,32,18
95,1453,0.8,33,18
95,1453,0.8,34,14
95,1453,0.8,35,0
95,1453,0.8,36,14
95,1453,0.8,37,0
95,1453,0.8,38,0
95,1453,0.8,39,0
95,1453,0.8,40,15
95,1453,0.8,41,0
95,1453,0.8,42,0
95,1453,0.8,43,0
95,1453,0.8,44,0
95,1453,0.8,45,0
95,1453,0.8,46,0
95,1453,0.8,47,0
95,1453,0.8,48,0
95,1453,0.8,49,0
95,1453,0.8,50,0
95,1453,0.9,1,78
95,1453,0.9,2,43
95,1453,0.9,3,49
95,1453,0.9,4,19
95,1453,0.9,5,19
95,1453,0.9,6,19
95,1453,0.9,7,0
95,1453,0.9,8,0
95,1453,0.9,9,19
95,1453,0.9,10,16
95,1453,0.9,11,28
95,1453,0.9,12,19
95,1453,0.9,13,0
95,1453,0.9,14,28
95,1453,0.9,15,0
95,1453,0.9,16,19
95,1453,0.9,17,0
95,1453,0.9,18,16
95,1453,0.9,19,0
95,1453,0.9,20,16
95,1453,0.9,21,15
95,1453,0.9,22,0
95,1453,0.9,23,0
95,1453,0.9,24,19
95,1453,0.9,25,0
95,1453,0.9,26,0
95,1453,0.9,27,0
95,1453,0.9,28,0
95,1453,0.9,29,0
95,1453,0.9,30,0
95,1453,0.9,31,19
95,1453,0.9,32,0
95,1453,0.9,33,0
95,1453,0.9,34,0
95,1453,0.9,35,0
95,1453,0.9,36,0
95,1453,0.9,37,0
95,1453,0.9,38,0
95,1453,0.9,39,0
95,1453,0.9,40,0
95,1453,0.9,41,0
95,1453,0.9,42,0
95,1453,0.9,43,0
95,1453,0.9,44,0
95,1453,0.9,45,0
95,1453,0.9,46,0
95,1453,0.9,47,0
95,1453,0.9,48,0
95,1453,0.9,49,0
95,1453,0.9,50,0
95,1453,1.0,1,55
95,1453,1.0,2,18
95,1453,1.0,3,27
95,1453,1.0,4,43
95,1453,1.0,5,24
95,1453,1.0,6,28
95,1453,1.0,7,28
95,1453,1.0,8,14
95,1453,1.0,9,19
95,1453,1.0,10,0
95,1453,1.0,11,0
95,1453,1.0,12,0
95,1453,1.0,13,0
95,1453,1.0,14,15
95,1453,1.0,15,0
95,1453,1.0,16,15
95,1453,1.0,17,0
95,1453,1.0,18,0
95,1453,1.0,19,18
95,1453,1.0,20,0
95,1453,1.0,21,0
95,1453,1.0,22,35
95,1453,1.0,23,0
95,1453,1.0,24,18
95,1453,1.0,25,19
95,1453,1.0,26,0
95,1453,1.0,27,15
95,1453,1.0,28,0
95,1453,1.0,29,0
95,1453,1.0,30,18
95,1453,1.0,31,0
95,1453,1.0,32,0
95,1453,1.0,33,0
95,1453,1.0,34,0
95,1453,1.0,35,0
95,1453,1.0,36,0
95,1453,1.0,37,0
95,1453,1.0,38,0
95,1453,1.0,39,0
95,1453,1.0,40,0
95,1453,1.0,41,18
95,1453,1.0,42,0
95,1453,1.0,43,0
95,1453,1.0,44,0
95,1453,1.0,45,0
95,1453,1.0,46,0
95,1453,1.0,47,14
95,1453,1.0,48,0
95,1453,1.0,49,0
95,1453,1.0,50,0
40,267,0.1,1,18
40,267,0.1,2,6
40,267,0.1,3,8
40,267,0.1,4,8
40,267,0.1,5,6
40,267,0.1,6,0
40,267,0.1,7,6
40,267,0.1,8,6
40,267,0.1,9,6
40,267,0.1,10,0
40,267,0.1,11,0
40,267,0.1,12,6
40,267,0.1,13,0
40,267,0.1,14,0
40,267,0.1,15,0
40,267,0.1,16,0
40,267,0.1,17,6
40,267,0.1,18,6
40,267,0.1,19,0
40,267,0.1,20,0
40,267,0.1,21,0
40,267,0.1,22,0
40,267,0.1,23,0
40,267,0.1,24,0
40,267,0.1,25,0
40,267,0.1,26,0
40,267,0.1,27,0
40,267,0.1,28,0
40,267,0.1,29,0
40,267,0.1,30,0
40,267,0.1,31,0
40,267,0.1,32,0
40,267,0.1,33,0
40,267,0.1,34,0
40,267,0.1,35,0
40,267,0.1,36,0
40,267,0.1,37,0
40,267,0.1,38,0
40,267,0.1,39,0
40,267,0.1,40,0
40,267,0.1,41,0
40,267,0.1,42,0
40,267,0.1,43,0
40,267,0.1,44,0
40,267,0.1,45,0
40,267,0.1,46,0
40,267,0.1,47,0
40,267,0.1,48,0
40,267,0.1,49,0
40,267,0.1,50,0
40,267,0.2,1,18
40,267,0.2,2,8
40,267,0.2,3,8
40,267,0.2,4,8
40,267,0.2,5,0
40,267,0.2,6,0
40,267,0.2,7,8
40,267,0.2,8,8
40,267,0.2,9,0
40,267,0.2,10,0
40,267,0.2,11,6
40,267,0.2,12,8
40,267,0.2,13,0
40,267,0.2,14,0
40,267,0.2,15,8
40,267,0.2,16,6
40,267,0.2,17,0
40,267,0.2,18,8
40,267,0.2,19,0
40,267,0.2,20,8
40,267,0.2,21,0
40,267,0.2,22,0
40,267,0.2,23,0
40,267,0.2,24,0
40,267,0.2,25,8
40,267,0.2,26,0
40,267,0.2,27,6
40,267,0.2,28,0
40,267,0.2,29,0
40,267,0.2,30,0
40,267,0.2,31,6
40,267,0.2,32,0
40,267,0.2,33,0
40,267,0.2,34,0
40,267,0.2,35,6
40,267,0.2,36,0
40,267,0.2,37,8
40,267,0.2,38,0
40,267,0.2,39,0
40,267,0.2,40,0
40,267,0.2,41,0
40,267,0.2,42,0
40,267,0.2,43,0
40,267,0.2,44,0
40,267,0.2,45,8
40,267,0.2,46,0
40,267,0.2,47,0
40,267,0.2,48,0
40,267,0.2,49,0
40,267,0.2,50,0
40,267,0.3,1,18
40,267,0.3,2,0
40,267,0.3,3,8
40,267,0.3,4,8
40,267,0.3,5,0
40,267,0.3,6,8
40,267,0.3,7,8
40,267,0.3,8,8
40,267,0.3,9,0
40,267,0.3,10,8
40,267,0.3,11,0
40,267,0.3,12,8
40,267,0.3,13,0
40,267,0.3,14,8
40,267,0.3,15,0
40,267,0.3,16,0
40,267,0.3,17,0
40,267,0.3,18,0
40,267,0.3,19,0
40,267,0.3,20,4
40,267,0.3,21,0
40,267,0.3,22,0
40,267,0.3,23,0
40,267,0.3,24,0
40,267,0.3,25,0
40,267,0.3,26,0
40,267,0.3,27,0
40,267,0.3,28,0
40,267,0.3,29,0
40,267,0.3,30,0
40,267,0.3,31,0
40,267,0.3,32,0
40,267,0.3,33,0
40,267,0.3,34,0
40,267,0.3,35,0
40,267,0.3,36,0
40,267,0.3,37,0
40,267,0.3,38,0
40,267,0.3,39,0
40,267,0.3,40,0
40,267,0.3,41,0
40,267,0.3,42,0
40,267,0.3,43,0
40,267,0.3,44,0
40,267,0.3,45,0
40,267,0.3,46,0
40,267,0.3,47,0
40,267,0.3,48,0
40,267,0.3,49,0
40,267,0.3,50,0
40,267,0.4,1,8
40,267,0.4,2,19
40,267,0.4,3,18
40,267,0.4,4,0
40,267,0.4,5,8
40,267,0.4,6,0
40,267,0.4,7,0
40,267,0.4,8,0
40,267,0.4,9,0
40,267,0.4,10,0
40,267,0.4,11,0
40,267,0.4,12,0
40,267,0.4,13,0
40,267,0.4,14,0
40,267,0.4,15,0
40,267,0.4,16,0
40,267,0.4,17,0
40,267,0.4,18,0
40,267,0.4,19,0
40,267,0.4,20,0
40,267,0.4,21,0
40,267,0.4,22,0
40,267,0.4,23,0
40,267,0.4,24,0
40,267,0.4,25,0
40,267,0.4,26,0
40,267,0.4,27,0
40,267,0.4,28,0
40,267,0.4,29,0
40,267,0.4,30,0
40,267,0.4,31,0
40,267,0.4,32,0
40,267,0.4,33,0
40,267,0.4,34,0
40,267,0.4,35,0
40,267,0.4,36,0
40,267,0.4,37,0
40,267,0.4,38,0
40,267,0.4,39,0
40,267,0.4,40,0
40,267,0.4,41,0
40,267,0.4,42,0
40,267,0.4,43,0
40,267,0.4,44,0
40,267,0.4,45,0
40,267,0.4,46,0
40,267,0.4,47,0
40,267,0.4,48,0
40,267,0.4,49,0
40,267,0.4,50,0
40,267,0.5,1,0
