n,m,p,it,diff
40,267,0.5,2,8
40,267,0.5,3,8
40,267,0.5,4,0
40,267,0.5,5,0
40,267,0.5,6,0
40,267,0.5,7,0
40,267,0.5,8,0
40,267,0.5,9,0
40,267,0.5,10,0
40,267,0.5,11,0
40,267,0.5,12,0
40,267,0.5,13,0
40,267,0.5,14,0
40,267,0.5,15,0
40,267,0.5,16,0
40,267,0.5,17,0
40,267,0.5,18,0
40,267,0.5,19,0
40,267,0.5,20,0
40,267,0.5,21,0
40,267,0.5,22,0
40,267,0.5,23,0
40,267,0.5,24,0
40,267,0.5,25,0
40,267,0.5,26,0
40,267,0.5,27,0
40,267,0.5,28,0
40,267,0.5,29,0
40,267,0.5,30,0
40,267,0.5,31,0
40,267,0.5,32,0
40,267,0.5,33,0
40,267,0.5,34,0
40,267,0.5,35,0
40,267,0.5,36,0
40,267,0.5,37,0
40,267,0.5,38,0
40,267,0.5,39,0
40,267,0.5,40,0
40,267,0.5,41,0
40,267,0.5,42,0
40,267,0.5,43,0
40,267,0.5,44,0
40,267,0.5,45,0
40,267,0.5,46,0
40,267,0.5,47,0
40,267,0.5,48,0
40,267,0.5,49,0
40,267,0.5,50,0
40,267,0.6,1,0
40,267,0.6,2,0
40,267,0.6,3,0
40,267,0.6,4,0
40,267,0.6,5,0
40,267,0.6,6,0
40,267,0.6,7,8
40,267,0.6,8,0
40,267,0.6,9,0
40,267,0.6,10,0
40,267,0.6,11,0
40,267,0.6,12,0
40,267,0.6,13,0
40,267,0.6,14,0
40,267,0.6,15,0
40,267,0.6,16,0
40,267,0.6,17,0
40,267,0.6,18,0
40,267,0.6,19,0
40,267,0.6,20,0
40,267,0.6,21,0
40,267,0.6,22,0
40,267,0.6,23,0
40,267,0.6,24,0
40,267,0.6,25,0
40,267,0.6,26,0
40,267,0.6,27,0
40,267,0.6,28,0
40,267,0.6,29,0
40,267,0.6,30,0
40,267,0.6,31,0
40,267,0.6,32,0
40,267,0.6,33,0
40,267,0.6,34,0
40,267,0.6,35,0
40,267,0.6,36,0
40,267,0.6,37,0
40,267,0.6,38,0
40,267,0.6,39,0
40,267,0.6,40,0
40,267,0.6,41,0
40,267,0.6,42,0
40,267,0.6,43,0
40,267,0.6,44,0
40,267,0.6,45,0
40,267,0.6,46,0
40,267,0.6,47,0
40,267,0.6,48,0
40,267,0.6,49,0
40,267,0.6,50,0
40,267,0.7,1,8
40,267,0.7,2,0
40,267,0.7,3,0
40,267,0.7,4,0
40,267,0.7,5,0
40,267,0.7,6,0
40,267,0.7,7,0
40,267,0.7,8,0
40,267,0.7,9,0
40,267,0.7,10,0
40,267,0.7,11,8
40,267,0.7,12,0
40,267,0.7,13,0
40,267,0.7,14,0
40,267,0.7,15,0
40,267,0.7,16,0
40,267,0.7,17,0
40,267,0.7,18,0
40,267,0.7,19,0
40,267,0.7,20,0
40,267,0.7,21,0
40,267,0.7,22,0
40,267,0.7,23,0
40,267,0.7,24,0
40,267,0.7,25,0
40,267,0.7,26,0
40,267,0.7,27,0
40,267,0.7,28,0
40,267,0.7,29,0
40,267,0.7,30,0
40,267,0.7,31,0
40,267,0.7,32,0
40,267,0.7,33,0
40,267,0.7,34,0
40,267,0.7,35,0
40,267,0.7,36,0
40,267,0.7,37,0
40,267,0.7,38,0
40,267,0.7,39,0
40,267,0.7,40,0
40,267,0.7,41,0
40,267,0.7,42,0
40,267,0.7,43,0
40,267,0.7,44,0
40,267,0.7,45,0
40,267,0.7,46,0
40,267,0.7,47,0
40,267,0.7,48,0
40,267,0.7,49,0
40,267,0.7,50,0
40,267,0.8,1,8
40,267,0.8,2,8
40,267,0.8,3,8
40,267,0.8,4,8
40,267,0.8,5,0
40,267,0.8,6,0
40,267,0.8,7,0
40,267,0.8,8,0
40,267,0.8,9,0
40,267,0.8,10,0
40,267,0.8,11,0
40,267,0.8,12,0
40,267,0.8,13,0
40,267,0.8,14,0
40,267,0.8,15,0
40,267,0.8,16,0
40,267,0.8,17,0
40,267,0.8,18,0
40,267,0.8,19,0
40,267,0.8,20,0
40,267,0.8,21,0
40,267,0.8,22,0
40,267,0.8,23,0
40,267,0.8,24,0
40,267,0.8,25,0
40,267,0.8,26,0
40,267,0.8,27,0
40,267,0.8,28,0
40,267,0.8,29,0
40,267,0.8,30,0
40,267,0.8,31,0
40,267,0.8,32,0
40,267,0.8,33,0
40,267,0.8,34,0
40,267,0.8,35,0
40,267,0.8,36,0
40,267,0.8,37,0
40,267,0.8,38,0
40,267,0.8,39,0
40,267,0.8,40,0
40,267,0.8,41,0
40,267,0.8,42,0
40,267,0.8,43,0
40,267,0.8,44,0
40,267,0.8,45,0
40,267,0.8,46,0
40,267,0.8,47,0
40,267,0.8,48,0
40,267,0.8,49,0
40,267,0.8,50,0
40,267,0.9,1,0
40,267,0.9,2,8
40,267,0.9,3,12
40,267,0.9,4,0
40,267,0.9,5,0
40,267,0.9,6,0
40,267,0.9,7,0
40,267,0.9,8,0
40,267,0.9,9,0
40,267,0.9,10,0
40,267,0.9,11,0
40,267,0.9,12,0
40,267,0.9,13,0
40,267,0.9,14,0
40,267,0.9,15,0
40,267,0.9,16,0
40,267,0.9,17,0
40,267,0.9,18,0
40,267,0.9,19,0
40,267,0.9,20,0
40,267,0.9,21,0
40,267,0.9,22,0
40,267,0.9,23,0
40,267,0.9,24,0
40,267,0.9,25,0
40,267,0.9,26,0
40,267,0.9,27,0
40,267,0.9,28,0
40,267,0.9,29,0
40,267,0.9,30,0
40,267,0.9,31,0
40,267,0.9,32,0
40,267,0.9,33,0
40,267,0.9,34,0
40,267,0.9,35,0
40,267,0.9,36,0
40,267,0.9,37,0
40,267,0.9,38,0
40,267,0.9,39,0
40,267,0.9,40,0
40,267,0.9,41,0
40,267,0.9,42,0
40,267,0.9,43,0
40,267,0.9,44,0
40,267,0.9,45,0
40,267,0.9,46,0
40,267,0.9,47,0
40,267,0.9,48,0
40,267,0.9,49,0
40,267,0.9,50,0
40,267,1.0,1,0
40,267,1.0,2,8
40,267,1.0,3,0
40,267,1.0,4,0
40,267,1.0,5,0
40,267,1.0,6,0
40,267,1.0,7,0
40,267,1.0,8,0
40,267,1.0,9,0
40,267,1.0,10,0
40,267,1.0,11,0
40,267,1.0,12,0
40,267,1.0,13,0
40,267,1.0,14,0
40,267,1.0,15,0
40,267,1.0,16,0
40,267,1.0,17,0
40,267,1.0,18,0
40,267,1.0,19,0
40,267,1.0,20,0
40,267,1.0,21,0
40,267,1.0,22,0
40,267,1.0,23,0
40,267,1.0,24,0
40,267,1.0,25,0
40,267,1.0,26,0
40,267,1.0,27,0
40,267,1.0,28,0
40,267,1.0,29,0
40,267,1.0,30,0
40,267,1.0,31,0
40,267,1.0,32,0
40,267,1.0,33,0
40,267,1.0,34,0
40,267,1.0,35,0
40,267,1.0,36,0
40,267,1.0,37,0
40,267,1.0,38,0
40,267,1.0,39,0
40,267,1.0,40,0
40,267,1.0,41,0
40,267,1.0,42,0
40,267,1.0,43,0
40,267,1.0,44,0
40,267,1.0,45,0
40,267,1.0,46,0
40,267,1.0,47,0
40,267,1.0,48,0
40,267,1.0,49,0
40,267,1.0,50,0
100,1543,0.1,1,22
100,1543,0.1,2,35
100,1543,0.1,3,32
100,1543,0.1,4,26
100,1543,0.1,5,32
100,1543,0.1,6,13
100,1543,0.1,7,26
100,1543,0.1,8,26
100,1543,0.1,9,27
100,1543,0.1,10,22
100,1543,0.1,11,23
100,1543,0.1,12,27
100,1543,0.1,13,0
100,1543,0.1,14,13
100,1543,0.1,15,22
100,1543,0.1,16,22
100,1543,0.1,17,6
100,1543,0.1,18,0
100,1543,0.1,19,22
100,1543,0.1,20,22
100,1543,0.1,21,26
100,1543,0.1,22,22
100,1543,0.1,23,13
100,1543,0.1,24,22
100,1543,0.1,25,6
100,1543,0.1,26,0
100,1543,0.1,27,6
100,1543,0.1,28,0
100,1543,0.1,29,22
100,1543,0.1,30,0
100,1543,0.1,31,22
100,1543,0.1,32,0
100,1543,0.1,33,6
100,1543,0.1,34,13
100,1543,0.1,35,13
100,1543,0.1,36,19
100,1543,0.1,37,13
100,1543,0.1,38,13
100,1543,0.1,39,0
100,1543,0.1,40,22
100,1543,0.1,41,22
100,1543,0.1,42,22
100,1543,0.1,43,6
100,1543,0.1,44,0
100,1543,0.1,45,6
100,1543,0.1,46,22
100,1543,0.1,47,19
100,1543,0.1,48,6
100,1543,0.1,49,6
100,1543,0.1,50,19
100,1543,0.2,1,57
100,1543,0.2,2,16
100,1543,0.2,3,27
100,1543,0.2,4,26
100,1543,0.2,5,17
100,1543,0.2,6,6
100,1543,0.2,7,0
100,1543,0.2,8,0
100,1543,0.2,9,13
100,1543,0.2,10,17
100,1543,0.2,11,13
100,1543,0.2,12,16
100,1543,0.2,13,6
100,1543,0.2,14,13
100,1543,0.2,15,6
100,1543,0.2,16,6
100,1543,0.2,17,0
100,1543,0.2,18,0
100,1543,0.2,19,0
100,1543,0.2,20,0
100,1543,0.2,21,0
100,1543,0.2,22,6
100,1543,0.2,23,6
100,1543,0.2,24,0
100,1543,0.2,25,4
100,1543,0.2,26,4
100,1543,0.2,27,16
100,1543,0.2,28,0
100,1543,0.2,29,4
100,1543,0.2,30,13
100,1543,0.2,31,0
100,1543,0.2,32,6
100,1543,0.2,33,0
100,1543,0.2,34,4
100,1543,0.2,35,4
100,1543,0.2,36,0
100,1543,0.2,37,13
100,1543,0.2,38,6
100,1543,0.2,39,4
100,1543,0.2,40,0
100,1543,0.2,41,6
100,1543,0.2,42,6
100,1543,0.2,43,6
100,1543,0.2,44,13
100,1543,0.2,45,0
100,1543,0.2,46,0
100,1543,0.2,47,6
100,1543,0.2,48,6
100,1543,0.2,49,0
100,1543,0.2,50,4
100,1543,0.3,1,35
100,1543,0.3,2,14
100,1543,0.3,3,0
100,1543,0.3,4,22
100,1543,0.3,5,13
100,1543,0.3,6,0
100,1543,0.3,7,19
100,1543,0.3,8,13
100,1543,0.3,9,0
100,1543,0.3,10,0
100,1543,0.3,11,16
100,1543,0.3,12,4
100,1543,0.3,13,0
100,1543,0.3,14,14
100,1543,0.3,15,0
100,1543,0.3,16,19
100,1543,0.3,17,16
100,1543,0.3,18,22
100,1543,0.3,19,0
100,1543,0.3,20,0
100,1543,0.3,21,13
100,1543,0.3,22,13
100,1543,0.3,23,17
100,1543,0.3,24,0
100,1543,0.3,25,0
100,1543,0.3,26,13
100,1543,0.3,27,0
100,1543,0.3,28,16
100,1543,0.3,29,0
100,1543,0.3,30,0
100,1543,0.3,31,0
100,1543,0.3,32,0
100,1543,0.3,33,0
100,1543,0.3,34,0
100,1543,0.3,35,0
100,1543,0.3,36,16
100,1543,0.3,37,0
100,1543,0.3,38,0
100,1543,0.3,39,13
100,1543,0.3,40,0
100,1543,0.3,41,0
100,1543,0.3,42,0
100,1543,0.3,43,0
100,1543,0.3,44,0
100,1543,0.3,45,0
100,1543,0.3,46,0
100,1543,0.3,47,0
100,1543,0.3,48,0
100,1543,0.3,49,0
100,1543,0.3,50,0
100,1543,0.4,1,41
100,1543,0.4,2,35
100,1543,0.4,3,16
100,1543,0.4,4,17
100,1543,0.4,5,25
100,1543,0.4,6,19
100,1543,0.4,7,0
100,1543,0.4,8,0
100,1543,0.4,9,19
100,1543,0.4,10,16
100,1543,0.4,11,18
100,1543,0.4,12,13
100,1543,0.4,13,19
100,1543,0.4,14,16
100,1543,0.4,15,19
100,1543,0.4,16,0
100,1543,0.4,17,16
100,1543,0.4,18,0
100,1543,0.4,19,0
100,1543,0.4,20,6
100,1543,0.4,21,0
100,1543,0.4,22,17
100,1543,0.4,23,0
100,1543,0.4,24,0
100,1543,0.4,25,16
100,1543,0.4,26,0
100,1543,0.4,27,0
100,1543,0.4,28,0
100,1543,0.4,29,0
100,1543,0.4,30,0
100,1543,0.4,31,16
100,1543,0.4,32,16
100,1543,0.4,33,13
100,1543,0.4,34,0
100,1543,0.4,35,0
100,1543,0.4,36,0
100,1543,0.4,37,0
100,1543,0.4,38,0
100,1543,0.4,39,0
100,1543,0.4,40,0
100,1543,0.4,41,0
100,1543,0.4,42,0
100,1543,0.4,43,0
100,1543,0.4,44,0
100,1543,0.4,45,0
100,1543,0.4,46,0
100,1543,0.4,47,0
100,1543,0.4,48,0
100,1543,0.4,49,0
100,1543,0.4,50,0
100,1543,0.5,1,30
100,1543,0.5,2,22
100,1543,0.5,3,18
100,1543,0.5,4,16
100,1543,0.5,5,6
100,1543,0.5,6,6
100,1543,0.5,7,14
100,1543,0.5,8,17
100,1543,0.5,9,0
100,1543,0.5,10,0
100,1543,0.5,11,18
100,1543,0.5,12,14
100,1543,0.5,13,13
100,1543,0.5,14,4
100,1543,0.5,15,6
100,1543,0.5,16,4
100,1543,0.5,17,0
100,1543,0.5,18,0
100,1543,0.5,19,0
100,1543,0.5,20,0
100,1543,0.5,21,0
100,1543,0.5,22,0
100,1543,0.5,23,0
100,1543,0.5,24,0
100,1543,0.5,25,4
100,1543,0.5,26,0
100,1543,0.5,27,0
100,1543,0.5,28,0
100,1543,0.5,29,0
100,1543,0.5,30,6
100,1543,0.5,31,0
100,1543,0.5,32,0
100,1543,0.5,33,6
100,1543,0.5,34,4
100,1543,0.5,35,0
100,1543,0.5,36,0
100,1543,0.5,37,0
100,1543,0.5,38,0
100,1543,0.5,39,0
100,1543,0.5,40,4
100,1543,0.5,41,0
100,1543,0.5,42,0
100,1543,0.5,43,0
100,1543,0.5,44,0
100,1543,0.5,45,0
100,1543,0.5,46,0
100,1543,0.5,47,0
100,1543,0.5,48,0
100,1543,0.5,49,0
100,1543,0.5,50,10
100,1543,0.6,1,21
100,1543,0.6,2,0
100,1543,0.6,3,0
100,1543,0.6,4,0
100,1543,0.6,5,18
100,1543,0.6,6,0
100,1543,0.6,7,0
100,1543,0.6,8,6
100,1543,0.6,9,10
100,1543,0.6,10,10
100,1543,0.6,11,0
100,1543,0.6,12,18
100,1543,0.6,13,4
100,1543,0.6,14,6
100,1543,0.6,15,4
100,1543,0.6,16,6
100,1543,0.6,17,0
100,1543,0.6,18,6
100,1543,0.6,19,16
100,1543,0.6,20,0
100,1543,0.6,21,4
100,1543,0.6,22,6
100,1543,0.6,23,0
100,1543,0.6,24,4
100,1543,0.6,25,4
100,1543,0.6,26,4
100,1543,0.6,27,4
100,1543,0.6,28,6
100,1543,0.6,29,4
100,1543,0.6,30,0
100,1543,0.6,31,0
100,1543,0.6,32,6
100,1543,0.6,33,4
100,1543,0.6,34,6
100,1543,0.6,35,4
100,1543,0.6,36,0
100,1543,0.6,37,4
100,1543,0.6,38,0
100,1543,0.6,39,4
100,1543,0.6,40,4
100,1543,0.6,41,0
100,1543,0.6,42,0
100,1543,0.6,43,11
100,1543,0.6,44,6
100,1543,0.6,45,0
100,1543,0.6,46,4
100,1543,0.6,47,4
100,1543,0.6,48,0
100,1543,0.6,49,0
100,1543,0.6,50,4
100,1543,0.7,1,40
100,1543,0.7,2,14
100,1543,0.7,3,16
100,1543,0.7,4,16
100,1543,0.7,5,16
100,1543,0.7,6,16
100,1543,0.7,7,19
100,1543,0.7,8,16
100,1543,0.7,9,14
100,1543,0.7,10,14
100,1543,0.7,11,10
100,1543,0.7,12,10
100,1543,0.7,13,4
100,1543,0.7,14,9
100,1543,0.7,15,6
100,1543,0.7,16,0
100,1543,0.7,17,4
100,1543,0.7,18,0
100,1543,0.7,19,6
100,1543,0.7,20,14
100,1543,0.7,21,0
100,1543,0.7,22,6
100,1543,0.7,23,0
100,1543,0.7,24,0
100,1543,0.7,25,0
100,1543,0.7,26,6
100,1543,0.7,27,0
100,1543,0.7,28,6
100,1543,0.7,29,0
100,1543,0.7,30,0
100,1543,0.7,31,0
100,1543,0.7,32,0
100,1543,0.7,33,4
100,1543,0.7,34,0
100,1543,0.7,35,4
100,1543,0.7,36,0
100,1543,0.7,37,0
100,1543,0.7,38,0
100,1543,0.7,39,4
100,1543,0.7,40,6
100,1543,0.7,41,0
100,1543,0.7,42,0
100,1543,0.7,43,0
100,1543,0.7,44,6
100,1543,0.7,45,0
100,1543,0.7,46,0
100,1543,0.7,47,4
100,1543,0.7,48,0
100,1543,0.7,49,4
100,1543,0.7,50,10
100,1543,0.8,1,34
100,1543,0.8,2,4
100,1543,0.8,3,19
100,1543,0.8,4,9
100,1543,0.8,5,9
100,1543,0.8,6,6
100,1543,0.8,7,0
100,1543,0.8,8,10
100,1543,0.8,9,0
100,1543,0.8,10,0
100,1543,0.8,11,4
100,1543,0.8,12,4
100,1543,0.8,13,9
100,1543,0.8,14,9
100,1543,0.8,15,0
100,1543,0.8,16,0
100,1543,0.8,17,10
100,1543,0.8,18,0
100,1543,0.8,19,6
100,1543,0.8,20,0
100,1543,0.8,21,0
100,1543,0.8,22,4
100,1543,0.8,23,0
100,1543,0.8,24,0
100,1543,0.8,25,6
100,1543,0.8,26,6
100,1543,0.8,27,6
100,1543,0.8,28,6
100,1543,0.8,29,0
100,1543,0.8,30,4
100,1543,0.8,31,0
100,1543,0.8,32,0
100,1543,0.8,33,0
100,1543,0.8,34,0
100,1543,0.8,35,0
100,1543,0.8,36,0
100,1543,0.8,37,0
100,1543,0.8,38,4
100,1543,0.8,39,0
100,1543,0.8,40,4
100,1543,0.8,41,0
100,1543,0.8,42,0
100,1543,0.8,43,0
100,1543,0.8,44,0
100,1543,0.8,45,0
100,1543,0.8,46,0
100,1543,0.8,47,0
100,1543,0.8,48,0
100,1543,0.8,49,0
100,1543,0.8,50,0
100,1543,0.9,1,24
100,1543,0.9,2,32
100,1543,0.9,3,20
100,1543,0.9,4,10
100,1543,0.9,5,13
100,1543,0.9,6,13
100,1543,0.9,7,0
100,1543,0.9,8,0
100,1543,0.9,9,0
100,1543,0.9,10,0
100,1543,0.9,11,14
100,1543,0.9,12,0
100,1543,0.9,13,0
100,1543,0.9,14,16
100,1543,0.9,15,0
100,1543,0.9,16,4
100,1543,0.9,17,0
100,1543,0.9,18,0
100,1543,0.9,19,0
100,1543,0.9,20,4
100,1543,0.9,21,4
100,1543,0.9,22,0
100,1543,0.9,23,0
100,1543,0.9,24,0
100,1543,0.9,25,0
100,1543,0.9,26,0
100,1543,0.9,27,9
100,1543,0.9,28,0
100,1543,0.9,29,0
100,1543,0.9,30,0
100,1543,0.9,31,6
100,1543,0.9,32,0
100,1543,0.9,33,6
100,1543,0.9,34,0
100,1543,0.9,35,4
100,1543,0.9,36,0
100,1543,0.9,37,0
100,1543,0.9,38,0
100,1543,0.9,39,0
100,1543,0.9,40,0
100,1543,0.9,41,0
100,1543,0.9,42,0
100,1543,0.9,43,0
100,1543,0.9,44,0
100,1543,0.9,45,0
100,1543,0.9,46,0
100,1543,0.9,47,0
100,1543,0.9,48,0
100,1543,0.9,49,0
100,1543,0.9,50,0
100,1543,1.0,1,11
100,1543,1.0,2,9
100,1543,1.0,3,10
100,1543,1.0,4,20
100,1543,1.0,5,9
100,1543,1.0,6,0
100,1543,1.0,7,6
100,1543,1.0,8,6
100,1543,1.0,9,14
100,1543,1.0,10,0
100,1543,1.0,11,9
100,1543,1.0,12,0
100,1543,1.0,13,0
100,1543,1.0,14,4
100,1543,1.0,15,0
100,1543,1.0,16,4
100,1543,1.0,17,0
100,1543,1.0,18,4
100,1543,1.0,19,0
100,1543,1.0,20,4
100,1543,1.0,21,0
100,1543,1.0,22,0
100,1543,1.0,23,0
100,1543,1.0,24,4
100,1543,1.0,25,0
100,1543,1.0,26,0
100,1543,1.0,27,4
100,1543,1.0,28,0
100,1543,1.0,29,0
100,1543,1.0,30,0
100,1543,1.0,31,0
100,1543,1.0,32,0
100,1543,1.0,33,0
100,1543,1.0,34,0
100,1543,1.0,35,0
100,1543,1.0,36,0
100,1543,1.0,37,0
100,1543,1.0,38,0
100,1543,1.0,39,6
100,1543,1.0,40,0
100,1543,1.0,41,0
100,1543,1.0,42,0
100,1543,1.0,43,4
100,1543,1.0,44,0
100,1543,1.0,45,0
100,1543,1.0,46,0
100,1543,1.0,47,0
100,1543,1.0,48,0
100,1543,1.0,49,0
100,1543,1.0,50,0
70,778,0.1,1,43
70,778,0.1,2,11
70,778,0.1,3,11
70,778,0.1,4,11
70,778,0.1,5,11
70,778,0.1,6,11
70,778,0.1,7,11
70,778,0.1,8,11
70,778,0.1,9,11
70,778,0.1,10,11
70,778,0.1,11,11
70,778,0.1,12,11
70,778,0.1,13,11
70,778,0.1,14,11
70,778,0.1,15,11
70,778,0.1,16,11
70,778,0.1,17,11
70,778,0.1,18,11
70,778,0.1,19,11
70,778,0.1,20,11
70,778,0.1,21,11
70,778,0.1,22,11
70,778,0.1,23,11
70,778,0.1,24,11
70,778,0.1,25,11
70,778,0.1,26,11
70,778,0.1,27,11
70,778,0.1,28,11
70,778,0.1,29,11
70,778,0.1,30,11
70,778,0.1,31,11
70,778,0.1,32,11
70,778,0.1,33,11
70,778,0.1,34,11
70,778,0.1,35,11
70,778,0.1,36,11
70,778,0.1,37,11
70,778,0.1,38,11
70,778,0.1,39,11
70,778,0.1,40,11
70,778,0.1,41,11
70,778,0.1,42,11
70,778,0.1,43,11
70,778,0.1,44,11
70,778,0.1,45,11
70,778,0.1,46,11
70,778,0.1,47,11
70,778,0.1,48,11
70,778,0.1,49,11
70,778,0.1,50,11
70,778,0.2,1,28
70,778,0.2,2,19
70,778,0.2,3,9
70,778,0.2,4,5
70,778,0.2,5,5
70,778,0.2,6,5
70,778,0.2,7,9
70,778,0.2,8,5
70,778,0.2,9,5
70,778,0.2,10,5
70,778,0.2,11,9
70,778,0.2,12,11
70,778,0.2,13,9
70,778,0.2,14,5
70,778,0.2,15,5
70,778,0.2,16,5
70,778,0.2,17,5
70,778,0.2,18,5
70,778,0.2,19,5
70,778,0.2,20,0
70,778,0.2,21,9
70,778,0.2,22,0
70,778,0.2,23,5
70,778,0.2,24,0
70,778,0.2,25,5
70,778,0.2,26,5
70,778,0.2,27,5
70,778,0.2,28,5
70,778,0.2,29,0
70,778,0.2,30,0
70,778,0.2,31,0
70,778,0.2,32,5
70,778,0.2,33,5
70,778,0.2,34,5
70,778,0.2,35,0
70,778,0.2,36,5
70,778,0.2,37,0
70,778,0.2,38,5
70,778,0.2,39,5
70,778,0.2,40,5
70,778,0.2,41,5
70,778,0.2,42,0
70,778,0.2,43,0
70,778,0.2,44,5
70,778,0.2,45,0
70,778,0.2,46,0
70,778,0.2,47,5
70,778,0.2,48,0
70,778,0.2,49,5
70,778,0.2,50,0
70,778,0.3,1,9
70,778,0.3,2,45
70,778,0.3,3,0
70,778,0.3,4,9
70,778,0.3,5,0
70,778,0.3,6,5
70,778,0.3,7,9
70,778,0.3,8,9
70,778,0.3,9,5
70,778,0.3,10,0
70,778,0.3,11,5
70,778,0.3,12,0
70,778,0.3,13,0
70,778,0.3,14,5
70,778,0.3,15,9
70,778,0.3,16,0
70,778,0.3,17,5
70,778,0.3,18,0
70,778,0.3,19,9
70,778,0.3,20,5
70,778,0.3,21,0
70,778,0.3,22,0
70,778,0.3,23,0
70,778,0.3,24,5
70,778,0.3,25,0
70,778,0.3,26,5
70,778,0.3,27,0
70,778,0.3,28,0
70,778,0.3,29,0
70,778,0.3,30,0
70,778,0.3,31,0
70,778,0.3,32,5
70,778,0.3,33,0
70,778,0.3,34,0
70,778,0.3,35,0
70,778,0.3,36,0
70,778,0.3,37,0
70,778,0.3,38,0
70,778,0.3,39,0
70,778,0.3,40,0
70,778,0.3,41,0
70,778,0.3,42,0
70,778,0.3,43,0
70,778,0.3,44,5
70,778,0.3,45,0
70,778,0.3,46,0
70,778,0.3,47,0
70,778,0.3,48,5
70,778,0.3,49,0
70,778,0.3,50,0
70,778,0.4,1,5
70,778,0.4,2,43
70,778,0.4,3,12
70,778,0.4,4,16
70,778,0.4,5,9
70,778,0.4,6,5
70,778,0.4,7,5
70,778,0.4,8,9
70,778,0.4,9,9
70,778,0.4,10,9
70,778,0.4,11,9
70,778,0.4,12,9
70,778,0.4,13,5
70,778,0.4,14,5
70,778,0.4,15,5
70,778,0.4,16,5
70,778,0.4,17,5
70,778,0.4,18,5
70,778,0.4,19,5
70,778,0.4,20,5
70,778,0.4,21,5
70,778,0.4,22,5
70,778,0.4,23,5
70,778,0.4,24,9
70,778,0.4,25,5
70,778,0.4,26,5
70,778,0.4,27,5
70,778,0.4,28,5
70,778,0.4,29,5
70,778,0.4,30,5
70,778,0.4,31,5
70,778,0.4,32,5
70,778,0.4,33,5
70,778,0.4,34,5
70,778,0.4,35,0
70,778,0.4,36,5
70,778,0.4,37,0
70,778,0.4,38,5
70,778,0.4,39,5
70,778,0.4,40,5
70,778,0.4,41,9
70,778,0.4,42,0
70,778,0.4,43,5
70,778,0.4,44,0
70,778,0.4,45,5
70,778,0.4,46,5
70,778,0.4,47,0
70,778,0.4,48,5
70,778,0.4,49,0
70,778,0.4,50,5
70,778,0.5,1,42
70,778,0.5,2,9
70,778,0.5,3,5
70,778,0.5,4,16
70,778,0.5,5,0
70,778,0.5,6,5
70,778,0.5,7,0
70,778,0.5,8,9
70,778,0.5,9,9
70,778,0.5,10,0
70,778,0.5,11,9
70,778,0.5,12,0
70,778,0.5,13,0
70,778,0.5,14,5
70,778,0.5,15,5
70,778,0.5,16,0
70,778,0.5,17,0
70,778,0.5,18,0
70,778,0.5,19,0
70,778,0.5,20,0
70,778,0.5,21,0
70,778,0.5,22,0
70,778,0.5,23,9
70,778,0.5,24,0
70,778,0.5,25,0
70,778,0.5,26,0
70,778,0.5,27,0
70,778,0.5,28,0
70,778,0.5,29,0
70,778,0.5,30,0
70,778,0.5,31,0
70,778,0.5,32,0
70,778,0.5,33,0
70,778,0.5,34,0
70,778,0.5,35,0
70,778,0.5,36,0
70,778,0.5,37,0
70,778,0.5,38,0
70,778,0.5,39,5
70,778,0.5,40,0
70,778,0.5,41,0
70,778,0.5,42,0
70,778,0.5,43,0
70,778,0.5,44,0
70,778,0.5,45,0
70,778,0.5,46,0
70,778,0.5,47,0
70,778,0.5,48,0
70,778,0.5,49,0
70,778,0.5,50,0
70,778,0.6,1,9
70,778,0.6,2,15
70,778,0.6,3,0
70,778,0.6,4,5
70,778,0.6,5,9
70,778,0.6,6,6
70,778,0.6,7,5
70,778,0.6,8,0
70,778,0.6,9,5
70,778,0.6,10,9
70,778,0.6,11,5
70,778,0.6,12,0
70,778,0.6,13,6
70,778,0.6,14,9
70,778,0.6,15,0
70,778,0.6,16,6
70,778,0.6,17,0
70,778,0.6,18,0
70,778,0.6,19,6
70,778,0.6,20,0
70,778,0.6,21,5
70,778,0.6,22,5
70,778,0.6,23,0
70,778,0.6,24,0
70,778,0.6,25,0
70,778,0.6,26,5
70,778,0.6,27,0
70,778,0.6,28,0
70,778,0.6,29,0
70,778,0.6,30,0
70,778,0.6,31,0
70,778,0.6,32,0
70,778,0.6,33,0
70,778,0.6,34,0
70,778,0.6,35,0
70,778,0.6,36,5
70,778,0.6,37,0
70,778,0.6,38,5
70,778,0.6,39,0
70,778,0.6,40,0
70,778,0.6,41,5
70,778,0.6,42,0
70,778,0.6,43,0
70,778,0.6,44,0
70,778,0.6,45,5
70,778,0.6,46,0
70,778,0.6,47,0
70,778,0.6,48,0
70,778,0.6,49,0
70,778,0.6,50,0
70,778,0.7,1,29
70,778,0.7,2,38
70,778,0.7,3,5
70,778,0.7,4,16
70,778,0.7,5,9
70,778,0.7,6,0
70,778,0.7,7,0
70,778,0.7,8,0
70,778,0.7,9,0
70,778,0.7,10,9
70,778,0.7,11,0
70,778,0.7,12,0
70,778,0.7,13,9
70,778,0.7,14,5
70,778,0.7,15,0
70,778,0.7,16,6
70,778,0.7,17,0
70,778,0.7,18,0
70,778,0.7,19,6
70,778,0.7,20,9
70,778,0.7,21,0
70,778,0.7,22,5
70,778,0.7,23,0
70,778,0.7,24,0
70,778,0.7,25,0
