n,m,p,it,ns
25,300,0.4,5,33405968
25,300,0.4,5,33354915
25,300,0.4,5,33371397
25,300,0.4,5,33397518
25,300,0.4,5,33386482
25,300,0.4,5,33424615
25,300,0.4,5,33402127
25,300,0.4,5,33373422
25,300,0.4,5,33378242
25,300,0.4,5,33369511
25,300,0.4,5,33385295
25,300,0.4,5,33377124
25,300,0.4,5,33368743
25,300,0.4,5,33367625
25,300,0.4,5,33361270
25,300,0.4,5,33372793
25,300,0.4,5,33362528
25,300,0.4,5,33405200
25,300,0.4,5,33397308
25,300,0.4,5,33391721
25,300,0.4,5,33389905
25,300,0.4,5,33388369
25,300,0.4,5,33375867
25,300,0.4,5,33386902
25,300,0.4,5,33395702
25,300,0.4,5,33361689
25,300,0.4,5,33387670
25,300,0.4,5,33379359
25,300,0.4,5,33365600
25,300,0.5,1,6712776
25,300,0.5,1,6668566
25,300,0.5,1,6670382
25,300,0.5,1,6682814
25,300,0.5,1,6666820
25,300,0.5,1,6671849
25,300,0.5,1,6677786
25,300,0.5,1,6671989
25,300,0.5,1,6672547
25,300,0.5,1,6693569
25,300,0.5,1,6665214
25,300,0.5,1,6666191
25,300,0.5,1,6681137
25,300,0.5,1,6669055
25,300,0.5,1,6676738
25,300,0.5,1,6677506
25,300,0.5,1,6668077
25,300,0.5,1,6674153
25,300,0.5,1,6682046
25,300,0.5,1,6672338
25,300,0.5,1,6713055
25,300,0.5,1,6692731
25,300,0.5,1,6668985
25,300,0.5,1,6675621
25,300,0.5,1,6689030
25,300,0.5,1,6694268
25,300,0.5,1,6676459
25,300,0.5,1,6684560
25,300,0.5,1,6667029
25,300,0.5,1,6703626
25,300,0.5,1,6683164
25,300,0.5,1,6702788
25,300,0.5,1,6674712
25,300,0.5,1,6682814
25,300,0.5,1,6667310
25,300,0.5,1,6669754
25,300,0.5,1,6694058
25,300,0.5,1,6672338
25,300,0.5,1,6671290
25,300,0.5,1,6680719
25,300,0.5,1,6671849
25,300,0.5,1,6674154
25,300,0.5,1,6713195
25,300,0.5,1,6674083
25,300,0.5,1,6682045
25,300,0.5,1,6678553
25,300,0.5,1,6672128
25,300,0.5,1,6673944
25,300,0.5,1,6679950
25,300,0.5,1,6671151
25,300,0.5,1,6669195
25,300,0.5,1,6686167
25,300,0.5,1,6668706
25,300,0.5,1,6677995
25,300,0.5,1,6685538
25,300,0.5,1,6673735
25,300,0.5,1,6676947
25,300,0.5,1,6667938
25,300,0.5,1,6670453
25,300,0.5,1,6679112
25,300,0.5,1,6671360
25,300,0.5,1,6677087
25,300,0.5,1,6675760
25,300,0.5,1,6671011
25,300,0.5,1,6666681
25,300,0.5,1,6685328
25,300,0.5,1,6680370
25,300,0.5,1,6673246
25,300,0.5,1,6673665
25,300,0.5,1,6680649
25,300,0.5,1,6667659
25,300,0.5,1,6685258
25,300,0.5,1,6673107
25,300,0.5,1,6671569
25,300,0.5,1,6677925
25,300,0.5,1,6694687
25,300,0.5,1,6667659
25,300,0.5,1,6680719
25,300,0.5,1,6668636
25,300,0.5,1,6671360
25,300,0.5,1,6677367
25,300,0.5,1,6674503
25,300,0.5,1,6666611
25,300,0.5,1,6679253
25,300,0.5,1,6679671
25,300,0.5,1,6671500
25,300,0.5,1,6676319
25,300,0.5,1,6678554
25,300,0.5,1,6665773
25,300,0.5,1,6681906
25,300,0.5,1,6716617
25,300,0.5,1,6676738
25,300,0.5,1,6678763
25,300,0.5,1,6679811
25,300,0.5,1,6673595
25,300,0.5,1,6674782
25,300,0.5,1,6675969
25,300,0.5,1,6675900
25,300,0.5,1,6680719
25,300,0.5,1,6687074
25,300,0.5,2,13405786
25,300,0.5,2,13335178
25,300,0.5,2,13346421
25,300,0.5,2,13388816
25,300,0.5,2,13343698
25,300,0.5,2,13341673
25,300,0.5,2,13349355
25,300,0.5,2,13344326
25,300,0.5,2,13348167
25,300,0.5,2,13349076
25,300,0.5,2,13344187
25,300,0.5,2,13346840
25,300,0.5,2,13344047
25,300,0.5,2,13380644
25,300,0.5,2,13349355
25,300,0.5,2,13346771
25,300,0.5,2,13343698
25,300,0.5,2,13348307
25,300,0.5,2,13351590
25,300,0.5,2,13344676
25,300,0.5,2,13341603
25,300,0.5,2,13335666
25,300,0.5,2,13350892
25,300,0.5,2,13341323
25,300,0.5,2,13351799
25,300,0.5,2,13343000
25,300,0.5,2,13347120
25,300,0.5,2,13358085
25,300,0.5,2,13338180
25,300,0.5,2,13349215
25,300,0.5,2,13360111
25,300,0.5,2,13334828
25,300,0.5,2,13359203
25,300,0.5,2,13344117
25,300,0.5,2,13352009
25,300,0.5,2,13342650
25,300,0.5,2,13343629
25,300,0.5,2,13353475
25,300,0.5,2,13358784
25,300,0.5,2,13342162
25,300,0.5,2,13345444
25,300,0.5,2,13355571
25,300,0.5,2,13347888
25,300,0.5,2,13343209
25,300,0.5,2,13342860
25,300,0.5,2,13348308
25,300,0.5,2,13352288
25,300,0.5,2,13349635
25,300,0.5,2,13356688
25,300,0.5,2,13336854
25,300,0.5,2,13359552
25,300,0.5,2,13354523
25,300,0.5,2,13345095
25,300,0.5,2,13357527
25,300,0.5,2,13344955
25,300,0.5,2,13373799
25,300,0.5,2,13336085
25,300,0.5,2,13344815
25,300,0.5,2,13346492
25,300,0.5,2,13351031
25,300,0.5,2,13330149
25,300,0.5,2,13348028
25,300,0.5,2,13392796
25,300,0.5,2,13338739
25,300,0.5,2,13352777
25,300,0.5,2,13354034
25,300,0.5,2,13346282
25,300,0.5,2,13342510
25,300,0.5,2,13346631
25,300,0.5,2,13336295
25,300,0.5,2,13347958
25,300,0.5,2,13357317
25,300,0.5,2,13337831
25,300,0.5,2,13340904
25,300,0.5,2,13341812
25,300,0.5,2,13349844
25,300,0.5,2,13339786
25,300,0.5,2,13348587
25,300,0.5,2,13362206
25,300,0.5,2,13354035
25,300,0.5,2,13348587
25,300,0.5,2,13341952
25,300,0.5,2,13334130
25,300,0.5,2,13342860
25,300,0.5,2,13337482
25,300,0.5,2,13336155
25,300,0.5,2,13347469
25,300,0.5,2,13351520
25,300,0.5,2,13340625
25,300,0.5,2,13351590
25,300,0.5,2,13341253
25,300,0.5,2,13349424
25,300,0.5,2,13340694
25,300,0.5,2,13350054
25,300,0.5,2,13347539
25,300,0.5,2,13360390
25,300,0.5,2,13346003
25,300,0.5,2,13348238
25,300,0.5,2,13349215
25,300,0.5,2,13345654
25,300,0.5,3,20052423
25,300,0.5,3,20022042
25,300,0.5,3,20008073
25,300,0.5,3,20009611
25,300,0.5,3,20020505
25,300,0.5,3,20016944
25,300,0.5,3,20015547
25,300,0.5,3,20020645
25,300,0.5,3,20034963
25,300,0.5,3,20003325
25,300,0.5,3,20038454
25,300,0.5,3,20010169
25,300,0.5,3,20009400
25,300,0.5,3,20014011
25,300,0.5,3,20012683
25,300,0.5,3,20012823
25,300,0.5,3,20009611
25,300,0.5,3,20011566
25,300,0.5,3,20004092
25,300,0.5,3,20029305
25,300,0.5,3,20014010
25,300,0.5,3,20044530
25,300,0.5,3,20031681
25,300,0.5,3,20005839
25,300,0.5,3,20016105
25,300,0.5,3,20013731
25,300,0.5,3,20015337
25,300,0.5,3,20008214
25,300,0.5,3,20005210
25,300,0.5,3,20003604
25,300,0.5,3,20041946
25,300,0.5,3,20007935
25,300,0.5,3,19997108
25,300,0.5,3,20034473
25,300,0.5,3,20013312
25,300,0.5,3,20008423
25,300,0.5,3,20007724
25,300,0.5,3,20021414
25,300,0.5,3,20014220
25,300,0.5,3,20009820
25,300,0.5,3,19998925
25,300,0.5,3,20013242
25,300,0.5,3,20009611
25,300,0.5,3,20011147
25,300,0.5,3,20035102
25,300,0.5,3,20017433
25,300,0.5,3,20024556
25,300,0.5,3,20017223
25,300,0.5,3,20010449
25,300,0.5,3,20012124
25,300,0.5,3,20008004
25,300,0.5,3,20034124
25,300,0.5,3,20011915
25,300,0.5,3,20016455
25,300,0.5,3,20021483
25,300,0.5,3,20012334
25,300,0.5,3,20003324
25,300,0.5,3,20008214
25,300,0.5,3,20001020
25,300,0.5,3,20006747
25,300,0.5,3,20026721
25,300,0.5,3,20029934
25,300,0.5,3,20006468
25,300,0.5,3,20008074
25,300,0.5,3,20019388
25,300,0.5,3,20017293
25,300,0.5,3,20055706
25,300,0.5,3,20011496
25,300,0.5,3,20002556
25,300,0.5,3,20041388
25,300,0.5,3,20018690
25,300,0.5,3,20002207
25,300,0.5,3,20010518
25,300,0.5,3,20009261
25,300,0.5,3,20014918
25,300,0.5,3,20014918
25,300,0.5,3,20010588
25,300,0.5,3,20004023
25,300,0.5,3,20034055
25,300,0.5,3,20010309
25,300,0.5,3,20011636
25,300,0.5,3,20016035
25,300,0.5,3,20013243
25,300,0.5,3,20003884
25,300,0.5,3,20016664
25,300,0.5,3,20022601
25,300,0.5,3,20021343
25,300,0.5,3,20016943
25,300,0.5,3,20013591
25,300,0.5,3,20011427
25,300,0.5,3,20005839
25,300,0.5,3,20004721
25,300,0.5,3,20022741
25,300,0.5,3,20062899
25,300,0.5,3,20018341
25,300,0.5,3,20011356
25,300,0.5,3,20000601
25,300,0.5,3,20016943
25,300,0.5,3,20024836
25,300,0.5,3,20010169
25,300,0.5,4,26712468
25,300,0.5,4,26691866
25,300,0.5,4,26720291
25,300,0.5,4,26769668
25,300,0.5,4,26712399
25,300,0.5,4,26683485
25,300,0.5,4,26750183
25,300,0.5,4,26731675
25,300,0.5,4,26717707
25,300,0.5,4,26702412
25,300,0.5,4,26685022
25,300,0.5,4,26739636
25,300,0.5,4,26723364
25,300,0.5,4,26715332
25,300,0.5,4,26700176
25,300,0.5,4,26690888
25,300,0.5,4,26701434
25,300,0.5,4,26720361
25,300,0.5,4,26691377
25,300,0.5,4,26707650
25,300,0.5,4,26680132
25,300,0.5,4,26683903
25,300,0.5,4,26722316
25,300,0.5,4,26741173
25,300,0.5,4,26762335
25,300,0.5,4,26683834
25,300,0.5,4,26711282
25,300,0.5,4,26753535
25,300,0.5,4,26710164
25,300,0.5,4,26698710
25,300,0.5,4,26702622
25,300,0.5,4,26700596
25,300,0.5,4,26713586
25,300,0.5,4,26751650
25,300,0.5,4,26701643
25,300,0.5,4,26684183
25,300,0.5,4,26711282
25,300,0.5,4,26751789
25,300,0.5,4,26722945
25,300,0.5,4,26715053
25,300,0.5,4,26665885
25,300,0.5,4,26734050
25,300,0.5,4,26728323
25,300,0.5,4,26794043
25,300,0.5,4,26706253
25,300,0.5,4,26678037
25,300,0.5,4,26714354
25,300,0.5,4,26710793
25,300,0.5,4,26731954
25,300,0.5,4,26725669
25,300,0.5,4,26683485
25,300,0.5,4,26700945
25,300,0.5,4,26736145
25,300,0.5,4,26704157
25,300,0.5,4,26700177
25,300,0.5,4,26709536
25,300,0.5,4,26759541
25,300,0.5,4,26712818
25,300,0.5,4,26738520
25,300,0.5,4,26742290
25,300,0.5,4,26679014
25,300,0.5,4,26759541
25,300,0.5,4,26718894
25,300,0.5,4,26703110
25,300,0.5,4,26737821
25,300,0.5,4,26665954
25,300,0.5,4,26709954
25,300,0.5,4,26733909
25,300,0.5,4,26780983
25,300,0.5,4,26696126
25,300,0.5,4,26698919
25,300,0.5,4,26704646
25,300,0.5,4,26693472
25,300,0.5,4,26714494
25,300,0.5,4,26697803
25,300,0.5,4,26688024
25,300,0.5,4,26708209
25,300,0.5,4,26734608
25,300,0.5,4,26725879
25,300,0.5,4,26704297
25,300,0.5,4,26685231
25,300,0.5,4,26730139
25,300,0.5,4,26768690
25,300,0.5,4,26714983
25,300,0.5,4,26683695
25,300,0.5,4,26690538
25,300,0.5,4,26756329
25,300,0.5,4,26706882
25,300,0.5,4,26721548
25,300,0.5,4,26709675
25,300,0.5,4,26687606
25,300,0.5,4,26761427
25,300,0.5,4,26694869
25,300,0.5,4,26754304
25,300,0.5,4,26705834
25,300,0.5,4,26689770
25,300,0.5,4,26745155
25,300,0.5,4,26709186
25,300,0.5,4,26744107
25,300,0.5,4,26737053
25,300,0.5,5,33395981
25,300,0.5,5,33378591
25,300,0.5,5,33365530
25,300,0.5,5,33349607
25,300,0.5,5,33370349
25,300,0.5,5,33383340
25,300,0.5,5,33357080
25,300,0.5,5,33353448
25,300,0.5,5,33376076
25,300,0.5,5,33352330
25,300,0.5,5,33372095
25,300,0.5,5,33379149
25,300,0.5,5,33366997
25,300,0.5,5,33367067
25,300,0.5,5,33375867
25,300,0.5,5,33402826
25,300,0.5,5,33343530
25,300,0.5,5,33358616
25,300,0.5,5,33363575
25,300,0.5,5,33370839
25,300,0.5,5,33365251
25,300,0.5,5,33347022
25,300,0.5,5,33505422
25,300,0.5,5,33377682
25,300,0.5,5,33372095
25,300,0.5,5,33361550
25,300,0.5,5,33404991
25,300,0.5,5,33359943
25,300,0.5,5,33386483
25,300,0.5,5,33370629
25,300,0.5,5,33375727
25,300,0.5,5,33384178
25,300,0.5,5,33366858
25,300,0.5,5,33370489
25,300,0.5,5,33363575
25,300,0.5,5,33366997
25,300,0.5,5,33365461
25,300,0.5,5,33384737
25,300,0.5,5,33366228
25,300,0.5,5,33395422
25,300,0.5,5,33348350
25,300,0.5,5,33358197
25,300,0.5,5,33369860
25,300,0.5,5,33387461
25,300,0.5,5,33395702
25,300,0.5,5,33365740
25,300,0.5,5,33397308
25,300,0.5,5,33358616
25,300,0.5,5,33369651
25,300,0.5,5,33365740
25,300,0.5,5,33360502
25,300,0.5,5,33360641
25,300,0.5,5,33376007
25,300,0.5,5,33376286
25,300,0.5,5,33426782
25,300,0.5,5,33359455
25,300,0.5,5,33359174
25,300,0.5,5,33367067
25,300,0.5,5,33385855
25,300,0.5,5,33401917
25,300,0.5,5,33384317
25,300,0.5,5,33356032
25,300,0.5,5,33362318
25,300,0.5,5,33369302
25,300,0.5,5,33368743
25,300,0.5,5,33357848
25,300,0.5,5,33394794
25,300,0.5,5,33368882
25,300,0.5,5,33367276
25,300,0.5,5,33363156
25,300,0.5,5,33364343
25,300,0.5,5,33375657
25,300,0.5,5,33376216
25,300,0.5,5,33368674
25,300,0.5,5,33373562
25,300,0.5,5,33347302
25,300,0.5,5,33345416
25,300,0.5,5,33364902
25,300,0.5,5,33372934
25,300,0.5,5,33361130
25,300,0.5,5,33344299
25,300,0.5,5,33384807
25,300,0.5,5,33375587
25,300,0.5,5,33361131
25,300,0.5,5,33429994
25,300,0.5,5,33381524
25,300,0.5,5,33381245
25,300,0.5,5,33360851
25,300,0.5,5,33366019
25,300,0.5,5,33372096
25,300,0.5,5,33378381
25,300,0.5,5,33369651
25,300,0.5,5,33364413
25,300,0.5,5,33354984
25,300,0.5,5,33362108
25,300,0.5,5,33385225
25,300,0.5,5,33354565
25,300,0.5,5,33361410
25,300,0.5,5,33413232
25,300,0.5,5,33366229
25,300,0.6,1,6689868
25,300,0.6,1,6663957
25,300,0.6,1,6690915
25,300,0.6,1,6670522
25,300,0.6,1,6665075
25,300,0.6,1,6677087
25,300,0.6,1,6667938
25,300,0.6,1,6668357
25,300,0.6,1,6686376
25,300,0.6,1,6670103
25,300,0.6,1,6671919
25,300,0.6,1,6682255
25,300,0.6,1,6668776
25,300,0.6,1,6681068
25,300,0.6,1,6680928
25,300,0.6,1,6665144
25,300,0.6,1,6669265
25,300,0.6,1,6679671
25,300,0.6,1,6666611
25,300,0.6,1,6671291
25,300,0.6,1,6686795
25,300,0.6,1,6665004
25,300,0.6,1,6662769
25,300,0.6,1,6719690
25,300,0.6,1,6669125
25,300,0.6,1,6668776
25,300,0.6,1,6677995
25,300,0.6,1,6665633
25,300,0.6,1,6714452
25,300,0.6,1,6719480
25,300,0.6,1,6668707
25,300,0.6,1,6675900
25,300,0.6,1,6675411
25,300,0.6,1,6669614
25,300,0.6,1,6679671
25,300,0.6,1,6690008
25,300,0.6,1,6675062
25,300,0.6,1,6672966
25,300,0.6,1,6682186
25,300,0.6,1,6671150
25,300,0.6,1,6666262
25,300,0.6,1,6685817
25,300,0.6,1,6665703
25,300,0.6,1,6670383
25,300,0.6,1,6684211
25,300,0.6,1,6670313
25,300,0.6,1,6678553
25,300,0.6,1,6679672
25,300,0.6,1,6668077
25,300,0.6,1,6667100
25,300,0.6,1,6679322
25,300,0.6,1,6664446
25,300,0.6,1,6658021
25,300,0.6,1,6709074
25,300,0.6,1,6671640
25,300,0.6,1,6684630
25,300,0.6,1,6683583
25,300,0.6,1,6675899
25,300,0.6,1,6676948
25,300,0.6,1,6690776
25,300,0.6,1,6670173
25,300,0.6,1,6664655
25,300,0.6,1,6689729
25,300,0.6,1,6667449
25,300,0.6,1,6676459
25,300,0.6,1,6688611
25,300,0.6,1,6669684
25,300,0.6,1,6679112
25,300,0.6,1,6687424
25,300,0.6,1,6671639
25,300,0.6,1,6667798
25,300,0.6,1,6683093
25,300,0.6,1,6667519
25,300,0.6,1,6667798
25,300,0.6,1,6712287
25,300,0.6,1,6669753
25,300,0.6,1,6683792
25,300,0.6,1,6675900
25,300,0.6,1,6664865
25,300,0.6,1,6676808
25,300,0.6,1,6679461
25,300,0.6,1,6667309
25,300,0.6,1,6674922
25,300,0.6,1,6671989
25,300,0.6,1,6668008
25,300,0.6,1,6707678
25,300,0.6,1,6675970
25,300,0.6,1,6667309
25,300,0.6,1,6718293
25,300,0.6,1,6674713
25,300,0.6,1,6665563
25,300,0.6,1,6678833
25,300,0.6,1,6673037
25,300,0.6,1,6674782
25,300,0.6,1,6679672
25,300,0.6,1,6669265
25,300,0.6,1,6671639
25,300,0.6,1,6678344
25,300,0.6,1,6701112
25,300,0.6,1,6674363
25,300,0.6,2,13376104
25,300,0.6,2,13362276
25,300,0.6,2,13353266
25,300,0.6,2,13351660
25,300,0.6,2,13390841
25,300,0.6,2,13369609
25,300,0.6,2,13333501
25,300,0.6,2,13350263
25,300,0.6,2,13353965
25,300,0.6,2,13355431
25,300,0.6,2,13349774
25,300,0.6,2,13351101
25,300,0.6,2,13342650
25,300,0.6,2,13359482
25,300,0.6,2,13346841
25,300,0.6,2,13358294
25,300,0.6,2,13353405
25,300,0.6,2,13391608
25,300,0.6,2,13349565
25,300,0.6,2,13361228
25,300,0.6,2,13356619
25,300,0.6,2,13353755
25,300,0.6,2,13386022
25,300,0.6,2,13366675
25,300,0.6,2,13349006
25,300,0.6,2,13372123
25,300,0.6,2,13355362
25,300,0.6,2,13364161
25,300,0.6,2,13388327
25,300,0.6,2,13347399
25,300,0.6,2,13343838
25,300,0.6,2,13351730
25,300,0.6,2,13359202
25,300,0.6,2,13354383
25,300,0.6,2,13352568
25,300,0.6,2,13362695
25,300,0.6,2,13363672
25,300,0.6,2,13361578
25,300,0.6,2,13352428
25,300,0.6,2,13401736
25,300,0.6,2,13348307
25,300,0.6,2,13357247
25,300,0.6,2,13348517
25,300,0.6,2,13356688
25,300,0.6,2,13386511
25,300,0.6,2,13361298
25,300,0.6,2,13336224
25,300,0.6,2,13385742
25,300,0.6,2,13357945
25,300,0.6,2,13361997
25,300,0.6,2,13373241
25,300,0.6,2,13353615
25,300,0.6,2,13333431
25,300,0.6,2,13347329
25,300,0.6,2,13487711
25,300,0.6,2,13347888
25,300,0.6,2,13382669
25,300,0.6,2,13348936
25,300,0.6,2,13346421
25,300,0.6,2,13346771
25,300,0.6,2,13358016
25,300,0.6,2,13343907
25,300,0.6,2,13364580
25,300,0.6,2,13357666
25,300,0.6,2,13355850
25,300,0.6,2,13359762
25,300,0.6,2,13343977
25,300,0.6,2,13357736
25,300,0.6,2,13361507
25,300,0.6,2,13365907
25,300,0.6,2,13357317
25,300,0.6,2,13351939
25,300,0.6,2,13356689
25,300,0.6,2,13346491
25,300,0.6,2,13386301
25,300,0.6,2,13361019
25,300,0.6,2,13348797
25,300,0.6,2,13358853
25,300,0.6,2,13347260
25,300,0.6,2,13371216
25,300,0.6,2,13358085
25,300,0.6,2,13364441
25,300,0.6,2,13353126
25,300,0.6,2,13395241
25,300,0.6,2,13335317
25,300,0.6,2,13352358
25,300,0.6,2,13358784
25,300,0.6,2,13340485
25,300,0.6,2,13360320
25,300,0.6,2,13361647
25,300,0.6,2,13349076
25,300,0.6,2,13370098
25,300,0.6,2,13350402
25,300,0.6,2,13350473
25,300,0.6,2,13358853
25,300,0.6,2,13382530
25,300,0.6,2,13350193
25,300,0.6,2,13351101
25,300,0.6,2,13367305
25,300,0.6,2,13362625
25,300,0.6,3,20051305
25,300,0.6,3,20033846
25,300,0.6,3,20033565
25,300,0.6,3,20021135
25,300,0.6,3,20070511
25,300,0.6,3,20021134
25,300,0.6,3,20026372
25,300,0.6,3,20060455
25,300,0.6,3,20034683
25,300,0.6,3,20105502
25,300,0.6,3,20041458
25,300,0.6,3,20055776
25,300,0.6,3,20031610
25,300,0.6,3,20020925
25,300,0.6,3,20030702
25,300,0.6,3,20018411
25,300,0.6,3,20029515
25,300,0.6,3,20033356
25,300,0.6,3,20054030
25,300,0.6,3,20031261
25,300,0.6,3,20022950
25,300,0.6,3,20030632
25,300,0.6,3,20068835
25,300,0.6,3,20022322
25,300,0.6,3,20023439
25,300,0.6,3,20067020
25,300,0.6,3,20040480
25,300,0.6,3,20021344
25,300,0.6,3,20025464
25,300,0.6,3,20039992
25,300,0.6,3,20033775
25,300,0.6,3,20032169
25,300,0.6,3,20052283
25,300,0.6,3,20027490
25,300,0.6,3,20035521
25,300,0.6,3,20015827
25,300,0.6,3,20034823
25,300,0.6,3,20041737
25,300,0.6,3,20036918
25,300,0.6,3,20025813
25,300,0.6,3,20026093
25,300,0.6,3,20056683
25,300,0.6,3,20039851
25,300,0.6,3,20030144
25,300,0.6,3,20035521
25,300,0.6,3,20039014
25,300,0.6,3,20034473
25,300,0.6,3,20032029
25,300,0.6,3,20028817
25,300,0.6,3,20042855
25,300,0.6,3,20035661
25,300,0.6,3,20042924
25,300,0.6,3,20024766
25,300,0.6,3,20039433
25,300,0.6,3,20034124
25,300,0.6,3,20047534
25,300,0.6,3,20028467
25,300,0.6,3,20029376
25,300,0.6,3,20023229
25,300,0.6,3,20078683
25,300,0.6,3,20017503
25,300,0.6,3,20055426
25,300,0.6,3,20028537
25,300,0.6,3,20029026
25,300,0.6,3,20019038
25,300,0.6,3,20036849
25,300,0.6,3,20020156
25,300,0.6,3,20033496
25,300,0.6,3,20031121
25,300,0.6,3,20023579
25,300,0.6,3,20010239
25,300,0.6,3,20030144
25,300,0.6,3,20017712
25,300,0.6,3,20028747
25,300,0.6,3,20096353
25,300,0.6,3,20019318
25,300,0.6,3,20030004
25,300,0.6,3,20030423
25,300,0.6,3,20030074
25,300,0.6,3,20027210
25,300,0.6,3,20040130
25,300,0.6,3,20051166
25,300,0.6,3,20071699
25,300,0.6,3,20046695
25,300,0.6,3,20032937
25,300,0.6,3,20059966
25,300,0.6,3,20026931
25,300,0.6,3,20034753
25,300,0.6,3,20012543
25,300,0.6,3,20023369
25,300,0.6,3,20047254
25,300,0.6,3,20068137
25,300,0.6,3,20037477
25,300,0.6,3,20033566
25,300,0.6,3,20046277
25,300,0.6,3,20039293
25,300,0.6,3,20021273
25,300,0.6,3,20074004
25,300,0.6,3,20036010
25,300,0.6,3,20028119
25,300,0.6,4,26742710
25,300,0.6,4,26734469
25,300,0.6,4,26756329
25,300,0.6,4,26706951
25,300,0.6,4,26710025
25,300,0.6,4,26731116
25,300,0.6,4,26738869
25,300,0.6,4,26752907
25,300,0.6,4,26694659
25,300,0.6,4,26716520
25,300,0.6,4,26692354
25,300,0.6,4,26722666
25,300,0.6,4,26743269
25,300,0.6,4,26705903
25,300,0.6,4,26726646
25,300,0.6,4,26703180
25,300,0.6,4,26701015
25,300,0.6,4,26712189
25,300,0.6,4,26714284
25,300,0.6,4,26724621
25,300,0.6,4,26708558
25,300,0.6,4,26717707
25,300,0.6,4,26686977
25,300,0.6,4,26721338
25,300,0.6,4,26723783
25,300,0.6,4,26720920
25,300,0.6,4,26741383
25,300,0.6,4,26706043
25,300,0.6,4,26725041
25,300,0.6,4,26730208
25,300,0.6,4,26699898
25,300,0.6,4,26706742
25,300,0.6,4,26755840
25,300,0.6,4,26723713
25,300,0.6,4,26708208
25,300,0.6,4,26715751
25,300,0.6,4,26725669
25,300,0.6,4,26702412
25,300,0.6,4,26741033
25,300,0.6,4,26739917
25,300,0.6,4,26712399
25,300,0.6,4,26716869
25,300,0.6,4,26697103
25,300,0.6,4,26732793
25,300,0.6,4,26709186
25,300,0.6,4,26696406
25,300,0.6,4,26731815
25,300,0.6,4,26709396
25,300,0.6,4,26738589
25,300,0.6,4,26748367
25,300,0.6,4,26727345
25,300,0.6,4,26712818
25,300,0.6,4,26698989
25,300,0.6,4,26716520
25,300,0.6,4,26768202
25,300,0.6,4,26716589
25,300,0.6,4,26706043
25,300,0.6,4,26695497
25,300,0.6,4,26708977
25,300,0.6,4,26727694
25,300,0.6,4,26730418
25,300,0.6,4,26741313
25,300,0.6,4,26742151
25,300,0.6,4,26733072
25,300,0.6,4,26734190
25,300,0.6,4,26698920
25,300,0.6,4,26748087
25,300,0.6,4,26728602
25,300,0.6,4,26727275
25,300,0.6,4,26759821
25,300,0.6,4,26712609
25,300,0.6,4,26718405
25,300,0.6,4,26698640
25,300,0.6,4,26703669
25,300,0.6,4,26717567
25,300,0.6,4,26703809
25,300,0.6,4,26749903
25,300,0.6,4,26699688
25,300,0.6,4,26726157
25,300,0.6,4,26730139
25,300,0.6,4,26721828
25,300,0.6,4,26711631
25,300,0.6,4,26719383
25,300,0.6,4,26707999
25,300,0.6,4,26710792
25,300,0.6,4,26723783
25,300,0.6,4,26700945
25,300,0.6,4,26718685
25,300,0.6,4,26712050
25,300,0.6,4,26711072
25,300,0.6,4,26697173
25,300,0.6,4,26711351
25,300,0.6,4,26710443
25,300,0.6,4,26702831
25,300,0.6,4,26702622
25,300,0.6,4,26679573
25,300,0.6,4,26697592
25,300,0.6,4,26719663
25,300,0.6,4,26695567
25,300,0.6,4,26741662
25,300,0.6,5,33390533
25,300,0.6,5,33381385
25,300,0.6,5,33353937
25,300,0.6,5,33392489
25,300,0.6,5,33379987
25,300,0.6,5,33384178
25,300,0.6,5,33377264
25,300,0.6,5,33385855
25,300,0.6,5,33354425
25,300,0.6,5,33418401
25,300,0.6,5,33401987
25,300,0.6,5,33448502
25,300,0.6,5,33392210
25,300,0.6,5,33380267
25,300,0.6,5,33390603
25,300,0.6,5,33400241
25,300,0.6,5,33371397
25,300,0.6,5,33410439
25,300,0.6,5,33400102
25,300,0.6,5,33405759
25,300,0.6,5,33402825
25,300,0.6,5,33523790
25,300,0.6,5,33472108
25,300,0.6,5,33405130
25,300,0.6,5,33422381
25,300,0.6,5,33375937
25,300,0.6,5,33378590
25,300,0.6,5,33405060
25,300,0.6,5,33377124
25,300,0.6,5,33408204
25,300,0.6,5,33378520
25,300,0.6,5,33377962
25,300,0.6,5,33365181
25,300,0.6,5,33417423
25,300,0.6,5,33386762
25,300,0.6,5,33376635
25,300,0.6,5,33376286
25,300,0.6,5,33407296
25,300,0.6,5,33389276
25,300,0.6,5,33395911
25,300,0.6,5,33396470
25,300,0.6,5,33385225
25,300,0.6,5,33375657
25,300,0.6,5,33386692
25,300,0.6,5,33403664
25,300,0.6,5,33410019
25,300,0.6,5,33402685
25,300,0.6,5,33418819
25,300,0.6,5,33379638
25,300,0.6,5,33447384
25,300,0.6,5,33361969
25,300,0.6,5,33380546
25,300,0.6,5,33380826
25,300,0.6,5,33374470
25,300,0.6,5,33376705
25,300,0.6,5,33417492
25,300,0.6,5,33364623
25,300,0.6,5,33387879
25,300,0.6,5,33377264
25,300,0.6,5,33407296
25,300,0.6,5,33382502
25,300,0.6,5,33411765
25,300,0.6,5,33367416
25,300,0.6,5,33415816
25,300,0.6,5,33381874
25,300,0.6,5,33404432
25,300,0.6,5,33372654
25,300,0.6,5,33403734
25,300,0.6,5,33387600
25,300,0.6,5,33377194
