n,m,p,it,ns
11,55,0.2,1,422329
11,55,0.2,1,418139
11,55,0.2,1,422399
11,55,0.2,1,421281
11,55,0.2,1,420443
11,55,0.2,1,424354
11,55,0.2,1,423028
11,55,0.2,1,419815
11,55,0.2,1,416671
11,55,0.2,1,423097
11,55,0.2,1,419675
11,55,0.2,1,417090
11,55,0.2,1,422120
11,55,0.2,1,422259
11,55,0.2,1,420862
11,55,0.2,1,418279
11,55,0.2,1,420444
11,55,0.2,1,419326
11,55,0.2,1,416882
11,55,0.2,1,422538
11,55,0.2,1,418558
11,55,0.2,1,416253
11,55,0.2,1,421631
11,55,0.2,1,421561
11,55,0.2,1,424703
11,55,0.2,1,421211
11,55,0.2,1,419395
11,55,0.2,1,414716
11,55,0.2,1,420932
11,55,0.2,1,422260
11,55,0.2,1,420374
11,55,0.2,1,418698
11,55,0.2,1,420234
11,55,0.2,1,427916
11,55,0.2,1,414996
11,55,0.2,1,422050
11,55,0.2,1,418348
11,55,0.2,1,418907
11,55,0.2,1,422538
11,55,0.2,1,421840
11,55,0.2,1,418627
11,55,0.2,1,420444
11,55,0.2,1,429104
11,55,0.2,1,416811
11,55,0.2,1,425472
11,55,0.2,1,421072
11,55,0.2,1,419395
11,55,0.2,1,417440
11,55,0.2,1,418767
11,55,0.2,1,416741
11,55,0.2,1,417301
11,55,0.2,1,421281
11,55,0.2,1,425192
11,55,0.2,1,417860
11,55,0.2,1,419605
11,55,0.2,1,419046
11,55,0.2,1,419116
11,55,0.2,1,415135
11,55,0.2,1,422189
11,55,0.2,1,417720
11,55,0.2,1,417301
11,55,0.2,2,924347
11,55,0.2,2,841515
11,55,0.2,2,844099
11,55,0.2,2,839700
11,55,0.2,2,843890
11,55,0.2,2,846753
11,55,0.2,2,836696
11,55,0.2,2,844937
11,55,0.2,2,839001
11,55,0.2,2,844728
11,55,0.2,2,836906
11,55,0.2,2,839839
11,55,0.2,2,841515
11,55,0.2,2,838093
11,55,0.2,2,845845
11,55,0.2,2,843750
11,55,0.2,2,839350
11,55,0.2,2,841795
11,55,0.2,2,833902
11,55,0.2,2,849267
11,55,0.2,2,839141
11,55,0.2,2,838233
11,55,0.2,2,844798
11,55,0.2,2,838373
11,55,0.2,2,848220
11,55,0.2,2,839280
11,55,0.2,2,833344
11,55,0.2,2,839141
11,55,0.2,2,838652
11,55,0.2,2,842493
11,55,0.2,2,837604
11,55,0.2,2,840677
11,55,0.2,2,844379
11,55,0.2,2,844658
11,55,0.2,2,842004
11,55,0.2,2,836765
11,55,0.2,2,838093
11,55,0.2,2,838163
11,55,0.2,2,840048
11,55,0.2,2,837884
11,55,0.2,2,839420
11,55,0.2,2,841096
11,55,0.2,2,838093
11,55,0.2,2,848150
11,55,0.2,2,840049
11,55,0.2,2,838722
11,55,0.2,2,836836
11,55,0.2,2,846055
11,55,0.2,2,830969
11,55,0.2,2,845496
11,55,0.2,2,836766
11,55,0.2,2,840957
11,55,0.2,2,843331
11,55,0.2,2,838162
11,55,0.2,2,843471
11,55,0.2,2,839350
11,55,0.2,2,837744
11,55,0.2,2,844798
11,55,0.2,2,836347
11,55,0.2,2,841585
11,55,0.2,2,831179
11,55,0.2,2,839280
11,55,0.2,2,844029
11,55,0.2,2,837814
11,55,0.2,2,836277
11,55,0.2,2,837325
11,55,0.2,2,846684
11,55,0.2,2,838652
11,55,0.2,2,841166
11,55,0.2,2,837604
11,55,0.2,2,836207
11,55,0.2,2,848430
11,55,0.2,2,837604
11,55,0.2,2,840049
11,55,0.2,2,835788
11,55,0.2,2,841236
11,55,0.2,2,846335
11,55,0.2,2,839839
11,55,0.2,2,841934
11,55,0.2,2,839141
11,55,0.2,2,839630
11,55,0.2,2,848359
11,55,0.2,2,837395
11,55,0.2,2,840817
11,55,0.2,2,838652
11,55,0.2,2,845985
11,55,0.2,2,843890
11,55,0.2,2,842912
11,55,0.2,2,836696
11,55,0.2,2,841585
11,55,0.2,2,845776
11,55,0.2,2,840817
11,55,0.2,2,837814
11,55,0.2,2,841655
11,55,0.2,2,838162
11,55,0.2,2,838163
11,55,0.2,2,841026
11,55,0.2,2,840468
11,55,0.2,2,835649
11,55,0.2,2,840887
11,55,0.2,3,1341018
11,55,0.2,3,1254206
11,55,0.2,3,1255463
11,55,0.2,3,1266149
11,55,0.2,3,1255184
11,55,0.2,3,1257558
11,55,0.2,3,1263355
11,55,0.2,3,1255673
11,55,0.2,3,1260422
11,55,0.2,3,1264892
11,55,0.2,3,1259794
11,55,0.2,3,1252460
11,55,0.2,3,1262237
11,55,0.2,3,1256231
11,55,0.2,3,1253787
11,55,0.2,3,1268593
11,55,0.2,3,1255324
11,55,0.2,3,1257768
11,55,0.2,3,1265171
11,55,0.2,3,1255254
11,55,0.2,3,1252670
11,55,0.2,3,1259794
11,55,0.2,3,1258816
11,55,0.2,3,1254695
11,55,0.2,3,1261191
11,55,0.2,3,1259444
11,55,0.2,3,1259304
11,55,0.2,3,1256860
11,55,0.2,3,1262238
11,55,0.2,3,1253787
11,55,0.2,3,1256999
11,55,0.2,3,1267685
11,55,0.2,3,1262447
11,55,0.2,3,1260421
11,55,0.2,3,1264263
11,55,0.2,3,1260283
11,55,0.2,3,1255044
11,55,0.2,3,1254764
11,55,0.2,3,1267336
11,55,0.2,3,1258886
11,55,0.2,3,1255254
11,55,0.2,3,1261399
11,55,0.2,3,1258047
11,55,0.2,3,1253508
11,55,0.2,3,1261121
11,55,0.2,3,1261540
11,55,0.2,3,1258257
11,55,0.2,3,1271946
11,55,0.2,3,1260491
11,55,0.2,3,1260561
11,55,0.2,3,1268453
11,55,0.2,3,1261191
11,55,0.2,3,1262238
11,55,0.2,3,1262029
11,55,0.2,3,1258885
11,55,0.2,3,1252390
11,55,0.2,3,1260632
11,55,0.2,3,1257070
11,55,0.2,3,1256302
11,55,0.2,3,1256790
11,55,0.2,3,1266987
11,55,0.2,3,1258676
11,55,0.2,3,1262936
11,55,0.2,3,1267965
11,55,0.2,3,1258047
11,55,0.2,3,1257698
11,55,0.2,3,1264333
11,55,0.2,3,1264333
11,55,0.2,3,1258606
11,55,0.2,3,1267336
11,55,0.2,3,1257978
11,55,0.2,3,1253927
11,55,0.2,3,1264193
11,55,0.2,3,1256441
11,55,0.2,3,1259724
11,55,0.2,3,1257070
11,55,0.2,3,1261889
11,55,0.2,3,1251063
11,55,0.2,3,1253926
11,55,0.2,3,1264193
11,55,0.2,3,1256721
11,55,0.2,3,1252390
11,55,0.2,3,1260911
11,55,0.2,3,1257559
11,55,0.2,3,1263286
11,55,0.2,3,1267197
11,55,0.2,3,1255743
11,55,0.2,3,1258187
11,55,0.2,3,1261748
11,55,0.2,3,1254695
11,55,0.2,3,1259654
11,55,0.2,3,1265591
11,55,0.2,3,1263984
11,55,0.2,3,1259304
11,55,0.2,3,1253438
11,55,0.2,3,1265171
11,55,0.2,3,1248060
11,55,0.2,3,1260212
11,55,0.2,3,1268872
11,55,0.2,3,1257349
11,55,0.2,4,1755595
11,55,0.2,4,1675697
11,55,0.2,4,1672345
11,55,0.2,4,1681843
11,55,0.2,4,1677024
11,55,0.2,4,1686173
11,55,0.2,4,1676745
11,55,0.2,4,1678071
11,55,0.2,4,1685335
11,55,0.2,4,1676465
11,55,0.2,4,1683589
11,55,0.2,4,1674370
11,55,0.2,4,1682053
11,55,0.2,4,1670948
11,55,0.2,4,1674440
11,55,0.2,4,1689456
11,55,0.2,4,1672135
11,55,0.2,4,1683030
11,55,0.2,4,1676745
11,55,0.2,4,1680307
11,55,0.2,4,1684637
11,55,0.2,4,1675069
11,55,0.2,4,1683310
11,55,0.2,4,1678351
11,55,0.2,4,1685056
11,55,0.2,4,1679817
11,55,0.2,4,1677932
11,55,0.2,4,1681354
11,55,0.2,4,1675278
11,55,0.2,4,1682751
11,55,0.2,4,1678770
11,55,0.2,4,1684218
11,55,0.2,4,1681634
11,55,0.2,4,1676186
11,55,0.2,4,1681144
11,55,0.2,4,1674370
11,55,0.2,4,1683868
11,55,0.2,4,1677374
11,55,0.2,4,1676884
11,55,0.2,4,1681912
11,55,0.2,4,1674090
11,55,0.2,4,1682052
11,55,0.2,4,1680307
11,55,0.2,4,1685475
11,55,0.2,4,1674440
11,55,0.2,4,1674579
11,55,0.2,4,1677512
11,55,0.2,4,1672973
11,55,0.2,4,1684847
11,55,0.2,4,1679398
11,55,0.2,4,1681773
11,55,0.2,4,1681494
11,55,0.2,4,1667735
11,55,0.2,4,1683519
11,55,0.2,4,1681982
11,55,0.2,4,1681843
11,55,0.2,4,1672275
11,55,0.2,4,1677303
11,55,0.2,4,1679818
11,55,0.2,4,1678211
11,55,0.2,4,1688827
11,55,0.2,4,1678211
11,55,0.2,4,1684497
11,55,0.2,4,1674719
11,55,0.2,4,1676326
11,55,0.2,4,1681982
11,55,0.2,4,1671017
11,55,0.2,4,1684357
11,55,0.2,4,1680935
11,55,0.2,4,1687570
11,55,0.2,4,1676116
11,55,0.2,4,1681493
11,55,0.2,4,1678910
11,55,0.2,4,1680306
11,55,0.2,4,1682681
11,55,0.2,4,1674580
11,55,0.2,4,1672903
11,55,0.2,4,1678002
11,55,0.2,4,1678351
11,55,0.2,4,1682821
11,55,0.2,4,1676396
11,55,0.2,4,1683869
11,55,0.2,4,1674370
11,55,0.2,4,1676535
11,55,0.2,4,1683170
11,55,0.2,4,1677722
11,55,0.2,4,1686732
11,55,0.2,4,1680306
11,55,0.2,4,1679189
11,55,0.2,4,1670529
11,55,0.2,4,1674510
11,55,0.2,4,1683939
11,55,0.2,4,1680376
11,55,0.2,4,1683170
11,55,0.2,4,1675487
11,55,0.2,4,1675138
11,55,0.2,4,1680865
11,55,0.2,4,1677373
11,55,0.2,4,1684636
11,55,0.2,4,1672764
11,55,0.2,5,2179181
11,55,0.2,5,2098096
11,55,0.2,5,2105639
11,55,0.2,5,2090762
11,55,0.2,5,2101099
11,55,0.2,5,2099074
11,55,0.2,5,2099213
11,55,0.2,5,2100471
11,55,0.2,5,2088318
11,55,0.2,5,2100191
11,55,0.2,5,2099143
11,55,0.2,5,2093207
11,55,0.2,5,2099283
11,55,0.2,5,2098934
11,55,0.2,5,2096629
11,55,0.2,5,2108572
11,55,0.2,5,2094464
11,55,0.2,5,2106477
11,55,0.2,5,2093277
11,55,0.2,5,2100331
11,55,0.2,5,2097607
11,55,0.2,5,2093067
11,55,0.2,5,2091321
11,55,0.2,5,2102984
11,55,0.2,5,2100400
11,55,0.2,5,2100819
11,55,0.2,5,2097607
11,55,0.2,5,2098724
11,55,0.2,5,2087131
11,55,0.2,5,2093137
11,55,0.2,5,2092788
11,55,0.2,5,2101308
11,55,0.2,5,2098865
11,55,0.2,5,2102845
11,55,0.2,5,2109061
11,55,0.2,5,2090274
11,55,0.2,5,2102496
11,55,0.2,5,2092439
11,55,0.2,5,2104312
11,55,0.2,5,2090483
11,55,0.2,5,2100470
11,55,0.2,5,2097328
11,55,0.2,5,2103334
11,55,0.2,5,2086362
11,55,0.2,5,2129804
11,55,0.2,5,2098165
11,55,0.2,5,2098375
11,55,0.2,5,2098236
11,55,0.2,5,2100121
11,55,0.2,5,2090344
11,55,0.2,5,2105150
11,55,0.2,5,2092160
11,55,0.2,5,2109829
11,55,0.2,5,2107734
11,55,0.2,5,2095303
11,55,0.2,5,2100261
11,55,0.2,5,2098864
11,55,0.2,5,2097677
11,55,0.2,5,2098585
11,55,0.2,5,2102496
11,55,0.2,5,2102146
11,55,0.2,5,2104661
11,55,0.2,5,2095861
11,55,0.2,5,2102286
11,55,0.2,5,2094674
11,55,0.2,5,2099912
11,55,0.2,5,2092788
11,55,0.2,5,2106757
11,55,0.2,5,2088737
11,55,0.2,5,2099633
11,55,0.2,5,2094604
11,55,0.2,5,2103474
11,55,0.2,5,2095931
11,55,0.2,5,2100610
11,55,0.2,5,2105150
11,55,0.2,5,2092089
11,55,0.2,5,2108083
11,55,0.2,5,2092229
11,55,0.2,5,2103054
11,55,0.2,5,2091741
11,55,0.2,5,2102636
11,55,0.2,5,2100470
11,55,0.2,5,2096140
11,55,0.2,5,2086572
11,55,0.2,5,2095302
11,55,0.2,5,2095582
11,55,0.2,5,2101309
11,55,0.2,5,2094813
11,55,0.2,5,2103753
11,55,0.2,5,2087689
11,55,0.2,5,2095581
11,55,0.2,5,2090134
11,55,0.2,5,2101657
11,55,0.2,5,2099214
11,55,0.2,5,2097956
11,55,0.2,5,2103683
11,55,0.2,5,2092857
11,55,0.2,5,2100470
11,55,0.2,5,2091322
11,55,0.2,5,2100750
11,55,0.3,1,498805
11,55,0.3,1,420443
11,55,0.3,1,418977
11,55,0.3,1,422399
11,55,0.3,1,420652
11,55,0.3,1,417999
11,55,0.3,1,421561
11,55,0.3,1,426520
11,55,0.3,1,417021
11,55,0.3,1,419535
11,55,0.3,1,423097
11,55,0.3,1,418976
11,55,0.3,1,419256
11,55,0.3,1,421282
11,55,0.3,1,418488
11,55,0.3,1,419186
11,55,0.3,1,419536
11,55,0.3,1,422469
11,55,0.3,1,418697
11,55,0.3,1,420793
11,55,0.3,1,421281
11,55,0.3,1,419186
11,55,0.3,1,420932
11,55,0.3,1,422539
11,55,0.3,1,417719
11,55,0.3,1,418977
11,55,0.3,1,429453
11,55,0.3,1,415974
11,55,0.3,1,415555
11,55,0.3,1,421212
11,55,0.3,1,422399
11,55,0.3,1,418208
11,55,0.3,1,422119
11,55,0.3,1,420164
11,55,0.3,1,420514
11,55,0.3,1,421980
11,55,0.3,1,428406
11,55,0.3,1,421980
11,55,0.3,1,419047
11,55,0.3,1,418907
11,55,0.3,1,417090
11,55,0.3,1,416812
11,55,0.3,1,418767
11,55,0.3,1,418557
11,55,0.3,1,416812
11,55,0.3,1,427847
11,55,0.3,1,418488
11,55,0.3,1,417999
11,55,0.3,1,421770
11,55,0.3,1,421561
11,55,0.3,1,417510
11,55,0.3,1,417790
11,55,0.3,1,422050
11,55,0.3,1,417440
11,55,0.3,1,426590
11,55,0.3,1,422468
11,55,0.3,1,419675
11,55,0.3,1,417370
11,55,0.3,1,418697
11,55,0.3,1,421072
11,55,0.3,1,418558
11,55,0.3,1,420653
11,55,0.3,1,419395
11,55,0.3,1,417161
11,55,0.3,1,422469
11,55,0.3,1,421212
11,55,0.3,1,418418
11,55,0.3,1,419884
11,55,0.3,1,421840
11,55,0.3,1,422608
11,55,0.3,1,416672
11,55,0.3,1,419116
11,55,0.3,1,419465
11,55,0.3,1,422538
11,55,0.3,1,416742
11,55,0.3,1,420653
11,55,0.3,1,419046
11,55,0.3,1,419605
11,55,0.3,1,421980
11,55,0.3,1,420653
11,55,0.3,1,420233
11,55,0.3,1,421910
11,55,0.3,1,418697
11,55,0.3,1,423098
11,55,0.3,1,420513
11,55,0.3,1,420933
11,55,0.3,1,417789
11,55,0.3,1,416323
11,55,0.3,1,420164
11,55,0.3,1,419884
11,55,0.3,1,417859
11,55,0.3,1,419814
11,55,0.3,1,424145
11,55,0.3,1,417859
11,55,0.3,1,420932
11,55,0.3,1,421002
11,55,0.3,1,419326
11,55,0.3,1,423097
11,55,0.3,1,421352
11,55,0.3,1,419605
11,55,0.3,2,905560
11,55,0.3,2,850036
11,55,0.3,2,838093
11,55,0.3,2,840677
11,55,0.3,2,838931
11,55,0.3,2,843889
11,55,0.3,2,837465
11,55,0.3,2,834531
11,55,0.3,2,841445
11,55,0.3,2,837883
11,55,0.3,2,846264
11,55,0.3,2,841934
11,55,0.3,2,838303
11,55,0.3,2,839420
11,55,0.3,2,839000
11,55,0.3,2,844309
11,55,0.3,2,840957
11,55,0.3,2,835858
11,55,0.3,2,836556
11,55,0.3,2,838093
11,55,0.3,2,843400
11,55,0.3,2,842842
11,55,0.3,2,834461
11,55,0.3,2,844379
11,55,0.3,2,845357
11,55,0.3,2,836277
11,55,0.3,2,838442
11,55,0.3,2,838233
11,55,0.3,2,846195
11,55,0.3,2,847312
11,55,0.3,2,838581
11,55,0.3,2,842353
11,55,0.3,2,838372
11,55,0.3,2,840747
11,55,0.3,2,844518
11,55,0.3,2,839978
11,55,0.3,2,841934
11,55,0.3,2,834322
11,55,0.3,2,845008
11,55,0.3,2,846265
11,55,0.3,2,841934
11,55,0.3,2,839350
11,55,0.3,2,833414
11,55,0.3,2,848430
11,55,0.3,2,840607
11,55,0.3,2,841096
11,55,0.3,2,837464
11,55,0.3,2,835928
11,55,0.3,2,848988
11,55,0.3,2,840467
11,55,0.3,2,840118
11,55,0.3,2,843681
11,55,0.3,2,833274
11,55,0.3,2,849477
11,55,0.3,2,837604
11,55,0.3,2,838862
11,55,0.3,2,839630
11,55,0.3,2,836626
11,55,0.3,2,848988
11,55,0.3,2,838442
11,55,0.3,2,834810
11,55,0.3,2,840467
11,55,0.3,2,839560
11,55,0.3,2,840468
11,55,0.3,2,840119
11,55,0.3,2,833972
11,55,0.3,2,837465
11,55,0.3,2,844658
11,55,0.3,2,837046
11,55,0.3,2,834601
11,55,0.3,2,844239
11,55,0.3,2,839210
11,55,0.3,2,846404
11,55,0.3,2,838372
11,55,0.3,2,835718
11,55,0.3,2,839070
11,55,0.3,2,839071
11,55,0.3,2,846334
11,55,0.3,2,839839
11,55,0.3,2,835649
11,55,0.3,2,839979
11,55,0.3,2,848219
11,55,0.3,2,840118
11,55,0.3,2,839839
11,55,0.3,2,836696
11,55,0.3,2,840677
11,55,0.3,2,845985
11,55,0.3,2,840048
11,55,0.3,2,841376
11,55,0.3,2,834043
11,55,0.3,2,842004
11,55,0.3,2,846823
11,55,0.3,2,838931
11,55,0.3,2,842073
11,55,0.3,2,833344
11,55,0.3,2,845846
11,55,0.3,2,839071
11,55,0.3,2,841306
11,55,0.3,2,838722
11,55,0.3,2,835788
11,55,0.3,3,1343673
11,55,0.3,3,1257419
11,55,0.3,3,1260911
11,55,0.3,3,1264962
11,55,0.3,3,1257978
11,55,0.3,3,1257279
11,55,0.3,3,1265729
11,55,0.3,3,1258326
11,55,0.3,3,1250854
11,55,0.3,3,1257209
11,55,0.3,3,1260073
11,55,0.3,3,1257210
11,55,0.3,3,1254765
11,55,0.3,3,1266848
11,55,0.3,3,1254695
11,55,0.3,3,1258187
11,55,0.3,3,1261120
11,55,0.3,3,1251133
11,55,0.3,3,1259863
11,55,0.3,3,1262168
11,55,0.3,3,1253437
11,55,0.3,3,1259794
11,55,0.3,3,1265870
11,55,0.3,3,1255673
11,55,0.3,3,1257419
11,55,0.3,3,1264054
11,55,0.3,3,1259584
11,55,0.3,3,1255952
11,55,0.3,3,1265730
11,55,0.3,3,1257489
11,55,0.3,3,1257349
11,55,0.3,3,1255323
11,55,0.3,3,1261749
11,55,0.3,3,1251203
11,55,0.3,3,1253368
11,55,0.3,3,1262656
11,55,0.3,3,1255463
11,55,0.3,3,1260352
11,55,0.3,3,1263704
11,55,0.3,3,1260282
11,55,0.3,3,1255952
11,55,0.3,3,1261330
11,55,0.3,3,1257628
11,55,0.3,3,1254206
11,55,0.3,3,1264333
11,55,0.3,3,1258466
11,55,0.3,3,1258885
11,55,0.3,3,1258396
11,55,0.3,3,1252530
11,55,0.3,3,1254416
11,55,0.3,3,1258955
11,55,0.3,3,1267337
11,55,0.3,3,1261539
11,55,0.3,3,1255044
11,55,0.3,3,1270549
11,55,0.3,3,1254556
11,55,0.3,3,1253578
11,55,0.3,3,1264263
11,55,0.3,3,1253507
11,55,0.3,3,1249387
11,55,0.3,3,1263914
11,55,0.3,3,1257348
11,55,0.3,3,1261190
11,55,0.3,3,1260073
11,55,0.3,3,1259863
11,55,0.3,3,1256302
11,55,0.3,3,1256860
11,55,0.3,3,1265729
11,55,0.3,3,1256930
11,55,0.3,3,1255952
11,55,0.3,3,1265101
11,55,0.3,3,1252041
11,55,0.3,3,1256651
11,55,0.3,3,1260213
11,55,0.3,3,1255743
11,55,0.3,3,1255323
11,55,0.3,3,1266847
11,55,0.3,3,1255183
11,55,0.3,3,1253507
11,55,0.3,3,1258327
11,55,0.3,3,1253927
11,55,0.3,3,1258187
11,55,0.3,3,1267266
11,55,0.3,3,1256929
11,55,0.3,3,1252181
11,55,0.3,3,1254346
11,55,0.3,3,1266149
11,55,0.3,3,1260910
11,55,0.3,3,1255673
11,55,0.3,3,1260911
11,55,0.3,3,1257978
11,55,0.3,3,1259095
11,55,0.3,3,1263146
11,55,0.3,3,1258257
11,55,0.3,3,1254345
11,55,0.3,3,1265241
11,55,0.3,3,1252181
11,55,0.3,3,1259095
11,55,0.3,3,1264053
11,55,0.3,3,1256860
11,55,0.3,4,1744909
11,55,0.3,4,1686313
11,55,0.3,4,1674510
11,55,0.3,4,1681983
11,55,0.3,4,1675488
11,55,0.3,4,1671856
11,55,0.3,4,1684637
11,55,0.3,4,1670179
11,55,0.3,4,1683309
11,55,0.3,4,1667945
11,55,0.3,4,1681983
11,55,0.3,4,1670180
11,55,0.3,4,1674160
11,55,0.3,4,1684706
11,55,0.3,4,1676047
11,55,0.3,4,1678840
11,55,0.3,4,1678072
11,55,0.3,4,1674021
11,55,0.3,4,1680795
11,55,0.3,4,1677722
11,55,0.3,4,1678351
11,55,0.3,4,1676605
11,55,0.3,4,1685405
11,55,0.3,4,1678212
11,55,0.3,4,1678840
11,55,0.3,4,1688199
11,55,0.3,4,1676326
11,55,0.3,4,1681075
11,55,0.3,4,1675417
11,55,0.3,4,1678490
11,55,0.3,4,1674579
11,55,0.3,4,1673951
11,55,0.3,4,1682681
11,55,0.3,4,1672415
11,55,0.3,4,1686662
11,55,0.3,4,1669551
11,55,0.3,4,1679608
11,55,0.3,4,1675836
11,55,0.3,4,1674440
11,55,0.3,4,1687151
11,55,0.3,4,1677373
11,55,0.3,4,1685754
11,55,0.3,4,1676255
11,55,0.3,4,1675976
11,55,0.3,4,1683868
11,55,0.3,4,1673881
11,55,0.3,4,1680167
11,55,0.3,4,1677513
11,55,0.3,4,1673671
11,55,0.3,4,1684706
11,55,0.3,4,1674999
11,55,0.3,4,1682472
11,55,0.3,4,1680027
11,55,0.3,4,1680586
11,55,0.3,4,1679609
11,55,0.3,4,1674580
11,55,0.3,4,1680725
11,55,0.3,4,1679957
11,55,0.3,4,1681774
11,55,0.3,4,1675417
11,55,0.3,4,1683589
11,55,0.3,4,1673322
11,55,0.3,4,1668992
11,55,0.3,4,1678491
11,55,0.3,4,1678840
11,55,0.3,4,1681144
11,55,0.3,4,1682820
11,55,0.3,4,1673671
11,55,0.3,4,1676395
11,55,0.3,4,1673601
11,55,0.3,4,1681703
11,55,0.3,4,1674789
11,55,0.3,4,1682541
11,55,0.3,4,1671087
11,55,0.3,4,1674579
11,55,0.3,4,1682332
11,55,0.3,4,1672484
11,55,0.3,4,1680027
11,55,0.3,4,1678351
11,55,0.3,4,1679189
11,55,0.3,4,1673392
11,55,0.3,4,1677723
11,55,0.3,4,1680097
11,55,0.3,4,1673602
11,55,0.3,4,1687919
11,55,0.3,4,1675627
11,55,0.3,4,1674300
11,55,0.3,4,1678910
11,55,0.3,4,1679329
11,55,0.3,4,1679608
11,55,0.3,4,1674090
11,55,0.3,4,1685125
11,55,0.3,4,1675767
11,55,0.3,4,1675627
11,55,0.3,4,1685475
11,55,0.3,4,1673602
11,55,0.3,4,1679818
11,55,0.3,4,1678072
11,55,0.3,4,1685964
11,55,0.3,4,1675488
11,55,0.3,5,2171429
11,55,0.3,5,2102216
11,55,0.3,5,2098864
11,55,0.3,5,2093696
11,55,0.3,5,2099703
11,55,0.3,5,2091461
11,55,0.3,5,2099911
11,55,0.3,5,2099004
11,55,0.3,5,2097607
11,55,0.3,5,2093556
11,55,0.3,5,2094185
11,55,0.3,5,2093486
11,55,0.3,5,2103823
11,55,0.3,5,2097607
11,55,0.3,5,2097607
11,55,0.3,5,2091181
11,55,0.3,5,2101937
11,55,0.3,5,2091461
11,55,0.3,5,2099563
11,55,0.3,5,2092159
11,55,0.3,5,2099702
11,55,0.3,5,2096001
11,55,0.3,5,2099981
11,55,0.3,5,2103264
11,55,0.3,5,2091251
11,55,0.3,5,2100610
11,55,0.3,5,2091950
11,55,0.3,5,2097956
11,55,0.3,5,2094045
11,55,0.3,5,2096769
11,55,0.3,5,2093486
11,55,0.3,5,2096210
11,55,0.3,5,2089506
11,55,0.3,5,2096490
11,55,0.3,5,2092438
11,55,0.3,5,2106197
11,55,0.3,5,2087271
11,55,0.3,5,2101588
11,55,0.3,5,2085944
11,55,0.3,5,2102077
11,55,0.3,5,2098934
11,55,0.3,5,2098655
11,55,0.3,5,2099912
11,55,0.3,5,2086223
11,55,0.3,5,2103823
11,55,0.3,5,2092159
11,55,0.3,5,2106686
11,55,0.3,5,2089924
11,55,0.3,5,2092019
11,55,0.3,5,2096070
11,55,0.3,5,2099772
11,55,0.3,5,2097607
11,55,0.3,5,2097607
11,55,0.3,5,2094814
11,55,0.3,5,2101728
11,55,0.3,5,2093067
11,55,0.3,5,2099074
11,55,0.3,5,2093417
11,55,0.3,5,2098585
11,55,0.3,5,2083848
11,55,0.3,5,2102705
11,55,0.3,5,2089855
11,55,0.3,5,2089995
11,55,0.3,5,2100610
11,55,0.3,5,2088947
11,55,0.3,5,2102566
11,55,0.3,5,2092369
11,55,0.3,5,2095372
11,55,0.3,5,2097258
11,55,0.3,5,2092159
11,55,0.3,5,2100540
11,55,0.3,5,2100401
11,55,0.3,5,2092090
11,55,0.3,5,2100960
11,55,0.3,5,2093905
11,55,0.3,5,2106476
11,55,0.3,5,2094325
11,55,0.3,5,2105918
11,55,0.3,5,2086711
11,55,0.3,5,2096210
11,55,0.3,5,2092509
11,55,0.3,5,2096909
11,55,0.3,5,2095791
11,55,0.3,5,2095302
11,55,0.3,5,2096000
11,55,0.3,5,2097816
11,55,0.3,5,2098654
11,55,0.3,5,2092090
11,55,0.3,5,2099633
11,55,0.3,5,2099981
11,55,0.3,5,2096908
11,55,0.3,5,2095930
11,55,0.3,5,2100889
11,55,0.3,5,2096630
11,55,0.3,5,2090693
11,55,0.3,5,2090483
11,55,0.3,5,2101030
11,55,0.3,5,2087410
11,55,0.3,5,2092787
11,55,0.3,5,2093137
11,55,0.4,1,499503
11,55,0.4,1,418627
11,55,0.4,1,419535
11,55,0.4,1,417999
11,55,0.4,1,415135
11,55,0.4,1,470659
11,55,0.4,1,418488
11,55,0.4,1,417510
11,55,0.4,1,421072
11,55,0.4,1,426380
11,55,0.4,1,418279
11,55,0.4,1,418907
11,55,0.4,1,418698
11,55,0.4,1,419466
11,55,0.4,1,421282
11,55,0.4,1,420723
11,55,0.4,1,418349
11,55,0.4,1,416462
11,55,0.4,1,421421
11,55,0.4,1,424844
11,55,0.4,1,419955
11,55,0.4,1,421631
11,55,0.4,1,415275
11,55,0.4,1,419116
11,55,0.4,1,420583
11,55,0.4,1,419536
11,55,0.4,1,416253
11,55,0.4,1,418069
11,55,0.4,1,429104
11,55,0.4,1,417580
11,55,0.4,1,417649
11,55,0.4,1,422887
11,55,0.4,1,418348
11,55,0.4,1,419954
11,55,0.4,1,421281
11,55,0.4,1,415624
11,55,0.4,1,418138
11,55,0.4,1,420792
11,55,0.4,1,427707
11,55,0.4,1,419116
11,55,0.4,1,418977
11,55,0.4,1,421002
11,55,0.4,1,416322
11,55,0.4,1,418138
11,55,0.4,1,420653
11,55,0.4,1,419117
11,55,0.4,1,417091
11,55,0.4,1,425891
11,55,0.4,1,417230
11,55,0.4,1,417510
11,55,0.4,1,419954
11,55,0.4,1,421840
11,55,0.4,1,418488
11,55,0.4,1,419186
11,55,0.4,1,422748
11,55,0.4,1,419745
11,55,0.4,1,419396
11,55,0.4,1,428475
11,55,0.4,1,415834
11,55,0.4,1,419256
11,55,0.4,1,420163
11,55,0.4,1,416113
11,55,0.4,1,418418
11,55,0.4,1,417231
11,55,0.4,1,421211
11,55,0.4,1,415484
11,55,0.4,1,425821
11,55,0.4,1,421980
