n,m,ns
4,6,39809
4,6,39529
4,6,39530
4,6,40018
4,6,39878
4,6,40088
4,6,39111
4,6,39110
4,6,39879
4,6,39320
4,6,40507
4,6,39879
4,6,39599
4,6,39599
4,6,39460
4,6,39390
4,6,39180
4,6,39600
4,6,40508
4,6,39948
4,6,39948
4,6,40927
4,6,39949
4,6,39669
4,6,39321
4,6,39879
4,6,39390
4,6,39460
4,6,39739
4,6,39669
4,6,39390
4,6,39320
4,6,39181
4,6,40368
4,6,39879
4,6,40438
4,6,39529
4,6,39460
4,6,40158
4,6,40507
4,6,39878
4,6,40507
4,6,39809
4,6,40298
4,6,39390
4,6,39809
4,6,39529
4,6,40787
4,6,40298
4,6,40438
4,6,40647
4,6,39879
4,6,39530
4,6,40158
4,6,39669
4,6,39670
4,6,40856
4,6,40926
4,6,40787
4,6,48958
4,6,40927
4,6,40088
4,6,40019
4,6,39739
4,6,39320
4,6,39669
4,6,39390
4,6,39739
4,6,39739
4,6,40089
4,6,40507
4,6,39949
4,6,39251
4,6,39390
4,6,39599
4,6,39390
4,6,39320
4,6,39041
4,6,39530
4,6,39669
4,6,39320
4,6,39459
4,6,39390
4,6,40647
4,6,40438
4,6,39739
4,6,39390
4,6,39110
4,6,40577
4,6,40856
4,6,39669
4,6,39949
5,0,20533
5,0,21301
5,0,18717
5,0,19416
5,0,18648
5,0,19974
5,0,18647
5,0,19275
5,0,19974
5,0,20114
5,0,19416
5,0,19695
5,0,20044
5,0,19695
5,0,19276
5,0,19275
5,0,19276
5,0,19834
5,0,19625
5,0,19276
5,0,18997
5,0,19694
5,0,20184
5,0,19555
5,0,19276
5,0,18648
5,0,19137
5,0,19346
5,0,19695
5,0,19556
5,0,19486
5,0,19485
5,0,19416
5,0,19626
5,0,19276
5,0,19066
5,0,19555
5,0,18927
5,0,19276
5,0,19485
5,0,19276
5,0,19555
5,0,20183
5,0,20184
5,0,19136
5,0,19346
5,0,19207
5,0,19416
5,0,19206
5,0,19207
5,0,18718
5,0,19416
5,0,19555
5,0,19485
5,0,19695
5,0,19625
5,0,19975
5,0,19695
5,0,19486
5,0,19625
5,0,19137
5,0,19206
5,0,19136
5,0,19416
5,0,18996
5,0,19136
5,0,19346
5,0,19415
5,0,18927
5,0,19136
5,0,19206
5,0,19556
5,0,19485
5,0,19555
5,0,18647
5,0,19485
5,0,19486
5,0,19416
5,0,19066
5,0,19416
5,0,19276
5,0,19276
5,0,19276
5,0,19415
5,0,19485
5,0,19136
5,0,20114
5,0,20184
5,0,19485
5,0,19346
5,0,19556
5,0,19904
5,0,20393
5,0,20114
5,0,19486
5,0,20184
5,0,19695
5,0,20253
5,0,20184
5,0,19555
5,1,27028
5,1,25980
5,1,23885
5,1,24165
5,1,23885
5,1,23746
5,1,23676
5,1,23187
5,1,23326
5,1,23326
5,1,23885
5,1,23397
5,1,24374
5,1,23746
5,1,23396
5,1,23746
5,1,23397
5,1,23536
5,1,23746
5,1,23187
5,1,23955
5,1,23606
5,1,24025
5,1,24165
5,1,23606
5,1,23606
5,1,23117
5,1,23327
5,1,22978
5,1,23187
5,1,23257
5,1,23187
5,1,23606
5,1,23815
5,1,23327
5,1,23955
5,1,24514
5,1,24374
5,1,23955
5,1,23117
5,1,23187
5,1,23746
5,1,23117
5,1,22558
5,1,23955
5,1,23327
5,1,23396
5,1,22977
5,1,23466
5,1,24165
5,1,23187
5,1,23676
5,1,23257
5,1,23606
5,1,24164
5,1,23257
5,1,23396
5,1,24305
5,1,23536
5,1,24095
5,1,24375
5,1,23746
5,1,22907
5,1,22977
5,1,23117
5,1,24025
5,1,22908
5,1,23396
5,1,23536
5,1,23047
5,1,23118
5,1,23187
5,1,23536
5,1,23187
5,1,23396
5,1,22977
5,1,23047
5,1,22698
5,1,23327
5,1,23327
5,1,23117
5,1,23746
5,1,23187
5,1,23327
5,1,23117
5,1,23466
5,1,23187
5,1,23257
5,1,23886
5,1,23396
5,1,23326
5,1,23048
5,1,23117
5,1,23397
5,1,23187
5,1,23606
5,1,23606
5,1,23886
5,1,23397
5,1,23815
5,2,28146
5,2,26190
5,2,26958
5,2,25282
5,2,25142
5,2,25841
5,2,25701
5,2,26120
5,2,25911
5,2,25841
5,2,25911
5,2,26539
5,2,25143
5,2,26749
5,2,25771
5,2,25212
5,2,25562
5,2,24933
5,2,25701
5,2,25492
5,2,25771
5,2,26749
5,2,26330
5,2,25911
5,2,25561
5,2,26819
5,2,25352
5,2,25422
5,2,25771
5,2,25562
5,2,25562
5,2,25980
5,2,25771
5,2,25911
5,2,25491
5,2,25561
5,2,25352
5,2,25911
5,2,26051
5,2,25771
5,2,25840
5,2,25911
5,2,25492
5,2,25910
5,2,25841
5,2,25562
5,2,25631
5,2,25702
5,2,25561
5,2,25561
5,2,25980
5,2,25422
5,2,24724
5,2,25910
5,2,26260
5,2,26958
5,2,26679
5,2,26609
5,2,25981
5,2,61320
5,2,25492
5,2,24724
5,2,24583
5,2,24723
5,2,24863
5,2,24723
5,2,24514
5,2,23676
5,2,24654
5,2,24445
5,2,24793
5,2,25282
5,2,24863
5,2,24444
5,2,24793
5,2,24654
5,2,24514
5,2,24653
5,2,24864
5,2,24723
5,2,24234
5,2,24723
5,2,25143
5,2,24514
5,2,24444
5,2,24514
5,2,24583
5,2,24933
5,2,25142
5,2,25072
5,2,25282
5,2,24374
5,2,24165
5,2,24584
5,2,24514
5,2,24095
5,2,24165
5,2,23955
5,2,24584
5,2,23745
5,3,28914
5,3,28564
