n,m,ns
5,0,17320
5,0,17320
5,0,17110
5,0,17180
5,0,17180
5,0,17250
5,0,17110
5,0,17390
5,0,17110
5,0,17319
5,0,17250
5,0,17040
5,0,17111
5,0,17041
5,0,17110
5,0,17320
5,0,17250
5,0,17180
5,0,17320
5,0,17320
5,0,17180
5,0,17110
5,0,17110
5,0,17110
5,0,17250
5,0,17389
5,0,17180
5,0,17250
5,0,17111
5,0,17180
5,0,17180
5,0,17110
5,0,17180
5,0,17319
5,0,17111
5,0,17180
5,0,17529
5,0,17040
5,0,17320
5,0,17041
5,0,17320
5,0,17669
5,0,17250
5,0,17180
5,0,17319
5,0,17460
5,0,17250
5,0,17320
5,0,17180
5,0,17110
5,0,17110
5,0,17250
5,0,17110
5,0,17250
5,0,17110
5,0,17320
5,0,17040
5,0,17110
5,0,17529
5,0,17111
5,1,25141
5,1,24094
5,1,23815
5,1,23255
5,1,23465
5,1,22976
5,1,22977
5,1,23116
5,1,23046
5,1,22976
5,1,22837
5,1,23116
5,1,22837
5,1,22977
5,1,22837
5,1,23186
5,1,22906
5,1,22698
5,1,22977
5,1,22977
5,1,22907
5,1,23116
5,1,23116
5,1,22906
5,1,22907
5,1,22697
5,1,23256
5,1,23046
5,1,23047
5,1,23046
5,1,22977
5,1,22907
5,1,23046
5,1,22837
5,1,23326
5,1,22906
5,1,22907
5,1,23884
5,1,23466
5,1,22906
5,1,23116
5,1,22907
5,1,23046
5,1,22907
5,1,23046
5,1,22837
5,1,22907
5,1,23047
5,1,23046
5,1,23047
5,1,23047
5,1,22906
5,1,22907
5,1,22907
5,1,22976
5,1,31078
5,1,21440
5,1,21509
5,1,21859
5,1,21999
5,1,21370
5,1,21440
5,1,21370
5,1,21719
5,1,21720
5,1,21860
5,1,21789
5,1,21859
5,1,21929
5,1,21650
5,1,21371
5,1,21370
5,1,21928
5,1,21719
5,1,21300
5,1,21789
5,1,21790
5,1,21650
5,1,21789
5,1,21929
5,1,21859
5,1,21719
5,1,21929
5,1,21580
5,1,21649
5,1,21719
5,1,21230
5,1,21580
5,1,21231
5,1,21300
5,1,21789
5,1,21720
5,1,21720
5,1,21929
5,1,21790
5,1,21719
5,1,21720
5,1,21300
5,1,21789
5,1,21579
5,2,26329
5,2,26469
5,2,26050
5,2,25910
5,2,25840
5,2,25701
5,2,25700
5,2,26049
5,2,25840
5,2,25630
5,2,25491
5,2,26119
5,2,25561
5,2,25631
5,2,25560
5,2,25700
5,2,25700
5,2,25630
5,2,25561
5,2,25910
5,2,25770
5,2,25630
5,2,25770
5,2,25560
5,2,25351
5,2,25351
5,2,25351
5,2,25910
5,2,25420
5,2,25490
5,2,25351
5,2,25351
5,2,25281
5,2,25211
5,2,25281
5,2,25839
5,2,25281
5,2,25421
5,2,25421
5,2,25421
5,2,25211
5,2,25491
5,2,25211
5,2,25560
5,2,25420
5,2,25211
5,2,25351
5,2,25490
5,2,25351
5,2,25351
5,2,25420
5,2,25491
5,2,25281
5,2,25560
5,2,25770
5,2,25630
5,2,25910
5,2,25840
5,2,25701
5,2,25770
5,2,25700
5,2,25630
5,2,25700
5,2,25421
5,2,26049
5,2,25840
5,2,25630
5,2,25910
5,2,25840
5,2,25561
5,2,25700
5,2,25700
5,2,25421
5,2,25770
5,2,25770
5,2,25770
5,2,25700
5,2,25701
5,2,25700
5,2,25491
5,2,25770
5,2,25630
5,2,25700
5,2,25839
5,2,25700
5,2,25700
5,2,25421
5,2,25770
5,2,25560
5,2,25700
5,2,25491
5,2,25700
5,2,25631
5,2,25770
5,2,25700
5,2,33592
5,2,25630
5,2,25700
5,2,25560
5,2,25980
5,3,27307
5,3,27027
5,3,27166
5,3,27027
5,3,27027
5,3,27027
5,3,26818
5,3,27027
5,3,26887
5,3,26957
5,3,27166
5,3,26957
5,3,26957
5,3,26888
5,3,26957
5,3,26817
5,3,27027
5,3,27307
5,3,26678
5,3,28005
5,3,26608
5,3,27027
5,3,26818
5,3,26818
5,3,26678
5,3,26748
5,3,26887
5,3,26678
5,3,26817
5,3,26888
5,3,26818
5,3,27027
5,3,27097
5,3,27027
5,3,26957
5,3,27027
5,3,26748
5,3,26678
5,3,26957
5,3,26748
5,3,26748
5,3,27027
5,3,26958
5,3,27307
5,3,27447
5,3,27306
5,3,27446
5,3,27446
5,3,27306
5,3,27446
5,3,27376
5,3,26957
5,3,27027
5,3,27447
5,3,27167
5,3,27307
5,3,27237
5,3,27097
5,3,27167
5,3,27236
5,3,27167
5,3,27796
5,3,27237
5,3,27237
5,3,27027
5,3,27097
5,3,27097
5,3,27656
5,3,27307
5,3,27237
5,3,27027
5,3,28144
5,3,27236
5,3,27446
5,3,27237
5,3,27656
5,3,27236
5,3,27167
5,3,27376
5,3,27306
5,3,27097
5,3,27376
5,3,27446
5,3,27377
5,3,27376
5,3,27306
5,3,27166
5,3,27027
5,3,27027
5,3,27377
5,3,27516
5,3,27306
5,3,27167
5,3,27795
5,3,27306
5,3,27166
5,3,27097
5,3,27167
5,3,26888
5,3,27167
5,4,31078
5,4,32195
5,4,29053
5,4,28424
5,4,28563
5,4,28494
5,4,28354
5,4,28284
5,4,28214
5,4,28214
5,4,28145
5,4,28215
5,4,28494
5,4,28354
5,4,28284
5,4,28145
5,4,28564
5,4,28773
5,4,28564
5,4,28284
5,4,28494
5,4,35617
5,4,28704
5,4,28773
5,4,28634
5,4,28144
5,4,28284
5,4,28144
5,4,28563
5,4,28354
5,4,28354
5,4,28214
5,4,28354
5,4,28424
5,4,28145
5,4,28214
5,4,27935
5,4,28145
5,4,28494
5,4,28494
5,4,28284
5,4,27865
5,4,28144
5,4,28005
5,4,28214
5,4,28214
5,4,28144
5,4,28354
5,4,28284
5,4,28284
5,4,28494
5,4,28284
5,4,28005
5,4,28564
5,4,28494
5,4,28494
5,4,28493
5,4,28773
5,4,28564
5,4,28424
5,4,28913
5,4,28284
5,4,28703
5,4,28144
5,4,28773
5,4,28354
5,4,28284
5,4,28424
5,4,28563
5,4,28424
5,4,28215
5,4,28214
5,4,28284
5,4,28284
5,4,28354
5,4,28354
5,4,28564
5,4,28145
5,4,28145
5,4,28773
5,4,28284
5,4,28145
5,4,28214
5,4,28354
5,4,28354
5,4,28144
5,4,28144
5,4,28564
5,4,28633
5,4,28983
5,4,28634
5,4,28843
5,4,28424
5,4,28145
5,4,28214
5,4,28284
5,4,28075
5,4,28284
5,4,28424
5,4,28144
5,5,37852
5,5,41343
5,5,36944
5,5,36525
5,5,37363
5,5,35338
5,5,35129
5,5,36525
5,5,35058
5,5,35059
5,5,35408
5,5,35059
5,5,35058
5,5,35896
5,5,34709
5,5,34988
5,5,34918
5,5,34849
5,5,34919
5,5,34849
5,5,34919
5,5,35268
5,5,34779
5,5,35058
5,5,34988
5,5,34918
5,5,35058
5,5,35337
5,5,34779
5,5,34849
5,5,35059
5,5,35198
5,5,35059
5,5,35059
5,5,34849
5,5,43928
5,5,32893
5,5,32754
5,5,32683
5,5,32823
5,5,32614
5,5,32684
5,5,32963
5,5,32893
5,5,33313
5,5,33453
5,5,32824
5,5,32684
5,5,32684
5,5,32824
5,5,32753
5,5,32964
5,5,33522
5,5,33033
5,5,33662
5,5,32824
5,5,32474
5,5,32964
5,5,32824
5,5,33242
5,5,33033
5,5,32823
5,5,32754
5,5,32894
5,5,32824
5,5,32963
5,5,32614
5,5,33173
5,5,32824
5,5,34081
5,5,32963
5,5,32894
5,5,32753
5,5,33033
5,5,32963
5,5,33173
5,5,32824
5,5,32964
5,5,33033
5,5,32963
5,5,32754
5,5,32823
5,5,32545
5,5,32964
5,5,33173
5,5,32823
5,5,32614
5,5,33103
5,5,32684
5,5,32963
5,5,32823
5,5,32894
5,5,32893
5,5,33731
5,5,33662
5,5,33592
5,5,33592
5,5,33871
5,5,33382
5,5,33871
5,6,34221
5,6,32963
5,6,32126
5,6,32894
5,6,31217
5,6,31148
5,6,30798
5,6,31148
5,6,31008
5,6,30938
5,6,31148
5,6,31008
5,6,31008
5,6,31147
5,6,31008
5,6,31217
5,6,30868
5,6,31706
5,6,30798
5,6,30799
5,6,31008
5,6,32125
5,6,31357
5,6,30938
5,6,31707
5,6,31078
5,6,30868
5,6,31147
5,6,30659
5,6,30868
5,6,31217
5,6,31776
5,6,30869
5,6,32055
5,6,31986
5,6,31846
5,6,31427
5,6,31986
5,6,31636
5,6,31497
5,6,31496
5,6,31637
5,6,31915
5,6,32196
5,6,32126
5,6,37572
5,6,31915
5,6,31497
5,6,31567
5,6,31776
5,6,31357
5,6,31986
5,6,31496
5,6,31287
5,6,31845
5,6,31777
5,6,31776
5,6,31706
5,6,32055
5,6,31636
5,6,31636
5,6,31846
5,6,31846
5,6,31986
5,6,31567
5,6,31357
5,6,31776
5,6,31426
5,6,31776
5,6,31497
5,6,31776
5,6,31566
5,6,31287
5,6,31567
5,6,31846
5,6,31776
5,6,31497
5,6,31427
5,6,31706
5,6,31287
5,6,31636
5,6,31636
5,6,32056
5,6,31985
5,6,31916
5,6,31636
5,6,31567
5,6,32265
5,6,31357
5,6,31287
5,6,31567
5,6,31497
5,6,31427
5,6,31986
5,6,31637
5,6,31706
